id,year,month,day,admin1_code,admin2_code,event,interaction,fatalities,latitude,longitude,iso3,active_adm_id
61953,2022,1,3,1930,,Violence against civilians,17,2,14.6432,-6.6909,MLI,1
62038,2021,12,31,1930,,Violence against civilians,17,13,14.8811,-6.8445,MLI,1
62045,2021,12,30,1930,,Explosions/Remote violence,12,0,14.5681,-6.9228,MLI,1
62094,2021,12,29,1930,,Battles,12,18,14.1988,-6.9248,MLI,1
62095,2021,12,29,1930,,Battles,12,0,13.8755,-7.1812,MLI,1
62642,2021,12,16,1930,,Battles,12,0,14.6432,-6.6909,MLI,1
64728,2021,11,27,1930,,Protests,60,0,12.87,-7.56,MLI,1
66334,2021,11,14,1930,,Battles,12,13,14.6432,-6.6909,MLI,1
66347,2021,11,14,1930,,Violence against civilians,37,0,13.4841,-7.4717,MLI,1
66551,2021,11,5,1930,,Battles,12,1,15.1687,-7.2847,MLI,1
67451,2021,10,30,1930,,Battles,12,2,14.4251,-7.6416,MLI,1
68503,2021,10,19,1930,,Battles,12,1,12.475,-6.4079,MLI,1
71608,2021,9,17,1930,,Violence against civilians,27,0,14.8781,-7.4412,MLI,1
72482,2021,9,12,1930,,Violence against civilians,17,1,14.9894,-7.4546,MLI,1
72487,2021,9,11,1930,,Violence against civilians,37,2,13.8837,-8.091,MLI,1
73500,2021,9,1,1930,,Riots,15,0,12.87,-7.56,MLI,1
73634,2021,8,26,1930,,Battles,13,1,15.1687,-7.2847,MLI,1
73721,2021,8,21,1930,,Explosions/Remote violence,12,0,14.6432,-6.6909,MLI,1
74829,2021,8,17,1930,,Explosions/Remote violence,27,0,14.6552,-7.4696,MLI,1
75878,2021,8,6,1930,,Explosions/Remote violence,12,0,14.4727,-7.4671,MLI,1
77890,2021,7,18,1930,,Battles,12,0,12.87,-7.56,MLI,1
77943,2021,7,17,1930,,Violence against civilians,27,0,14.3779,-7.669,MLI,1
80066,2021,6,24,1930,,Violence against civilians,27,0,14.4727,-7.4671,MLI,1
80986,2021,6,17,1930,,Protests,60,0,12.6167,-7.7796,MLI,1
83934,2021,5,15,1930,,Protests,60,0,12.4235,-8.1235,MLI,1
84845,2021,5,8,1930,,Battles,44,8,11.6423,-8.7541,MLI,1
84913,2021,5,6,1930,,Battles,23,2,12.4843,-8.5989,MLI,1
87142,2021,4,17,1930,,Strategic developments,37,0,14.857,-7.4975,MLI,1
88405,2021,4,8,1930,,Battles,44,0,12.7499,-7.9907,MLI,1
88533,2021,4,4,1930,,Protests,60,0,13.5477,-7.4481,MLI,1
89436,2021,3,29,1930,,Battles,12,0,12.8684,-8.4472,MLI,1
89522,2021,3,24,1930,,Strategic developments,37,0,14.4727,-7.4671,MLI,1
93352,2021,2,8,1930,,Protests,60,0,12.9221,-7.5277,MLI,1
95321,2021,1,18,1930,,Riots,57,0,12.4586,-8.1218,MLI,1
96293,2021,1,9,1930,,Battles,12,2,14.857,-7.4975,MLI,1
100668,2020,11,3,1930,,Violence against civilians,37,1,12.7787,-6.9564,MLI,1
100841,2020,10,28,1930,,Riots,57,4,11.9546,-8.7801,MLI,1
103805,2020,10,10,1930,,Protests,60,0,12.708,-7.9697,MLI,1
104912,2020,9,24,1930,,Battles,12,1,13.8837,-8.091,MLI,1
105873,2020,9,16,1930,,Protests,60,0,12.7482,-8.0722,MLI,1
106965,2020,9,3,1930,,Battles,12,10,14.6432,-6.6909,MLI,1
107837,2020,8,28,1930,,Riots,55,0,11.9546,-8.7801,MLI,1
108831,2020,8,18,1930,,Battles,11,0,12.7482,-8.0722,MLI,1
109010,2020,8,11,1930,,Protests,60,0,12.4813,-6.7938,MLI,1
109013,2020,8,11,1930,,Protests,60,0,12.87,-7.56,MLI,1
109017,2020,8,11,1930,,Protests,60,0,12.7482,-8.0722,MLI,1
111144,2020,7,25,1930,,Battles,12,1,11.8597,-6.7689,MLI,1
115514,2020,6,9,1930,,Violence against civilians,47,1,12.7787,-6.9564,MLI,1
118374,2020,5,6,1930,,Riots,50,0,12.7482,-8.0722,MLI,1
118430,2020,5,4,1930,,Protests,16,0,12.7482,-8.0722,MLI,1
121391,2020,4,4,1930,,Battles,12,3,14.6552,-7.4696,MLI,1
121579,2020,3,24,1930,,Violence against civilians,27,0,14.2033,-7.4887,MLI,1
123679,2020,3,10,1930,,Violence against civilians,37,0,14.857,-7.4975,MLI,1
125807,2020,2,13,1930,,Protests,60,0,12.4813,-6.7938,MLI,1
131773,2019,11,28,1930,,Protests,60,0,12.87,-7.56,MLI,1
132506,2019,11,15,1930,,Protests,60,0,12.7482,-8.0722,MLI,1
132597,2019,11,8,1930,,Protests,60,0,12.7482,-8.0722,MLI,1
134088,2019,10,23,1930,,Strategic developments,27,0,13.6107,-7.0391,MLI,1
134139,2019,10,20,1930,,Battles,12,0,15.3395,-8.587,MLI,1
134140,2019,10,20,1930,,Strategic developments,27,0,15.3395,-8.587,MLI,1
136062,2019,9,23,1930,,Protests,60,0,12.87,-7.56,MLI,1
137164,2019,8,27,1930,,Riots,50,0,12.7482,-8.0722,MLI,1
137174,2019,8,26,1930,,Riots,50,0,12.7482,-8.0722,MLI,1
137189,2019,8,25,1930,,Riots,50,0,12.7482,-8.0722,MLI,1
137194,2019,8,24,1930,,Riots,50,0,12.7482,-8.0722,MLI,1
137208,2019,8,23,1930,,Riots,50,0,12.7482,-8.0722,MLI,1
137210,2019,8,23,1930,,Riots,50,0,13.8837,-8.091,MLI,1
137211,2019,8,23,1930,,Riots,50,0,13.5728,-8.0339,MLI,1
138028,2019,8,19,1930,,Protests,60,0,12.87,-7.56,MLI,1
138051,2019,8,17,1930,,Violence against civilians,37,0,14.9995,-7.6689,MLI,1
141026,2019,6,9,1930,,Riots,15,0,12.87,-7.56,MLI,1
141961,2019,5,27,1930,,Battles,12,0,13.3178,-6.982,MLI,1
143901,2019,5,5,1930,,Explosions/Remote violence,12,3,14.9908,-7.4539,MLI,1
144090,2019,4,21,1930,,Battles,12,15,14.6432,-6.6909,MLI,1
145085,2019,4,7,1930,,Riots,15,1,11.9546,-8.7801,MLI,1
145111,2019,4,5,1930,,Protests,60,0,13.4637,-7.3828,MLI,1
146072,2019,3,22,1930,,Violence against civilians,37,2,12.7787,-6.9564,MLI,1
147138,2019,3,6,1930,,Protests,60,0,12.87,-7.56,MLI,1
147141,2019,3,6,1930,,Protests,60,0,11.9333,-8.4167,MLI,1
147143,2019,3,6,1930,,Protests,60,0,15.1687,-7.2847,MLI,1
148049,2019,2,24,1930,,Battles,12,2,12.87,-7.56,MLI,1
148104,2019,2,22,1930,,Violence against civilians,37,3,12.3755,-8.3349,MLI,1
148871,2019,2,9,1930,,Riots,45,0,11.6833,-8.65,MLI,1
151827,2018,12,30,1930,,Battles,12,2,14.0336,-7.1451,MLI,1
151869,2018,12,27,1930,,Violence against civilians,47,2,12.8244,-6.9591,MLI,1
152978,2018,12,3,1930,,Violence against civilians,27,0,13.5591,-7.09,MLI,1
154030,2018,11,15,1930,,Battles,12,10,15.3,-7.4667,MLI,1
154659,2018,11,5,1930,,Strategic developments,37,0,14.4727,-7.4671,MLI,1
154679,2018,11,3,1930,,Strategic developments,10,0,13.8755,-7.1812,MLI,1
154691,2018,11,1,1930,,Strategic developments,20,0,14.0336,-7.1451,MLI,1
154794,2018,10,24,1930,,Battles,13,1,14.0198,-8.0452,MLI,1
155723,2018,10,10,1930,,Strategic developments,30,0,12.4813,-6.7938,MLI,1
156700,2018,9,18,1930,,Protests,60,0,13.5728,-8.0339,MLI,1
156713,2018,9,17,1930,,Protests,60,0,12.7482,-8.0722,MLI,1
158258,2018,7,22,1930,,Violence against civilians,27,0,14.6432,-6.6909,MLI,1
158461,2018,7,4,1930,,Battles,14,2,12.1489,-8.8809,MLI,1
161065,2018,5,13,1930,,Riots,50,0,12.7787,-6.9564,MLI,1
161086,2018,5,12,1930,,Riots,57,1,12.7787,-6.9564,MLI,1
161154,2018,5,6,1930,,Riots,58,0,11.9458,-8.7905,MLI,1
161208,2018,5,2,1930,,Explosions/Remote violence,12,0,14.8811,-6.8445,MLI,1
165110,2018,1,24,1930,,Battles,12,2,13.8755,-7.1812,MLI,1
48686,2022,4,15,1933,,Battles,12,3,11.3039,-5.6098,MLI,1
49776,2022,4,1,1933,,Protests,60,0,11.0992,-5.9454,MLI,1
51598,2022,3,15,1933,,Battles,12,1,12.1623,-4.9589,MLI,1
51630,2022,3,14,1933,,Strategic developments,27,0,11.7591,-5.563,MLI,1
55691,2022,2,13,1933,,Battles,12,4,11.9037,-5.991,MLI,1
55722,2022,2,13,1933,,Explosions/Remote violence,12,3,11.7832,-6.2514,MLI,1
55740,2022,2,12,1933,,Protests,60,0,11.417,-7.479,MLI,1
57162,2022,2,1,1933,,Riots,55,1,10.971,-8.6593,MLI,1
58430,2022,1,25,1933,,Battles,12,6,12.1623,-4.9589,MLI,1
58459,2022,1,24,1933,,Protests,60,0,11.0992,-5.9454,MLI,1
58487,2022,1,23,1933,,Riots,57,9,11.0992,-5.9454,MLI,1
59724,2022,1,17,1933,,Explosions/Remote violence,12,0,11.8782,-5.3014,MLI,1
59792,2022,1,15,1933,,Strategic developments,27,0,12.0118,-5.703,MLI,1
59794,2022,1,15,1933,,Strategic developments,27,0,11.8254,-5.6149,MLI,1
59811,2022,1,14,1933,,Protests,60,0,11.417,-7.479,MLI,1
59812,2022,1,14,1933,,Protests,60,0,12.3917,-5.4642,MLI,1
59815,2022,1,14,1933,,Protests,60,0,10.554,-5.7593,MLI,1
59823,2022,1,14,1933,,Protests,60,0,11.4257,-6.3491,MLI,1
59824,2022,1,14,1933,,Protests,60,0,12.6654,-5.7206,MLI,1
59825,2022,1,14,1933,,Protests,60,0,11.1833,-8.15,MLI,1
59828,2022,1,14,1933,,Protests,60,0,12.3581,-4.7769,MLI,1
59839,2022,1,14,1933,,Battles,12,4,11.9002,-5.4057,MLI,1
61008,2022,1,10,1933,,Strategic developments,37,0,12.3581,-4.7769,MLI,1
61034,2022,1,9,1933,,Explosions/Remote violence,12,0,11.7181,-5.3038,MLI,1
62060,2021,12,30,1933,,Battles,12,1,11.4864,-5.4821,MLI,1
62066,2021,12,29,1933,,Battles,12,0,11.4257,-6.3491,MLI,1
62134,2021,12,26,1933,,Violence against civilians,37,0,11.2104,-5.4507,MLI,1
62690,2021,12,14,1933,,Protests,60,0,11.1833,-8.15,MLI,1
63499,2021,12,13,1933,,Strategic developments,27,0,12.1092,-5.0631,MLI,1
64729,2021,11,27,1933,,Protests,60,0,12.3917,-5.4642,MLI,1
64745,2021,11,26,1933,,Violence against civilians,27,0,12.221,-5.0331,MLI,1
65575,2021,11,24,1933,,Riots,15,0,11.7116,-6.8578,MLI,1
67370,2021,11,3,1933,,Riots,50,0,11.7116,-6.8578,MLI,1
67505,2021,10,28,1933,,Battles,44,0,12.3952,-4.6744,MLI,1
67518,2021,10,27,1933,,Strategic developments,27,0,12.1092,-5.0631,MLI,1
68469,2021,10,20,1933,,Violence against civilians,27,0,11.6732,-6.3407,MLI,1
69607,2021,10,7,1933,,Strategic developments,27,0,12.1092,-5.0631,MLI,1
69625,2021,10,6,1933,,Strategic developments,37,0,12.184,-4.8028,MLI,1
70530,2021,10,1,1933,,Violence against civilians,37,0,12.221,-5.0331,MLI,1
70580,2021,9,29,1933,,Violence against civilians,37,0,12.221,-5.0331,MLI,1
71451,2021,9,24,1933,,Violence against civilians,27,0,12.1092,-5.0631,MLI,1
71526,2021,9,20,1933,,Violence against civilians,27,0,12.184,-4.8028,MLI,1
71545,2021,9,20,1933,,Explosions/Remote violence,12,0,12.221,-5.0331,MLI,1
71599,2021,9,17,1933,,Battles,44,2,11.6724,-7.7405,MLI,1
71651,2021,9,14,1933,,Battles,12,6,12.1324,-4.6288,MLI,1
72460,2021,9,13,1933,,Protests,60,0,12.3917,-5.4642,MLI,1
72501,2021,9,11,1933,,Protests,60,0,11.0992,-5.9454,MLI,1
72657,2021,9,4,1933,,Violence against civilians,37,0,12.4117,-4.5393,MLI,1
73723,2021,8,21,1933,,Explosions/Remote violence,12,0,12.3917,-5.4642,MLI,1
74828,2021,8,17,1933,,Battles,12,0,12.2967,-5.4785,MLI,1
75004,2021,8,9,1933,,Violence against civilians,27,0,12.1092,-5.0631,MLI,1
75005,2021,8,9,1933,,Riots,15,0,11.0992,-5.9454,MLI,1
75006,2021,8,9,1933,,Riots,15,0,11.1833,-8.15,MLI,1
77901,2021,7,18,1933,,Explosions/Remote violence,12,0,11.8027,-5.4111,MLI,1
77902,2021,7,18,1933,,Explosions/Remote violence,12,0,11.9226,-5.3662,MLI,1
77983,2021,7,15,1933,,Battles,12,8,11.9002,-5.4057,MLI,1
78062,2021,7,12,1933,,Battles,12,0,12.184,-4.8028,MLI,1
78072,2021,7,12,1933,,Strategic developments,37,0,12.221,-5.0331,MLI,1
80046,2021,6,25,1933,,Violence against civilians,27,0,12.5963,-4.69,MLI,1
80049,2021,6,25,1933,,Protests,60,0,11.0992,-5.9454,MLI,1
80083,2021,6,23,1933,,Battles,44,5,10.971,-8.6593,MLI,1
81000,2021,6,17,1933,,Violence against civilians,17,0,11.0992,-5.9454,MLI,1
82691,2021,6,1,1933,,Explosions/Remote violence,27,0,12.4117,-4.5393,MLI,1
82700,2021,5,31,1933,,Strategic developments,37,0,11.1833,-8.15,MLI,1
82726,2021,5,31,1933,,Strategic developments,37,0,12.5963,-4.69,MLI,1
82729,2021,5,31,1933,,Battles,12,0,11.4027,-7.017,MLI,1
82748,2021,5,30,1933,,Battles,12,5,11.417,-7.479,MLI,1
83855,2021,5,18,1933,,Violence against civilians,27,0,12.0022,-5.2863,MLI,1
86248,2021,4,23,1933,,Battles,34,1,11.6879,-5.6637,MLI,1
87119,2021,4,19,1933,,Battles,12,0,12.221,-5.0331,MLI,1
87120,2021,4,19,1933,,Strategic developments,27,0,12.0022,-5.2863,MLI,1
87121,2021,4,19,1933,,Strategic developments,27,0,12.0369,-5.2012,MLI,1
87289,2021,4,12,1933,,Battles,12,0,11.3726,-5.6536,MLI,1
88504,2021,4,5,1933,,Violence against civilians,27,0,12.6941,-4.6096,MLI,1
89386,2021,3,31,1933,,Explosions/Remote violence,12,0,11.9002,-5.4057,MLI,1
90383,2021,3,20,1933,,Violence against civilians,27,0,12.4117,-4.5393,MLI,1
90496,2021,3,15,1933,,Violence against civilians,27,0,11.9002,-5.4057,MLI,1
90502,2021,3,15,1933,,Violence against civilians,27,0,12.5963,-4.69,MLI,1
91630,2021,3,1,1933,,Battles,12,1,11.123,-5.3635,MLI,1
93353,2021,2,8,1933,,Battles,12,0,11.0885,-6.8934,MLI,1
95252,2021,1,21,1933,,Battles,44,1,10.9333,-8.1167,MLI,1
95294,2021,1,19,1933,,Violence against civilians,27,1,12.4117,-4.5393,MLI,1
96443,2021,1,2,1933,,Battles,23,0,12.0118,-5.703,MLI,1
97185,2020,12,20,1933,,Battles,13,0,12.1583,-5.6202,MLI,1
98687,2020,11,25,1933,,Violence against civilians,27,1,12.4825,-4.4819,MLI,1
98688,2020,11,25,1933,,Battles,12,0,12.4117,-4.5393,MLI,1
98816,2020,11,19,1933,,Battles,13,1,11.4257,-6.3491,MLI,1
102645,2020,10,14,1933,,Battles,12,1,10.7467,-7.5769,MLI,1
103864,2020,10,8,1933,,Battles,12,0,12.4117,-4.5393,MLI,1
104850,2020,9,26,1933,,Battles,44,0,10.8833,-6.0333,MLI,1
105760,2020,9,21,1933,,Protests,60,0,10.4828,-5.6531,MLI,1
105845,2020,9,17,1933,,Battles,12,0,11.8481,-6.014,MLI,1
105916,2020,9,15,1933,,Protests,60,0,12.3917,-5.4642,MLI,1
106773,2020,9,11,1933,,Explosions/Remote violence,27,6,12.4117,-4.5393,MLI,1
106793,2020,9,10,1933,,Battles,23,2,12.4117,-4.5393,MLI,1
108868,2020,8,17,1933,,Battles,23,0,11.3838,-7.2527,MLI,1
108892,2020,8,16,1933,,Battles,12,0,12.184,-4.8028,MLI,1
109005,2020,8,11,1933,,Protests,60,0,11.0992,-5.9454,MLI,1
109019,2020,8,11,1933,,Protests,60,0,12.3917,-5.4642,MLI,1
109020,2020,8,11,1933,,Protests,60,0,11.417,-7.479,MLI,1
109752,2020,7,31,1933,,Battles,12,2,12.2967,-5.4785,MLI,1
111308,2020,7,19,1933,,Violence against civilians,17,1,12.184,-4.8028,MLI,1
113488,2020,6,30,1933,,Strategic developments,12,0,10.4988,-7.9532,MLI,1
116657,2020,5,24,1933,,Battles,12,0,12.184,-4.8028,MLI,1
117539,2020,5,19,1933,,Protests,60,0,12.3917,-5.4642,MLI,1
118337,2020,5,7,1933,,Riots,15,1,11.0992,-5.9454,MLI,1
118402,2020,5,5,1933,,Riots,15,0,12.3917,-5.4642,MLI,1
118431,2020,5,4,1933,,Riots,15,0,12.3917,-5.4642,MLI,1
118492,2020,5,1,1933,,Riots,50,0,11.0992,-5.9454,MLI,1
118511,2020,4,30,1933,,Protests,60,0,11.1833,-8.15,MLI,1
118512,2020,4,30,1933,,Protests,60,0,11.0992,-5.9454,MLI,1
118514,2020,4,30,1933,,Protests,60,0,11.417,-7.479,MLI,1
119719,2020,4,21,1933,,Battles,13,0,11.0402,-7.7612,MLI,1
120416,2020,4,13,1933,,Violence against civilians,27,0,12.4117,-4.5393,MLI,1
120420,2020,4,13,1933,,Battles,12,0,12.6654,-5.7206,MLI,1
121480,2020,3,30,1933,,Battles,13,0,10.4988,-7.9532,MLI,1
121498,2020,3,29,1933,,Battles,12,2,12.1583,-5.6202,MLI,1
127872,2020,1,23,1933,,Protests,60,0,12.3581,-4.7769,MLI,1
128840,2020,1,16,1933,,Protests,60,0,11.7116,-6.8578,MLI,1
128863,2020,1,15,1933,,Protests,60,0,11.1833,-8.15,MLI,1
132474,2019,11,16,1933,,Violence against civilians,47,0,10.9333,-8.1167,MLI,1
134036,2019,10,27,1933,,Battles,12,0,12.184,-4.8028,MLI,1
136153,2019,9,16,1933,,Protests,60,0,11.417,-7.479,MLI,1
139883,2019,7,3,1933,,Battles,12,0,12.1008,-4.6909,MLI,1
141981,2019,5,26,1933,,Protests,60,0,10.7864,-8.1963,MLI,1
141992,2019,5,25,1933,,Protests,60,0,11.1833,-8.15,MLI,1
142056,2019,5,21,1933,,Strategic developments,12,0,12.503,-4.5471,MLI,1
142057,2019,5,21,1933,,Strategic developments,12,0,12.33,-4.51,MLI,1
142863,2019,5,19,1933,,Battles,12,0,12.4117,-4.5393,MLI,1
142864,2019,5,19,1933,,Battles,12,7,12.184,-4.8028,MLI,1
143102,2019,5,7,1933,,Battles,33,1,11.3012,-5.4288,MLI,1
143902,2019,5,5,1933,,Violence against civilians,47,0,10.3167,-6.0667,MLI,1
144068,2019,4,23,1933,,Riots,15,0,11.0992,-5.9454,MLI,1
147151,2019,3,6,1933,,Protests,60,0,11.417,-7.479,MLI,1
149828,2019,1,29,1933,,Riots,50,0,12.3917,-5.4642,MLI,1
149864,2019,1,27,1933,,Violence against civilians,37,1,10.554,-5.7593,MLI,1
149911,2019,1,24,1933,,Riots,15,0,11.0992,-5.9454,MLI,1
149958,2019,1,21,1933,,Protests,60,0,11.5289,-7.5416,MLI,1
152921,2018,12,6,1933,,Strategic developments,12,0,12.3917,-5.4642,MLI,1
152994,2018,12,2,1933,,Violence against civilians,37,0,10.5505,-6.9163,MLI,1
156916,2018,8,25,1933,,Protests,60,0,11.0992,-5.9454,MLI,1
157715,2018,8,20,1933,,Protests,60,0,12.3581,-4.7769,MLI,1
157729,2018,8,18,1933,,Protests,60,0,11.0992,-5.9454,MLI,1
160114,2018,5,29,1933,,Riots,15,4,11.25,-8.45,MLI,1
161032,2018,5,15,1933,,Protests,60,0,11.417,-7.479,MLI,1
48687,2022,4,15,1931,,Violence against civilians,27,1,13.9865,-4.4983,MLI,1
48700,2022,4,15,1931,,Strategic developments,27,0,13.9773,-4.4291,MLI,1
48701,2022,4,15,1931,,Strategic developments,27,0,13.9079,-4.4627,MLI,1
48704,2022,4,14,1931,,Explosions/Remote violence,12,12,14.3343,-4.7746,MLI,1
48705,2022,4,14,1931,,Violence against civilians,47,3,14.7354,-3.0544,MLI,1
48707,2022,4,14,1931,,Protests,60,0,14.9951,-2.9517,MLI,1
48716,2022,4,14,1931,,Protests,60,0,14.4891,-4.1928,MLI,1
48749,2022,4,12,1931,,Violence against civilians,27,1,14.0132,-3.7571,MLI,1
48750,2022,4,12,1931,,Violence against civilians,27,1,14.3294,-4.5991,MLI,1
48781,2022,4,11,1931,,Battles,24,2,13.9158,-4.5307,MLI,1
48817,2022,4,10,1931,,Battles,24,2,14.24,-4.147,MLI,1
48818,2022,4,10,1931,,Violence against civilians,17,8,14.4111,-2.9051,MLI,1
48878,2022,4,7,1931,,Explosions/Remote violence,24,2,14.3711,-3.709,MLI,1
49669,2022,4,6,1931,,Violence against civilians,27,0,14.6018,-3.1947,MLI,1
49680,2022,4,6,1931,,Strategic developments,17,0,15.4005,-4.2343,MLI,1
49743,2022,4,3,1931,,Violence against civilians,47,0,14.6691,-3.1057,MLI,1
49784,2022,4,1,1931,,Violence against civilians,27,1,13.9912,-4.2832,MLI,1
49817,2022,3,31,1931,,Strategic developments,27,0,14.0778,-3.0832,MLI,1
49837,2022,3,31,1931,,Violence against civilians,17,129,14.3294,-4.5991,MLI,1
49902,2022,3,29,1931,,Violence against civilians,17,129,14.3294,-4.5991,MLI,1
49909,2022,3,28,1931,,Battles,12,9,14.3886,-3.725,MLI,1
49910,2022,3,28,1931,,Strategic developments,37,0,13.7407,-3.6264,MLI,1
50452,2022,3,28,1931,,Explosions/Remote violence,20,0,15.1333,-3.4833,MLI,1
50456,2022,3,27,1931,,Battles,28,2,14.6264,-2.1611,MLI,1
50469,2022,3,27,1931,,Violence against civilians,17,130,14.3294,-4.5991,MLI,1
50476,2022,3,26,1931,,Violence against civilians,78,10,14.8283,-1.9538,MLI,1
50609,2022,3,22,1931,,Battles,12,3,14.6762,-1.9513,MLI,1
50619,2022,3,22,1931,,Violence against civilians,78,4,14.4583,-2.8261,MLI,1
50620,2022,3,22,1931,,Violence against civilians,78,1,14.586,-3.0805,MLI,1
50621,2022,3,22,1931,,Violence against civilians,78,2,14.3938,-3.0823,MLI,1
50622,2022,3,22,1931,,Violence against civilians,78,2,14.2793,-2.1354,MLI,1
50623,2022,3,22,1931,,Violence against civilians,78,2,14.7279,-2.9868,MLI,1
50635,2022,3,21,1931,,Battles,12,14,15.0766,-2.2198,MLI,1
50679,2022,3,20,1931,,Violence against civilians,47,0,14.4084,-3.7506,MLI,1
50687,2022,3,19,1931,,Explosions/Remote violence,27,7,14.819,-3.9286,MLI,1
51489,2022,3,18,1931,,Violence against civilians,27,0,13.606,-3.6816,MLI,1
51490,2022,3,18,1931,,Explosions/Remote violence,12,3,14.6797,-4.7343,MLI,1
51500,2022,3,18,1931,,Battles,28,0,14.1473,-3.7773,MLI,1
51501,2022,3,18,1931,,Violence against civilians,27,0,13.6003,-3.7053,MLI,1
51582,2022,3,15,1931,,Strategic developments,12,0,13.9692,-3.0291,MLI,1
51583,2022,3,15,1931,,Explosions/Remote violence,24,2,13.9933,-4.4594,MLI,1
51625,2022,3,14,1931,,Battles,24,2,14.0099,-4.5132,MLI,1
51626,2022,3,14,1931,,Battles,24,1,13.9865,-4.4983,MLI,1
51627,2022,3,14,1931,,Battles,12,12,14.86,-2.2642,MLI,1
51629,2022,3,14,1931,,Strategic developments,27,0,13.957,-4.5222,MLI,1
51631,2022,3,14,1931,,Explosions/Remote violence,12,0,15.0766,-2.2198,MLI,1
52534,2022,3,9,1931,,Battles,12,20,14.7947,-3.8127,MLI,1
52547,2022,3,9,1931,,Battles,12,2,14.3493,-3.6102,MLI,1
52548,2022,3,9,1931,,Battles,12,3,14.4891,-4.1928,MLI,1
52616,2022,3,7,1931,,Explosions/Remote violence,28,2,14.819,-3.9286,MLI,1
52656,2022,3,6,1931,,Violence against civilians,27,1,14.4084,-3.7506,MLI,1
52664,2022,3,6,1931,,Battles,24,0,14.3711,-3.709,MLI,1
52705,2022,3,4,1931,,Battles,44,2,14.6812,-3.8459,MLI,1
52706,2022,3,4,1931,,Strategic developments,12,0,14.0778,-3.0832,MLI,1
52718,2022,3,4,1931,,Battles,24,1,14.3711,-3.709,MLI,1
52719,2022,3,4,1931,,Battles,12,31,14.6762,-1.9513,MLI,1
52728,2022,3,4,1931,,Violence against civilians,27,1,14.8742,-2.9175,MLI,1
52729,2022,3,4,1931,,Violence against civilians,27,0,14.8537,-2.9469,MLI,1
53517,2022,3,3,1931,,Battles,24,0,13.9795,-4.2879,MLI,1
53518,2022,3,3,1931,,Battles,24,3,13.972,-4.309,MLI,1
53537,2022,3,3,1931,,Strategic developments,12,0,14.1333,-3.0063,MLI,1
53561,2022,3,2,1931,,Violence against civilians,47,0,13.9583,-3.5706,MLI,1
53591,2022,3,1,1931,,Violence against civilians,17,2,14.7398,-5.5887,MLI,1
53600,2022,2,28,1931,,Protests,60,0,14.0778,-3.0832,MLI,1
53632,2022,2,27,1931,,Violence against civilians,27,2,13.969,-4.3987,MLI,1
53633,2022,2,27,1931,,Protests,60,0,14.0775,-3.5159,MLI,1
53654,2022,2,27,1931,,Violence against civilians,27,1,13.9773,-4.4291,MLI,1
53655,2022,2,27,1931,,Violence against civilians,27,1,13.9852,-4.3992,MLI,1
53678,2022,2,26,1931,,Battles,12,1,14.3493,-3.6102,MLI,1
53679,2022,2,26,1931,,Battles,12,1,14.0778,-3.0832,MLI,1
53680,2022,2,26,1931,,Battles,12,1,14.0775,-3.5159,MLI,1
53681,2022,2,26,1931,,Battles,12,1,14.0615,-3.7861,MLI,1
53748,2022,2,24,1931,,Strategic developments,12,0,14.0373,-4.4602,MLI,1
54575,2022,2,22,1931,,Battles,12,6,14.3493,-3.6102,MLI,1
