batch_size,lags,3 Months Anomaly (%) Rainfall,1 Month Anomaly (%) Rainfall,Cereals and tubers,Exchange rate (USD/LCU),FCS,Fatality,NDVI Anomaly,Rainfall (mm),rCSI,Lat,Lon,Population,Ramadan,epoch,val_loss,train_loss
120,19,,19,,,19,,,,19,19,,,,125,0.009168016724288464,0.0012591037808974482
444,58,,58,58,58,58,,58,,,58,58,58,,146,0.01363605447113514,0.0010485799337926684
219,44,44,,44,44,44,,,44,44,,,44,44,129,0.010749636217951775,0.0009108412952627987
85,50,50,50,50,50,50,50,,50,,50,50,50,50,110,0.0120569271966815,0.00038864906155909715
404,56,56,56,,,56,56,,56,56,56,56,56,56,132,0.011483506299555302,0.0009428726805659021
142,70,70,70,70,70,70,70,,70,70,,70,,70,118,0.011892772279679775,0.0005257511167772154
389,23,23,23,23,23,23,23,23,23,23,23,23,23,23,132,0.011588147841393948,0.0011195069602492483
80,112,,,,,112,,112,,,112,112,112,,167,0.010554324835538864,0.0027534942297885814
332,71,71,71,71,71,71,71,71,71,71,71,71,71,71,126,0.014010750688612461,0.0008772279496095481
151,63,,,,,63,,,,,63,,,,127,0.007072442676872015,0.001148700426109164
146,10,,10,,,10,,,,10,,,,,206,0.006776466034352779,0.0033820197011584945
115,81,81,,,,81,81,,81,81,,,,,130,0.009491614066064358,0.0005281238631545824
60,25,,25,,25,25,25,25,25,25,25,25,,25,107,0.01375239621847868,0.0003550116747172306
193,119,119,119,119,119,119,119,119,119,119,119,119,119,119,249,0.017697114497423172,0.0017879672814160585
295,7,7,7,7,,7,7,7,,7,7,,7,7,114,0.008827109821140766,0.001628216987768555
42,34,34,34,,34,34,34,34,34,,34,34,34,34,104,0.010957770142704248,0.00020532050192445875
50,104,104,104,104,104,104,,104,104,104,104,104,104,104,153,0.010100236007322868,0.0011105508728621479
68,47,,,,,47,47,,,47,,,47,,110,0.008695880882441998,0.0004370388947427273
464,87,,,87,87,87,,,87,87,87,87,,87,165,0.009646848775446415,0.0023824888623009124
426,68,68,68,68,68,68,,68,68,68,68,68,,68,121,0.014415041543543339,0.0018442903913804614
315,85,85,,,,85,,,,,,,,,196,0.007962826639413834,0.0014411485826713033
121,15,,,,15,15,,,,,,,,,106,0.010377945378422737,0.0046556385964447375
138,42,,,,,42,,42,,,,,,,154,0.007402994204312563,0.001173246032713602
87,55,,55,55,55,55,55,,,55,,55,55,,111,0.011775387451052666,0.0005250485110258113
243,80,80,,,,80,,,,,80,,,80,172,0.00940862949937582,0.0008390958482286314
226,108,108,,108,,108,108,108,,108,108,108,108,108,161,0.011916080489754677,0.0021089980620200986
248,74,,,,,74,,74,,74,74,,74,74,153,0.01088336668908596,0.0006398833162772158
101,31,31,31,31,31,31,,31,31,,31,31,31,31,108,0.013737228699028492,0.0004764764509856423
57,101,101,,101,101,101,101,101,101,101,,101,101,101,124,0.012922819098457694,0.001160104111295368
403,118,,,118,,118,118,118,118,,118,118,,,311,0.011197926476597786,0.0010296048130840063
166,113,113,,113,,113,113,113,113,113,,113,113,113,251,0.012505562976002693,0.0021192601959531504
370,39,39,39,39,39,39,39,39,39,39,,,,39,148,0.011054957285523415,0.000980213251657402
257,73,,,,,73,,,,,,,,,178,0.005586342886090279,0.002535518681873906
40,40,,,,40,40,,,40,,40,40,40,40,111,0.011245501848558584,0.0001885967480459198
342,20,20,,,,20,,,20,,,,20,20,153,0.008887584321200848,0.0031956330861070566
183,88,,,88,,88,,,,88,88,,,,206,0.009476685896515846,0.0006944580231431935
338,45,,,,45,45,,,,,,,,,115,0.01592811942100525,0.00327457133734478
357,65,65,,,,65,,,,,,,,,181,0.005892863031476736,0.0036787998692419093
362,38,38,38,38,38,38,38,38,38,38,38,38,38,38,120,0.014428723603487015,0.0008564686541443589
375,75,,75,75,75,75,75,75,75,75,75,,75,75,123,0.01270355749875307,0.001361868389981932
244,90,,90,90,90,90,90,90,90,,,,,,161,0.012226080521941185,0.0010913156254653946
116,51,51,,51,51,51,51,51,,51,51,51,51,51,111,0.011406700126826763,0.00049697437227793
45,30,30,30,30,30,30,30,,30,30,30,30,30,30,104,0.012384607223793864,0.00022581729090547767
114,11,,,,11,11,,,11,,11,,,,106,0.016841920092701912,0.0020137836693188632
376,43,,,,,43,,43,,43,,,43,,146,0.009407511912286282,0.0029021231268809454
434,86,,86,,86,86,,,,86,,,,,233,0.013253754004836082,0.0016220928868278862
380,18,,18,18,,18,18,18,18,18,18,18,,18,119,0.012078859843313694,0.0012358361945302549
130,2,,,2,,2,,2,2,,2,,2,,105,0.007578985765576363,0.004344829581542939
128,117,117,117,117,117,117,117,117,117,117,117,117,117,117,353,0.011020221747457981,0.0009336982620880008
195,36,36,36,36,,36,36,36,36,,,,,36,110,0.013732328079640865,0.000645754053106497
211,26,26,26,26,26,26,26,26,,26,,26,26,26,110,0.014662295579910278,0.0006341817471302787
377,54,,,,,54,,,,,,,54,,144,0.00597088597714901,0.005353677621673024
307,4,4,4,4,4,4,4,4,4,4,4,4,4,4,121,0.008744698949158192,0.0017564491491941982
209,64,,64,,,64,,,,,,,,,130,0.010533448308706284,0.001638442324108368
106,84,,84,,,84,,,,84,84,,84,,111,0.00969502329826355,0.0006013583350747899
78,33,,,,,33,33,,33,33,,,,,115,0.009388161823153496,0.0004947258556231168
218,94,,,,,94,94,,94,,94,94,,,284,0.010046180337667465,0.000976586593500595
174,48,48,,48,48,48,,,,,,48,48,48,108,0.016771381720900536,0.0005650254716401569
418,99,,,,99,99,99,99,,,,,99,99,253,0.012591464444994926,0.002103006157213477
321,46,,,46,46,46,46,,46,46,,46,46,46,128,0.010089742951095104,0.0010430927544137017
386,7,7,7,7,,7,7,7,7,7,7,,7,7,119,0.00938985962420702,0.001677898520455611
430,1,,1,,,1,1,,1,1,,1,1,,165,0.005023024510592222,0.005451222416013479
200,71,71,71,71,,71,,,71,,,71,,,133,0.012519022449851036,0.0006212534803046805
227,72,72,,,72,72,72,72,,,72,72,72,72,121,0.014408511109650135,0.0009261559688106731
286,41,,,41,,41,,,,,,,,,204,0.0069814990274608135,0.001463993528414632
167,12,12,,12,,12,12,12,12,,,,12,12,120,0.01204225979745388,0.0009469524954560227
457,44,44,44,44,44,44,44,44,44,44,44,44,44,44,140,0.014707978814840317,0.001142324841651453
203,105,105,105,105,,105,105,,105,105,,105,105,,320,0.0096970833837986,0.0016626002925073003
95,62,62,,62,62,62,,62,62,62,,,62,,109,0.01815767027437687,0.0004663396385060905
470,111,,,,,111,111,,,,,,,,268,0.009228350594639778,0.0041992515325546265
406,82,82,82,,,82,,,82,82,,,82,,157,0.012353973463177681,0.0011020036693662404
461,22,22,22,22,22,22,22,22,22,22,22,22,22,22,119,0.0136340893805027,0.0010130121193115452
192,8,8,8,8,8,8,8,8,,8,8,8,,,116,0.008814715780317783,0.0011578649827150987
371,52,52,,,52,52,52,,52,52,,,,52,143,0.010814382694661617,0.0011930491470206433
422,13,,13,13,,13,,,,13,13,13,13,,137,0.008384271524846554,0.0022244871601474303
181,89,,89,89,,89,89,,89,89,89,,,89,141,0.010205385275185108,0.001113955266260919
264,97,97,,,97,97,,,,,,,,,370,0.011334681883454323,0.0026744491886347534
215,77,77,77,,,77,,77,77,77,77,,77,,129,0.014060115441679955,0.0007210489712936881
349,103,103,103,,103,103,103,103,103,,,103,103,103,209,0.012191127054393291,0.0035210833028291484
204,14,,,14,14,14,,14,,,14,14,,,108,0.011236804537475109,0.001605222486999356
368,92,92,92,92,,92,,92,,92,92,92,92,92,167,0.01147554349154234,0.0028146823830902576
274,69,69,69,69,,69,69,,,,69,69,69,69,172,0.011487090028822422,0.0009029817754102017
392,106,,,,,106,,,,,,,,,454,0.007843048311769962,0.0042513904613301606
396,67,,,67,67,67,67,,67,67,,,,,151,0.009979103691875935,0.001204729285556823
232,114,,,,,114,,114,114,,,114,,,447,0.01293477974832058,0.002942010760307312
493,7,7,7,7,7,7,7,7,7,7,7,7,7,7,125,0.01068906206637621,0.001620291161199213
411,32,,,,,32,32,32,32,,32,,,,140,0.007094848435372114,0.0017255778844221768
180,60,,,60,60,60,,60,60,,60,60,60,60,112,0.015971263870596886,0.0008236876976872353
161,110,110,110,110,110,110,110,110,,110,110,110,110,,159,0.01404017023742199,0.010413773187125722
189,78,,78,,78,78,78,78,,78,,,78,,109,0.013615326024591923,0.0008756925508630677
191,98,,98,98,98,98,98,98,98,98,98,,98,98,202,0.013844484463334084,0.0014274180041658775
440,28,,28,28,,28,28,28,28,,28,28,28,28,119,0.013559365645051003,0.0011574087663612953
304,107,107,107,107,,107,,,107,107,107,,,,272,0.01250707171857357,0.004054250127325455
188,102,,,102,,102,,,102,,,102,102,102,194,0.012759843841195107,0.0038011453797419867
165,83,83,,,83,83,,,83,,83,,,,167,0.009445814415812492,0.0011002427448094001
431,49,,49,49,49,49,49,49,,,,,49,,139,0.01366193313151598,0.0011283066542020213
123,109,,,,,109,,109,,,,,,,244,0.008131468668580055,0.005855139283812605
401,66,,,,,66,,,,66,,,,,163,0.00845322571694851,0.0020422076003312503
387,5,5,5,,5,5,,5,5,5,5,5,5,5,114,0.010364771820604801,0.001868733371260792
111,18,,18,18,18,18,,,18,18,18,18,,,105,0.012782047502696514,0.0006678896796809641
347,93,93,93,93,93,93,93,93,93,93,93,93,93,93,251,0.010895013809204102,0.0007243762391832812
366,24,,,,,24,,24,24,,24,,,24,133,0.008848628029227257,0.0021031467598282122
162,17,17,17,17,17,17,17,17,17,17,17,17,17,17,108,0.013221997767686844,0.0007553021579515188
84,100,100,100,,,100,100,100,100,,,,100,,111,0.013180915266275406,0.0008163297090076787
256,61,61,61,61,61,61,61,61,61,,61,61,,61,112,0.012555660679936409,0.0008026908656271795
435,2,2,2,2,2,2,2,2,2,,,2,2,,131,0.00976385548710823,0.0033931610437676956
182,96,,96,96,,96,96,96,,96,96,,,,157,0.011505424045026302,0.0008455199939716193
172,115,,,,,115,,,,,,,115,,302,0.008703789673745632,0.002105295192450285
318,116,116,116,116,,116,116,116,116,116,116,116,,116,369,0.012511404231190681,0.0015411744825541973
496,44,44,44,,,44,44,,,,44,44,44,,164,0.007527960930019617,0.0016730676967540083
280,53,,,,,53,,53,,,,,,,184,0.006113900803029537,0.0014094915435028572
152,59,59,59,59,59,59,,59,59,59,59,59,59,59,116,0.012787708081305027,0.00047874672983334155
405,57,,57,57,,57,57,,57,57,57,,57,57,151,0.012492104433476925,0.0013760997913777827
67,41,,,,,41,,,,41,,,,41,128,0.009269176051020622,0.0006296367536394922
48,91,,,,,91,,,,,,,,,131,0.007592580281198025,0.0008561231724273126
35,9,9,9,9,,9,,9,9,9,,,,9,106,0.010218028056745728,0.00042988993605651987
258,79,79,79,79,79,79,79,79,79,79,79,79,79,79,141,0.01152410265058279,0.0008295562240834299
255,95,95,,95,,95,95,95,95,,,,95,95,157,0.011065484024584293,0.0011820149586789987
425,37,,,,37,37,,37,37,37,37,37,37,37,144,0.01147026102989912,0.0011516182973233906
117,29,,29,,,29,,,,,,,29,,135,0.009029733017086983,0.0012522540365105007
49,76,76,76,,76,76,76,,,,,76,,,106,0.011929151602089405,0.0003236894485669881
242,16,16,,16,16,16,16,16,16,,16,16,,16,126,0.010244930163025856,0.0009295810263937419
498,50,,,,,50,,,,,,,,,286,0.0048180511221289635,0.004468921993845212
483,71,,,,,71,,,,,71,,,,175,0.0070404005236923695,0.0029370137955993412
160,56,,56,,,56,,,,,,,,,115,0.00975869968533516,0.0010592026993520355
260,3,3,3,3,3,3,3,3,3,,3,3,3,3,115,0.00802646018564701,0.0020109192769135736
463,34,,34,,,34,,,,,34,,,,131,0.010449999012053013,0.0026047335396685366
456,23,23,,23,23,23,23,23,23,23,23,23,23,,126,0.015763109549880028,0.0012633702083629497
230,55,55,,,,55,,,55,,,,,,134,0.01253988966345787,0.0017077771043004367
384,27,27,27,,,27,27,,27,,,27,27,27,128,0.009192953817546368,0.001512995859504574
126,21,21,21,,21,21,21,,21,21,,21,21,21,110,0.017948908731341362,0.0006015256010869052
212,7,,7,,,7,,,7,,7,7,,,142,0.007106714881956577,0.002587432663915961
71,112,,112,112,112,112,112,112,112,112,112,112,112,112,154,0.0118179339915514,0.002144396311293046
