AdminStrata,Agadez,Agadez,Agadez,Diffa,Diffa,Diffa,Dosso,Dosso,Dosso,Maradi,Maradi,Maradi,Niamey,Niamey,Niamey,Tahoua,Tahoua,Tahoua,Tillaberi,Tillaberi,Tillaberi,Zinder,Zinder,Zinder
2018-11-13,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-14,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-15,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-16,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-17,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-18,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-19,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-20,100.438072481083,121.142857142857,0.026000000000000002,104.213723071083,137.99791381446002,0.0,101.693907875186,128.324945230623,0.0,101.179882011799,148.219013337565,0.0,104.058272632674,125.221770696533,0.0,100.23992802159401,165.465441470236,0.0,102.535657686212,120.929664604363,0.0,100.579536370903,136.717669976122,0.0
2018-11-21,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-22,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-23,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-24,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-25,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-26,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-27,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-28,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-29,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-30,100.509439616422,120.207603127528,0.028999999999999998,100.0,137.812837247546,0.0,100.04,128.470570468532,0.0,100.0,150.239913687857,0.0,100.0,143.751307755226,0.0,100.0,147.03348197415198,0.0,100.0099990001,123.702965228286,0.0,100.0,144.090958487285,0.0
2018-12-01,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-02,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-03,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-04,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-05,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-06,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-07,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-08,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-09,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-10,100.479664235035,105.670185540627,0.0,100.0,116.813745153095,0.0,100.0,142.731440950841,0.0,100.0,88.37703270601129,0.0,100.0,186.029257660226,0.0,100.0,113.33636915604099,0.0,100.0,150.328838517538,0.0,100.0,102.670281817435,0.0
2018-12-11,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-12,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-13,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-14,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-15,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-16,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-17,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-18,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-19,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-20,100.259922023393,103.870387038704,0.0,100.0,119.902158720298,0.0,100.0,194.15217332503897,0.0,100.0,115.166158019668,0.0,100.0,254.968350502668,0.0,100.0,139.668620953352,0.0,100.0,211.55739828971198,0.0,100.0,128.658217925268,0.0
2018-12-21,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-22,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-23,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-24,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-25,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-26,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-27,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-28,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-29,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-30,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,100.0,103.18527177089399,0.0,100.0,124.90904475844,0.0,100.0,209.276030223461,0.0,100.0,147.80160444307302,0.0,100.0,282.280806275444,0.0,100.0,160.068558673469,0.0,100.0,203.61094142401402,0.0,100.0,138.014638609332,0.0
2019-01-01,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-02,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-03,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-04,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-05,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-06,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-07,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-08,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-09,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-10,100.0,100.81260529184401,0.0,100.0,109.697349570201,0.0,100.0,126.96771853463899,0.0,100.0,112.164454645245,0.0,100.0,164.717509471257,0.0,100.0,102.998306604243,0.0,100.0,124.883388862446,0.0,100.0,101.65553006881399,0.0
2019-01-11,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-12,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-13,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-14,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-15,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-16,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-17,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-18,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-19,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-20,100.0,100.696725390664,0.0,100.0,104.213723071083,0.0,100.0,101.693907875186,0.0,100.0,101.179882011799,0.0,100.0,104.058272632674,0.0,100.0,100.23992802159401,0.0,100.0,102.535657686212,0.0,100.0,100.579536370903,0.0
2019-01-21,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-22,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-23,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-24,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-25,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-26,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-27,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-28,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-29,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-30,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-31,100.0,100.509439616422,0.0,100.0,100.0,0.0,100.0,100.04,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0099990001,0.0,100.0,100.0,0.0
2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-02,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-03,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-04,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-05,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-06,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-07,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-08,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-09,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-10,100.07918440067301,100.55390702275,0.111,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
2019-02-11,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-12,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-13,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-14,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-15,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-16,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-17,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-18,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-19,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-20,100.165886026542,100.419471271096,0.154,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
2019-02-21,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-22,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-23,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-24,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-25,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-26,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-27,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-28,100.242154203797,100.242154203797,0.084,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
2019-03-01,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-02,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-03,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-04,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-05,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-06,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-07,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-08,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-09,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-10,100.458357714063,100.53104180747299,0.063,100.0,100.0,0.0,100.019982016185,100.019982016185,0.011000000000000001,100.02,100.02,0.002,100.0,100.0,0.14300000000000002,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
2019-03-11,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-12,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-13,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-14,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-15,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-16,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-17,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-18,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-19,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-20,100.43409629045,100.587442218798,0.033,100.0,100.0,0.0,100.089820359281,100.089820359281,0.018000000000000002,100.049990002,100.049990002,0.005,100.0,100.0,0.14300000000000002,100.0,100.0,0.0,100.0,100.0,0.001,100.0099990001,100.0099990001,0.002
2019-03-21,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-22,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-23,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-24,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-25,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-26,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-27,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-28,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-29,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-30,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,100.59488399761999,100.816522574448,0.05,100.0,100.0,0.0,100.119272438127,100.119272438127,0.044000000000000004,100.07996801279499,100.07996801279499,0.005,100.0,100.0,0.28600000000000003,100.0,100.0,0.0,100.539298911415,100.539298911415,0.066,100.01999400179899,100.01999400179899,0.003
2019-04-01,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-02,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-03,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-04,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-05,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-06,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-07,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-08,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-09,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-10,100.31796502384701,100.83485270127599,0.013000000000000001,100.02,100.02,0.002,99.51314508276529,99.5330285047184,0.158,100.099950024988,100.119940029985,0.005,100.0,100.0,0.0,100.0,100.0,0.001,100.64267352185101,100.64267352185101,0.11199999999999999,100.01999400179899,100.01999400179899,0.0
2019-04-11,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-12,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-13,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-14,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-15,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-16,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-17,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-18,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-19,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-20,100.278440731901,100.852490421456,0.021,100.11998800120001,100.11998800120001,0.011000000000000001,97.2930232558139,97.3816155988858,0.257,100.059958029379,100.10990108902,0.003,100.0,100.0,0.0,100.00999500249901,100.00999500249901,0.005,100.153905348211,100.15389054535,0.23399999999999999,100.0199960008,100.02999100269899,0.001
2019-04-21,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-22,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-23,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-24,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-25,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-26,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-27,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-28,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-29,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-30,100.157093765341,100.953279848985,0.16699999999999998,100.209205020921,100.209205020921,0.046,96.3671906817626,96.4824120603015,1.416,99.712244492955,99.7917079944455,0.040999999999999995,92.7722020747238,93.10483546544371,1.0,100.009927529038,100.009927529038,0.068,97.7305218012866,98.21508255243191,0.5920000000000001,100.228832951945,100.248657250845,0.073
2019-05-01,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-02,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-03,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-04,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-05,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-06,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-07,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-08,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-09,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-10,100.90369451581499,101.559672554933,1.2009999999999998,101.43209408194201,101.451062215478,0.638,93.0510367600641,92.91395170563429,7.489,109.044099327298,109.139963473352,3.0860000000000003,78.90736082248709,79.547141796585,3.429,96.33574776310179,96.3360599863667,1.232,92.22719399538109,92.75590551181101,1.953,112.13998952696801,112.15426228077801,2.775
2019-05-11,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-12,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-13,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-14,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-15,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-16,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-17,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-18,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-19,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-20,102.489143920596,103.00275061124701,1.849,102.16,102.26646520309299,0.809,154.35955989204902,151.998517120518,25.708000000000002,121.5407159305,121.60390516039101,4.291,132.598522643772,131.892996329789,19.857,103.53676470588199,103.542815141492,2.781,111.893203883495,111.712649661635,6.356,114.975698663426,114.995064915344,2.292
2019-05-21,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-22,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-23,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-24,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-25,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-26,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-27,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-28,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-29,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-30,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-31,105.834512022631,106.252168482409,1.915,121.485189820609,121.591948764867,3.113,167.994634133995,163.158649365546,23.176,146.11125898323098,145.799544177665,10.07,142.98054868785601,137.7,14.714,118.480395073481,118.40639810426501,5.9,116.810424782044,115.042382186306,6.88,146.39405204461,146.39372607138398,8.561
2019-06-01,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-02,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-03,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-04,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-05,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-06,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-07,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-08,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-09,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-10,110.310397221619,110.275507513841,1.482,133.14253005151699,132.928834259767,2.36,180.0915958821,163.658666494504,33.132,193.206897841619,190.399249452726,27.289,156.757268083496,141.11679636143998,30.0,176.264627721572,168.699590252318,19.125999999999998,132.675925925926,126.32664283750299,19.750999999999998,155.74820103122,158.775510204082,6.635
2019-06-11,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-12,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-13,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-14,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-15,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-16,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-17,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-18,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-19,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-20,109.192178857989,109.683957185382,0.62,127.371121622705,126.734188283299,0.414,137.616254777859,147.142026509084,22.621,169.074851599826,169.323180613794,11.030999999999999,112.141666666667,120.63748473267401,12.571,157.170164774248,151.864794032659,6.085,115.30854896051599,117.135909648118,12.344000000000001,141.06216298707898,144.007359383214,2.5340000000000003
2019-06-21,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-22,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-23,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-24,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-25,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-26,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-27,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-29,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,108.28729281768,111.188600973967,1.226,132.382731125638,144.555945810336,5.655,100.496806245564,123.922604126709,14.959000000000001,135.025604432505,144.808975243758,16.017,107.16721353663999,118.55870005720199,30.714000000000002,132.107023411371,134.252203616559,11.004000000000001,113.654407778536,115.983928852286,22.896,127.44952310169701,146.560341992766,11.698
2019-07-01,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-02,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-03,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-04,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-05,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-06,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-07,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-08,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-09,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-10,103.242638837123,110.592236678724,2.004,119.04865099143998,136.36192360228,5.905,90.60650029019149,119.204601881767,46.089,97.80607160387319,128.522760304633,28.708000000000002,91.84533883453341,110.29413783164301,38.429,87.77002605698921,116.63265977752899,14.679,97.56681879625792,107.61787804660601,27.659000000000002,108.578136791794,131.857677568844,14.614
2019-07-11,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-12,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-13,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-14,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-15,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-16,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-17,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-18,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-19,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-20,107.626249679569,112.611894830576,3.5639999999999996,134.508816120907,142.43609022556402,13.684000000000001,91.2942592636589,114.527818374742,44.232,87.8011239204991,112.041855653696,30.27,89.68253968253971,101.414595245417,33.857,87.7535172665814,108.652394273875,21.95,90.4195583596215,99.55378723087792,25.434,115.74113746018101,127.807599200084,25.819000000000003
2019-07-21,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-22,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-23,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-24,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-25,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-26,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-27,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-28,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-29,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-30,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-31,111.77543031797899,116.10152607881399,5.277,113.030848777087,128.68441931964702,9.323,103.94579988873899,113.24506215662399,56.633,84.3599207556166,103.763044228412,33.645,96.97921142215021,106.36061194454399,64.429,82.9441964552842,100.07455505370599,22.68,88.85805873431678,99.1435681798679,40.025,103.215557226139,118.05304864626899,22.335
2019-08-01,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-03,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-04,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-05,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-06,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-07,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-08,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-09,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-10,123.348222594454,123.941798941799,7.669,125.67942723553499,135.002222179282,18.602,105.517947857759,113.411324410588,65.274,98.91147682047969,110.272749848889,64.02199999999999,106.818529997525,110.240558386226,73.0,110.13622949353599,113.855928806221,56.21,100.98930907930401,104.503735704984,63.778999999999996,117.83104937580099,123.937979590222,36.515
2019-08-11,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-12,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-13,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-14,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-15,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-16,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-17,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-18,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-19,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-20,118.13608247422701,120.702945764889,5.702000000000001,138.115464632455,146.350607075086,25.807,94.3591489545673,100.80828910734199,42.698,111.433510226868,111.17046643283501,58.00899999999999,113.33374564959499,105.234734206371,54.143,101.208432409412,104.48301461463801,25.18,99.9436608773361,99.00880530892108,40.531,140.89471875358,137.132454899061,54.137
2019-08-21,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-22,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-23,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-24,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-25,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-26,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-27,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-28,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-29,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-30,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-31,145.95380203085,141.004923964199,14.288,166.152305036339,153.187362155555,23.548000000000002,90.71675324343,97.10305283449391,59.284,120.413282139343,109.64715995590299,55.196000000000005,112.430881413434,106.034994828098,67.0,120.733712085722,109.873719014388,50.355,109.935329252549,103.478903810515,63.672,162.930438852609,139.758838337772,45.552
2019-09-01,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-02,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-03,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-04,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-05,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-06,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-07,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-08,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-09,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-10,136.626763574177,136.60861164059799,1.9669999999999999,155.123433345993,145.347203766278,1.911,88.82870412739089,95.288375593922,43.318999999999996,108.56248702204,102.660093925917,23.185,111.67746832486701,105.30796553996099,41.0,101.67851753962098,102.64909025981399,17.566,104.22665806202801,101.601700661572,26.305999999999997,150.170766781367,132.45327693616198,7.27
2019-09-11,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-12,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-13,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-14,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-15,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-16,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-17,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-18,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-19,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-20,140.290730995676,134.11529694983,0.6709999999999999,133.755395683453,144.935492725775,1.725,110.604640675315,98.5271273096587,44.36600000000001,103.94648829431401,102.828185968531,21.953000000000003,105.991169944259,104.47518072289199,21.0,117.82279779458901,103.054058398978,13.969000000000001,110.644731495743,100.616372793716,17.114,114.29012134092,129.269067973834,3.864
2019-09-21,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-22,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-23,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-24,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-25,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-26,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-27,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-28,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-29,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,91.3658201784489,132.790036134389,0.674,78.7585034013605,140.231689561309,0.257,110.24905691407899,99.4783774470234,9.573,89.67218945434071,101.769794278743,5.371,84.2105263157895,100.735797105358,8.0,91.1591901548233,102.436198907255,4.391,84.22741531643021,97.61604451516159,5.113,62.121634427783,125.63524555257099,1.1540000000000001
2019-10-01,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-02,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-03,,,,,,,,,,,,,,,,,,,,,,,,
