AdminStrata,Agadez,Agadez,Diffa,Diffa,Dosso,Dosso,Maradi,Maradi,Niamey,Niamey,Tahoua,Tahoua,Tillaberi,Tillaberi,Zinder,Zinder
2019-03-10,0.10569880000000001,101.458617337111,0.1090386,101.01274039484501,0.18579189999999998,100.163206216279,0.17618670000000003,104.805149191628,0.1674,99.8621956821314,0.1461169,103.978243327356,0.1513277,101.655037442584,0.1384798,103.154569470966
2019-03-11,,,,,,,,,,,,,,,,
2019-03-12,,,,,,,,,,,,,,,,
2019-03-13,,,,,,,,,,,,,,,,
2019-03-14,,,,,,,,,,,,,,,,
2019-03-15,,,,,,,,,,,,,,,,
2019-03-16,,,,,,,,,,,,,,,,
2019-03-17,,,,,,,,,,,,,,,,
2019-03-18,,,,,,,,,,,,,,,,
2019-03-19,,,,,,,,,,,,,,,,
2019-03-20,0.1055395,101.371326304099,0.108724,101.08064149436599,0.1820271,99.75545570665692,0.1725535,104.345300385961,0.1678714,100.17075862069001,0.143922,103.476722246412,0.14913379999999998,101.382302194241,0.1372335,103.045291089388
2019-03-21,,,,,,,,,,,,,,,,
2019-03-22,,,,,,,,,,,,,,,,
2019-03-23,,,,,,,,,,,,,,,,
2019-03-24,,,,,,,,,,,,,,,,
2019-03-25,,,,,,,,,,,,,,,,
2019-03-26,,,,,,,,,,,,,,,,
2019-03-27,,,,,,,,,,,,,,,,
2019-03-28,,,,,,,,,,,,,,,,
2019-03-29,,,,,,,,,,,,,,,,
2019-03-30,,,,,,,,,,,,,,,,
2019-03-31,0.10540319999999999,101.293518977804,0.1082111,100.902445915428,0.1791874,99.5173231321022,0.1700605,104.118899481914,0.1689714,100.762536105539,0.1429641,103.34780650334,0.14737650000000002,101.149002943612,0.136454,103.098244519792
2019-04-01,,,,,,,,,,,,,,,,
2019-04-02,,,,,,,,,,,,,,,,
2019-04-03,,,,,,,,,,,,,,,,
2019-04-04,,,,,,,,,,,,,,,,
2019-04-05,,,,,,,,,,,,,,,,
2019-04-06,,,,,,,,,,,,,,,,
2019-04-07,,,,,,,,,,,,,,,,
2019-04-08,,,,,,,,,,,,,,,,
2019-04-09,,,,,,,,,,,,,,,,
2019-04-10,0.1052231,101.19908282420799,0.1077333,100.611835756034,0.1771228,99.4247426751107,0.16761220000000002,103.74559725699801,0.1699,101.34976314850701,0.1419307,103.122018052869,0.1461293,101.09773365628901,0.13529839999999999,102.783897900816
2019-04-11,,,,,,,,,,,,,,,,
2019-04-12,,,,,,,,,,,,,,,,
2019-04-13,,,,,,,,,,,,,,,,
2019-04-14,,,,,,,,,,,,,,,,
2019-04-15,,,,,,,,,,,,,,,,
2019-04-16,,,,,,,,,,,,,,,,
2019-04-17,,,,,,,,,,,,,,,,
2019-04-18,,,,,,,,,,,,,,,,
2019-04-19,,,,,,,,,,,,,,,,
2019-04-20,0.1049753,101.14857830963601,0.1071585,100.253187004981,0.1742404,99.14600354862829,0.16387420000000003,102.930479615718,0.17001429999999998,102.162547694039,0.1400172,102.956312547071,0.144515,101.084456436219,0.13253370000000003,101.631482682687
2019-04-21,,,,,,,,,,,,,,,,
2019-04-22,,,,,,,,,,,,,,,,
2019-04-23,,,,,,,,,,,,,,,,
2019-04-24,,,,,,,,,,,,,,,,
2019-04-25,,,,,,,,,,,,,,,,
2019-04-26,,,,,,,,,,,,,,,,
2019-04-27,,,,,,,,,,,,,,,,
2019-04-28,,,,,,,,,,,,,,,,
2019-04-29,,,,,,,,,,,,,,,,
2019-04-30,0.10489680000000001,101.166409445702,0.10745539999999999,100.436688464944,0.17309170000000001,98.97494345663,0.1619948,102.25748584157301,0.16907139999999998,102.29471728931699,0.13879539999999999,102.73209830526,0.1436655,100.863402873947,0.1317471,101.186644597326
2019-05-01,,,,,,,,,,,,,,,,
2019-05-02,,,,,,,,,,,,,,,,
2019-05-03,,,,,,,,,,,,,,,,
2019-05-04,,,,,,,,,,,,,,,,
2019-05-05,,,,,,,,,,,,,,,,
2019-05-06,,,,,,,,,,,,,,,,
2019-05-07,,,,,,,,,,,,,,,,
2019-05-08,,,,,,,,,,,,,,,,
2019-05-09,,,,,,,,,,,,,,,,
2019-05-10,0.1048632,101.230944416954,0.1080297,100.75584560984699,0.1736084,99.47962012313481,0.16155379999999997,102.29819860726101,0.1681714,102.565459868001,0.13767639999999998,102.472032319058,0.14363879999999998,101.042891835847,0.1324156,101.54102039998399
2019-05-11,,,,,,,,,,,,,,,,
2019-05-12,,,,,,,,,,,,,,,,
2019-05-13,,,,,,,,,,,,,,,,
2019-05-14,,,,,,,,,,,,,,,,
2019-05-15,,,,,,,,,,,,,,,,
2019-05-16,,,,,,,,,,,,,,,,
2019-05-17,,,,,,,,,,,,,,,,
2019-05-18,,,,,,,,,,,,,,,,
2019-05-19,,,,,,,,,,,,,,,,
2019-05-20,0.10490319999999999,101.34573097287901,0.10934239999999999,101.514799187333,0.1754744,100.46105945653099,0.16369270000000002,103.674531386754,0.16714289999999998,102.737452396915,0.13764,102.736725915673,0.14477910000000002,101.740641128836,0.13541199999999998,103.18598097137699
2019-05-21,,,,,,,,,,,,,,,,
2019-05-22,,,,,,,,,,,,,,,,
2019-05-23,,,,,,,,,,,,,,,,
2019-05-24,,,,,,,,,,,,,,,,
2019-05-25,,,,,,,,,,,,,,,,
2019-05-26,,,,,,,,,,,,,,,,
2019-05-27,,,,,,,,,,,,,,,,
2019-05-28,,,,,,,,,,,,,,,,
2019-05-29,,,,,,,,,,,,,,,,
2019-05-30,,,,,,,,,,,,,,,,
2019-05-31,0.1048075,101.51351415153098,0.1099553,101.750275756693,0.1795211,102.21339571562599,0.165525,105.599091414197,0.1672714,103.773199204858,0.1370804,103.87446252798401,0.1462726,102.77252265578699,0.138817,105.064159598566
2019-06-01,,,,,,,,,,,,,,,,
2019-06-02,,,,,,,,,,,,,,,,
2019-06-03,,,,,,,,,,,,,,,,
2019-06-04,,,,,,,,,,,,,,,,
2019-06-05,,,,,,,,,,,,,,,,
2019-06-06,,,,,,,,,,,,,,,,
2019-06-07,,,,,,,,,,,,,,,,
2019-06-08,,,,,,,,,,,,,,,,
2019-06-09,,,,,,,,,,,,,,,,
2019-06-10,0.10468910000000001,101.56247845666701,0.10924539999999999,101.166899394315,0.18422579999999997,103.73144045045099,0.1669601,106.84000254099399,0.16821429999999998,104.266225547183,0.13767929999999998,105.049186016898,0.14664929999999998,102.76701096655701,0.13883689999999999,104.949152956843
2019-06-11,,,,,,,,,,,,,,,,
2019-06-12,,,,,,,,,,,,,,,,
2019-06-13,,,,,,,,,,,,,,,,
2019-06-14,,,,,,,,,,,,,,,,
2019-06-15,,,,,,,,,,,,,,,,
2019-06-16,,,,,,,,,,,,,,,,
2019-06-17,,,,,,,,,,,,,,,,
2019-06-18,,,,,,,,,,,,,,,,
2019-06-19,,,,,,,,,,,,,,,,
2019-06-20,0.10461269999999999,101.6009042132,0.10918900000000001,100.89167275628901,0.1922491,105.686638498001,0.17086300000000001,108.74240423501699,0.16745710000000003,103.340087801753,0.1401124,106.731446164487,0.1477923,102.50690445601101,0.1395631,104.923799202291
2019-06-21,,,,,,,,,,,,,,,,
2019-06-22,,,,,,,,,,,,,,,,
2019-06-23,,,,,,,,,,,,,,,,
2019-06-24,,,,,,,,,,,,,,,,
2019-06-25,,,,,,,,,,,,,,,,
2019-06-26,,,,,,,,,,,,,,,,
2019-06-27,,,,,,,,,,,,,,,,
2019-06-28,,,,,,,,,,,,,,,,
2019-06-29,,,,,,,,,,,,,,,,
2019-06-30,0.10449569999999998,101.571943536262,0.1092058,100.526926280204,0.2021551,106.873005310695,0.17578129999999997,109.986511165919,0.16757139999999998,101.92063199098301,0.1418662,107.284257189843,0.149954,101.83430497121799,0.13960799999999998,104.001645526226
2019-07-01,,,,,,,,,,,,,,,,
2019-07-02,,,,,,,,,,,,,,,,
2019-07-03,,,,,,,,,,,,,,,,
2019-07-04,,,,,,,,,,,,,,,,
2019-07-05,,,,,,,,,,,,,,,,
2019-07-06,,,,,,,,,,,,,,,,
2019-07-07,,,,,,,,,,,,,,,,
2019-07-08,,,,,,,,,,,,,,,,
2019-07-09,,,,,,,,,,,,,,,,
2019-07-10,0.10418545,101.3669059072505,0.11083775,100.14778917113502,0.23357529999999999,106.25525514723401,0.19494635,110.28785581814851,0.17312855,98.7606482756056,0.1484019,106.524967624022,0.16090745,99.0657662600213,0.1446791,102.49262284509402
2019-07-11,,,,,,,,,,,,,,,,
2019-07-12,,,,,,,,,,,,,,,,
2019-07-13,,,,,,,,,,,,,,,,
2019-07-14,,,,,,,,,,,,,,,,
2019-07-15,,,,,,,,,,,,,,,,
2019-07-16,,,,,,,,,,,,,,,,
2019-07-17,,,,,,,,,,,,,,,,
2019-07-18,,,,,,,,,,,,,,,,
2019-07-19,,,,,,,,,,,,,,,,
2019-07-20,0.10402570000000001,101.134354269686,0.1136188,100.187615882199,0.2538442,105.49303354246,0.20951979999999998,108.88702039871,0.18041429999999997,97.5033250209572,0.1544567,105.652767500217,0.1694568,97.42529072413001,0.15101610000000001,101.490631549345
2019-07-21,,,,,,,,,,,,,,,,
2019-07-22,,,,,,,,,,,,,,,,
2019-07-23,,,,,,,,,,,,,,,,
2019-07-24,,,,,,,,,,,,,,,,
2019-07-25,,,,,,,,,,,,,,,,
2019-07-26,,,,,,,,,,,,,,,,
2019-07-27,,,,,,,,,,,,,,,,
2019-07-28,,,,,,,,,,,,,,,,
2019-07-29,,,,,,,,,,,,,,,,
2019-07-30,,,,,,,,,,,,,,,,
2019-07-31,0.1044097,101.139317863396,0.11811700000000001,100.072799915712,0.2785714,104.84234467799,0.2295315,107.11373468676099,0.1915714,96.7501943443297,0.16403320000000002,104.559503937227,0.1820118,96.2096567190112,0.16107950000000001,100.510266518545
2019-08-01,,,,,,,,,,,,,,,,
2019-08-02,,,,,,,,,,,,,,,,
2019-08-03,,,,,,,,,,,,,,,,
2019-08-04,,,,,,,,,,,,,,,,
2019-08-05,,,,,,,,,,,,,,,,
2019-08-06,,,,,,,,,,,,,,,,
2019-08-07,,,,,,,,,,,,,,,,
2019-08-08,,,,,,,,,,,,,,,,
2019-08-09,,,,,,,,,,,,,,,,
2019-08-10,0.1065538,101.459148697071,0.12898189999999998,97.8517456275255,0.33262990000000003,103.455903406883,0.278332,102.345359949054,0.22195720000000002,96.3021246458924,0.1924608,100.88350793509501,0.223269,96.973398311343,0.1883381,97.6350932014152
2019-08-11,,,,,,,,,,,,,,,,
2019-08-12,,,,,,,,,,,,,,,,
2019-08-13,,,,,,,,,,,,,,,,
2019-08-14,,,,,,,,,,,,,,,,
2019-08-15,,,,,,,,,,,,,,,,
2019-08-16,,,,,,,,,,,,,,,,
2019-08-17,,,,,,,,,,,,,,,,
2019-08-18,,,,,,,,,,,,,,,,
2019-08-19,,,,,,,,,,,,,,,,
2019-08-20,0.10831510000000001,101.803152188591,0.1343386,96.90153490799959,0.35802849999999997,103.024335779317,0.30540300000000004,101.035821643999,0.2381143,96.262712996993,0.2113434,99.90867119067309,0.2506764,99.2506925317482,0.2040908,96.8501779081357
2019-08-21,,,,,,,,,,,,,,,,
2019-08-22,,,,,,,,,,,,,,,,
2019-08-23,,,,,,,,,,,,,,,,
2019-08-24,,,,,,,,,,,,,,,,
2019-08-25,,,,,,,,,,,,,,,,
2019-08-26,,,,,,,,,,,,,,,,
2019-08-27,,,,,,,,,,,,,,,,
2019-08-28,,,,,,,,,,,,,,,,
2019-08-29,,,,,,,,,,,,,,,,
2019-08-30,,,,,,,,,,,,,,,,
2019-08-31,0.11040660000000001,102.380177358062,0.138655,96.73722425622249,0.3793233,102.785865304435,0.33091279999999995,101.040397293726,0.2501572,95.4915333825812,0.2316786,100.896062354707,0.2776627,102.20280380099199,0.2197471,97.4913639251692
2019-09-01,,,,,,,,,,,,,,,,
2019-09-02,,,,,,,,,,,,,,,,
2019-09-03,,,,,,,,,,,,,,,,
2019-09-04,,,,,,,,,,,,,,,,
2019-09-05,,,,,,,,,,,,,,,,
2019-09-06,,,,,,,,,,,,,,,,
2019-09-07,,,,,,,,,,,,,,,,
2019-09-08,,,,,,,,,,,,,,,,
2019-09-09,,,,,,,,,,,,,,,,
2019-09-10,0.1119242,102.829059378558,0.14088420000000001,97.48972544845671,0.39488829999999997,102.862539294107,0.3485081,101.732584297199,0.25687139999999997,94.2066562944753,0.24803649999999997,103.29756140166599,0.29661459999999995,104.60527507071,0.23087539999999998,99.2333034794759
2019-09-11,,,,,,,,,,,,,,,,
2019-09-12,,,,,,,,,,,,,,,,
2019-09-13,,,,,,,,,,,,,,,,
2019-09-14,,,,,,,,,,,,,,,,
2019-09-15,,,,,,,,,,,,,,,,
2019-09-16,,,,,,,,,,,,,,,,
2019-09-17,,,,,,,,,,,,,,,,
2019-09-18,,,,,,,,,,,,,,,,
2019-09-19,,,,,,,,,,,,,,,,
2019-09-20,0.1124099,103.226259566438,0.1388713,100.75887388983,0.39755619999999997,102.372431946893,0.3478013,103.04134151203002,0.2491,90.0438749392633,0.24698820000000002,106.12406646417699,0.29001859999999996,103.68987688415501,0.227769,102.536568259212
2019-09-21,,,,,,,,,,,,,,,,
2019-09-22,,,,,,,,,,,,,,,,
2019-09-23,,,,,,,,,,,,,,,,
2019-09-24,,,,,,,,,,,,,,,,
2019-09-25,,,,,,,,,,,,,,,,
2019-09-26,,,,,,,,,,,,,,,,
2019-09-27,,,,,,,,,,,,,,,,
2019-09-28,,,,,,,,,,,,,,,,
2019-09-29,,,,,,,,,,,,,,,,
2019-09-30,0.11139059999999999,103.07723259193001,0.1351363,102.41822255414499,0.38852790000000004,102.572763553128,0.3322402,103.406314317807,0.2418143,89.4469701706827,0.23066810000000001,105.371082017828,0.2721263,101.994799671465,0.21464139999999998,102.923127362418
2019-10-01,,,,,,,,,,,,,,,,
2019-10-02,,,,,,,,,,,,,,,,
2019-10-03,,,,,,,,,,,,,,,,
2019-10-04,,,,,,,,,,,,,,,,
2019-10-05,,,,,,,,,,,,,,,,
2019-10-06,,,,,,,,,,,,,,,,
2019-10-07,,,,,,,,,,,,,,,,
2019-10-08,,,,,,,,,,,,,,,,
2019-10-09,,,,,,,,,,,,,,,,
2019-10-10,0.1103357,103.00187135149099,0.1294913,102.891417637304,0.3767862,103.587500652297,0.31341679999999994,103.959875745943,0.2323,89.52162535501051,0.21312779999999998,104.726023717083,0.2520194,100.583814905697,0.19862760000000002,102.606942243987
2019-10-11,,,,,,,,,,,,,,,,
2019-10-12,,,,,,,,,,,,,,,,
2019-10-13,,,,,,,,,,,,,,,,
2019-10-14,,,,,,,,,,,,,,,,
2019-10-15,,,,,,,,,,,,,,,,
2019-10-16,,,,,,,,,,,,,,,,
2019-10-17,,,,,,,,,,,,,,,,
2019-10-18,,,,,,,,,,,,,,,,
2019-10-19,,,,,,,,,,,,,,,,
2019-10-20,0.1095521,103.05744916954399,0.12409239999999999,102.644523725717,0.3641773,105.41958122054199,0.2959988,105.06295904473801,0.22195720000000002,90.1031910163583,0.19922420000000002,105.0068487985,0.23409870000000002,99.9811368762456,0.1846999,102.417615313687
2019-10-21,,,,,,,,,,,,,,,,
2019-10-22,,,,,,,,,,,,,,,,
2019-10-23,,,,,,,,,,,,,,,,
2019-10-24,,,,,,,,,,,,,,,,
2019-10-25,,,,,,,,,,,,,,,,
2019-10-26,,,,,,,,,,,,,,,,
2019-10-27,,,,,,,,,,,,,,,,
2019-10-28,,,,,,,,,,,,,,,,
2019-10-29,,,,,,,,,,,,,,,,
2019-10-30,,,,,,,,,,,,,,,,
2019-10-31,0.1084512,103.115167283487,0.11817260000000002,102.44294971680401,0.3325497,108.660432119771,0.26605700000000004,107.42323852563,0.2062286,93.1304851622114,0.1811829,106.081021243011,0.2079951,100.288431898391,0.16880979999999998,103.655197994826
2019-11-01,,,,,,,,,,,,,,,,
2019-11-02,,,,,,,,,,,,,,,,
2019-11-03,,,,,,,,,,,,,,,,
2019-11-04,,,,,,,,,,,,,,,,
2019-11-05,,,,,,,,,,,,,,,,
2019-11-06,,,,,,,,,,,,,,,,
2019-11-07,,,,,,,,,,,,,,,,
2019-11-08,,,,,,,,,,,,,,,,
2019-11-09,,,,,,,,,,,,,,,,
2019-11-10,0.10815599999999999,103.127820176422,0.11651289999999999,102.285174774314,0.31335040000000003,108.901924536309,0.25296260000000004,107.80075676221901,0.20074289999999997,94.79882797731571,0.17617950000000002,106.49885533959801,0.1987235,100.47526328333599,0.1636413,103.734597589025
2019-11-11,,,,,,,,,,,,,,,,
2019-11-12,,,,,,,,,,,,,,,,
2019-11-13,,,,,,,,,,,,,,,,
2019-11-14,,,,,,,,,,,,,,,,
2019-11-15,,,,,,,,,,,,,,,,
2019-11-16,,,,,,,,,,,,,,,,
2019-11-17,,,,,,,,,,,,,,,,
2019-11-18,,,,,,,,,,,,,,,,
2019-11-19,,,,,,,,,,,,,,,,
2019-11-20,0.1082829,103.35647732474399,0.11542839999999999,102.213777954901,0.29498470000000004,108.603134897687,0.2406216,107.46858552491699,0.19582860000000002,96.0107450785572,0.1715953,106.423791792996,0.19118870000000002,100.735924606571,0.1590626,103.443641827999
2019-11-21,,,,,,,,,,,,,,,,
2019-11-22,,,,,,,,,,,,,,,,
2019-11-23,,,,,,,,,,,,,,,,
2019-11-24,,,,,,,,,,,,,,,,
2019-11-25,,,,,,,,,,,,,,,,
2019-11-26,,,,,,,,,,,,,,,,
2019-11-27,,,,,,,,,,,,,,,,
2019-11-28,,,,,,,,,,,,,,,,
2019-11-29,,,,,,,,,,,,,,,,
2019-11-30,0.1081674,103.40367583653601,0.11385439999999998,101.755854608233,0.2657496,107.06831492739401,0.2199493,105.173686056025,0.1887714,97.4975091874234,0.1649477,105.418040091162,0.1810928,101.107137966323,0.15262920000000002,102.46492245190599
2019-12-01,,,,,,,,,,,,,,,,
2019-12-02,,,,,,,,,,,,,,,,
2019-12-03,,,,,,,,,,,,,,,,
2019-12-04,,,,,,,,,,,,,,,,
2019-12-05,,,,,,,,,,,,,,,,
2019-12-06,,,,,,,,,,,,,,,,
2019-12-07,,,,,,,,,,,,,,,,
2019-12-08,,,,,,,,,,,,,,,,
2019-12-09,,,,,,,,,,,,,,,,
2019-12-10,0.10797089999999998,103.284124855588,0.1132316,101.33390943421101,0.25545100000000004,106.257205255062,0.2127169,103.978309628041,0.1857,97.71973466003321,0.1626861,104.882043139073,0.17744920000000003,100.964907413367,0.1504819,101.91567940177
2019-12-11,,,,,,,,,,,,,,,,
2019-12-12,,,,,,,,,,,,,,,,
2019-12-13,,,,,,,,,,,,,,,,
2019-12-14,,,,,,,,,,,,,,,,
2019-12-15,,,,,,,,,,,,,,,,
2019-12-16,,,,,,,,,,,,,,,,
2019-12-17,,,,,,,,,,,,,,,,
2019-12-18,,,,,,,,,,,,,,,,
2019-12-19,,,,,,,,,,,,,,,,
2019-12-20,0.1079419,103.28805733941999,0.11242390000000001,100.925281542587,0.2461362,105.31391517167201,0.2066953,103.14250883176399,0.1825714,97.813025452178,0.1599823,104.362885429713,0.1732816,100.493824048853,0.1479296,101.29638964874
2019-12-21,,,,,,,,,,,,,,,,
2019-12-22,,,,,,,,,,,,,,,,
2019-12-23,,,,,,,,,,,,,,,,
2019-12-24,,,,,,,,,,,,,,,,
2019-12-25,,,,,,,,,,,,,,,,
2019-12-26,,,,,,,,,,,,,,,,
2019-12-27,,,,,,,,,,,,,,,,
2019-12-28,,,,,,,,,,,,,,,,
2019-12-29,,,,,,,,,,,,,,,,
2019-12-30,,,,,,,,,,,,,,,,
2019-12-31,0.1077562,103.143480509427,0.1119461,100.535498669944,0.2389113,104.643277810698,0.2022859,102.69935698386499,0.18011429999999998,98.00438671209541,0.1584813,104.000824099626,0.17049289999999998,100.316245203546,0.1462175,100.82316156729601
2020-01-01,,,,,,,,,,,,,,,,
2020-01-02,,,,,,,,,,,,,,,,
2020-01-03,,,,,,,,,,,,,,,,
2020-01-04,,,,,,,,,,,,,,,,
2020-01-05,,,,,,,,,,,,,,,,
2020-01-06,,,,,,,,,,,,,,,,
2020-01-07,,,,,,,,,,,,,,,,
2020-01-08,,,,,,,,,,,,,,,,
2020-01-09,,,,,,,,,,,,,,,,
2020-01-10,0.1077005,103.044433522849,0.11147125,100.4571953495605,0.2307824,104.2092661915915,0.19548525,101.9474361904105,0.1772,98.31743082306616,0.15597229999999998,103.719682592676,0.16720055,100.369287784775,0.1445577,100.89350653960301
2020-01-11,,,,,,,,,,,,,,,,
2020-01-12,,,,,,,,,,,,,,,,
2020-01-13,,,,,,,,,,,,,,,,
2020-01-14,,,,,,,,,,,,,,,,
2020-01-15,,,,,,,,,,,,,,,,
2020-01-16,,,,,,,,,,,,,,,,
2020-01-17,,,,,,,,,,,,,,,,
2020-01-18,,,,,,,,,,,,,,,,
2020-01-19,,,,,,,,,,,,,,,,
2020-01-20,0.10764480000000001,102.945386536271,0.1109964,100.378892029177,0.22265349999999998,103.77525457248501,0.1886846,101.19551539695601,0.17428570000000002,98.6304749340369,0.15346329999999997,103.43854108572599,0.1639082,100.422330366004,0.1428979,100.96385151191
2020-01-21,,,,,,,,,,,,,,,,
2020-01-22,,,,,,,,,,,,,,,,
2020-01-23,,,,,,,,,,,,,,,,
2020-01-24,,,,,,,,,,,,,,,,
2020-01-25,,,,,,,,,,,,,,,,
2020-01-26,,,,,,,,,,,,,,,,
2020-01-27,,,,,,,,,,,,,,,,
2020-01-28,,,,,,,,,,,,,,,,
2020-01-29,,,,,,,,,,,,,,,,
2020-01-30,,,,,,,,,,,,,,,,
2020-01-31,0.10742629999999999,102.629389867856,0.10965699999999999,99.83017421524349,0.2087205,101.56349060229401,0.1793489,99.80430690178271,0.1710857,98.85029359676041,0.1492116,101.963763001286,0.15669249999999998,98.7143269917305,0.13946570000000003,100.434251364324
2020-02-01,,,,,,,,,,,,,,,,
2020-02-02,,,,,,,,,,,,,,,,
2020-02-03,,,,,,,,,,,,,,,,
2020-02-04,,,,,,,,,,,,,,,,
2020-02-05,,,,,,,,,,,,,,,,
2020-02-06,,,,,,,,,,,,,,,,
2020-02-07,,,,,,,,,,,,,,,,
2020-02-08,,,,,,,,,,,,,,,,
2020-02-09,,,,,,,,,,,,,,,,
2020-02-10,0.1072403,102.429137138439,0.10923110000000001,99.73242856776,0.202705,100.76844889441999,0.1758872,99.4236709528224,0.16948570000000002,98.98206436372931,0.1476078,101.603116665698,0.1536132,98.33180001690269,0.1373819,99.7459267366198
2020-02-11,,,,,,,,,,,,,,,,
2020-02-12,,,,,,,,,,,,,,,,
2020-02-13,,,,,,,,,,,,,,,,
2020-02-14,,,,,,,,,,,,,,,,
2020-02-15,,,,,,,,,,,,,,,,
2020-02-16,,,,,,,,,,,,,,,,
2020-02-17,,,,,,,,,,,,,,,,
2020-02-18,,,,,,,,,,,,,,,,
2020-02-19,,,,,,,,,,,,,,,,
2020-02-20,0.1069512,102.221900915529,0.1085625,99.7000745097916,0.1977786,100.523636251516,0.1726481,99.2713647042143,0.1688429,99.4288505224898,0.1460303,101.623706182847,0.1511306,98.3611736404774,0.1357932,99.55893456252208
2020-02-21,,,,,,,,,,,,,,,,
2020-02-22,,,,,,,,,,,,,,,,
2020-02-23,,,,,,,,,,,,,,,,
2020-02-24,,,,,,,,,,,,,,,,
2020-02-25,,,,,,,,,,,,,,,,
2020-02-26,,,,,,,,,,,,,,,,
2020-02-27,,,,,,,,,,,,,,,,
2020-02-28,,,,,,,,,,,,,,,,
2020-02-29,0.1067058,102.06220549109501,0.1081495,99.7591013515303,0.1938947,100.586706676768,0.1700304,99.33975280460591,0.16861429999999997,99.856437212863,0.14521199999999998,101.96521695527201,0.14960009999999999,98.7078964794037,0.1346417,99.5075864135455
2020-03-01,,,,,,,,,,,,,,,,
2020-03-02,,,,,,,,,,,,,,,,
2020-03-03,,,,,,,,,,,,,,,,
2020-03-04,,,,,,,,,,,,,,,,
2020-03-05,,,,,,,,,,,,,,,,
2020-03-06,,,,,,,,,,,,,,,,
2020-03-07,,,,,,,,,,,,,,,,
2020-03-08,,,,,,,,,,,,,,,,
2020-03-09,,,,,,,,,,,,,,,,
2020-03-10,0.1062642,101.827051148049,0.1080903,100.410431384853,0.18769360000000002,100.971038755317,0.16576459999999998,99.97599811691792,0.1711571,101.588011024345,0.143226,102.44553144156201,0.14683020000000002,99.3841451068645,0.1338947,100.64515458151199
2020-03-11,,,,,,,,,,,,,,,,
2020-03-12,,,,,,,,,,,,,,,,
2020-03-13,,,,,,,,,,,,,,,,
2020-03-14,,,,,,,,,,,,,,,,
2020-03-15,,,,,,,,,,,,,,,,
2020-03-16,,,,,,,,,,,,,,,,
2020-03-17,,,,,,,,,,,,,,,,
2020-03-18,,,,,,,,,,,,,,,,
2020-03-19,,,,,,,,,,,,,,,,
2020-03-20,0.1060948,101.73323757099101,0.1077491,100.459793245879,0.1857137,101.340436353349,0.1632519,99.9841995896582,0.17292860000000002,102.495908045977,0.1418399,102.365714297911,0.1460013,99.78749477519199,0.1329298,100.67671912303899
2020-03-21,,,,,,,,,,,,,,,,
2020-03-22,,,,,,,,,,,,,,,,
2020-03-23,,,,,,,,,,,,,,,,
2020-03-24,,,,,,,,,,,,,,,,
2020-03-25,,,,,,,,,,,,,,,,
2020-03-26,,,,,,,,,,,,,,,,
2020-03-27,,,,,,,,,,,,,,,,
2020-03-28,,,,,,,,,,,,,,,,
2020-03-29,,,,,,,,,,,,,,,,
2020-03-30,,,,,,,,,,,,,,,,
2020-03-31,0.1057762,101.536644489883,0.10729870000000001,100.320543686992,0.1845106,101.82875305581,0.1613651,100.00477868988199,0.1742143,103.17512469266899,0.1409941,102.292712945462,0.1456688,100.273862527571,0.13195220000000002,100.609010300203
2020-04-01,,,,,,,,,,,,,,,,
2020-04-02,,,,,,,,,,,,,,,,
2020-04-03,,,,,,,,,,,,,,,,
2020-04-04,,,,,,,,,,,,,,,,
2020-04-05,,,,,,,,,,,,,,,,
2020-04-06,,,,,,,,,,,,,,,,
2020-04-07,,,,,,,,,,,,,,,,
2020-04-08,,,,,,,,,,,,,,,,
2020-04-09,,,,,,,,,,,,,,,,
2020-04-10,0.1055762,101.42928951474,0.1068017,100.017604948777,0.1836928,102.300810420733,0.1606153,100.409857948965,0.1747714,103.594943849742,0.1406501,102.43396733290301,0.1449934,100.51221728693399,0.13074760000000002,100.25959675969999
2020-04-11,,,,,,,,,,,,,,,,
2020-04-12,,,,,,,,,,,,,,,,
2020-04-13,,,,,,,,,,,,,,,,
2020-04-14,,,,,,,,,,,,,,,,
2020-04-15,,,,,,,,,,,,,,,,
2020-04-16,,,,,,,,,,,,,,,,
2020-04-17,,,,,,,,,,,,,,,,
2020-04-18,,,,,,,,,,,,,,,,
2020-04-19,,,,,,,,,,,,,,,,
2020-04-20,0.10524489999999999,101.32453961903299,0.1065386,99.8577457744754,0.18159260000000002,102.396716833524,0.1600161,101.073705477438,0.1709571,102.60033219243799,0.1401486,103.02750852021799,0.142748,100.166191857534,0.12975150000000002,100.082403739348
2020-04-21,,,,,,,,,,,,,,,,
2020-04-22,,,,,,,,,,,,,,,,
2020-04-23,,,,,,,,,,,,,,,,
2020-04-24,,,,,,,,,,,,,,,,
2020-04-25,,,,,,,,,,,,,,,,
2020-04-26,,,,,,,,,,,,,,,,
2020-04-27,,,,,,,,,,,,,,,,
2020-04-28,,,,,,,,,,,,,,,,
2020-04-29,,,,,,,,,,,,,,,,
2020-04-30,0.1049869,101.22525568068599,0.1066675,99.93410762718571,0.17962260000000002,101.872386338731,0.1581908,100.422594249226,0.16801429999999998,101.80110769150299,0.1383553,102.492620031615,0.1405464,99.2389367718066,0.1298311,100.119922701635
2020-05-01,,,,,,,,,,,,,,,,
2020-05-02,,,,,,,,,,,,,,,,
2020-05-03,,,,,,,,,,,,,,,,
2020-05-04,,,,,,,,,,,,,,,,
