AdminStrata,Abyan,Abyan,Abyan,Abyan,Aden,Aden,Aden,Aden,Al Bayda,Al Bayda,Al Bayda,Al Bayda,Al Dhale'e,Al Dhale'e,Al Dhale'e,Al Dhale'e,Al Hudaydah,Al Hudaydah,Al Hudaydah,Al Hudaydah,Al Hudaydah,Al Hudaydah,Al Jawf,Al Jawf,Al Jawf,Al Jawf,Al Maharah,Al Maharah,Al Maharah,Al Maharah,Al Mahwit,Al Mahwit,Al Mahwit,Al Mahwit,Amanat Al Asimah,Amanat Al Asimah,Amanat Al Asimah,Amanat Al Asimah,Amanat Al Asimah,Amanat Al Asimah,Amran,Amran,Amran,Amran,Dhamar,Dhamar,Dhamar,Dhamar,Dhamar,Dhamar,Hadramaut,Hadramaut,Hadramaut,Hadramaut,Hadramaut,Hadramaut,Hajjah,Hajjah,Hajjah,Hajjah,Hajjah,Hajjah,Ibb,Ibb,Ibb,Ibb,Lahj,Lahj,Lahj,Lahj,Marib,Marib,Marib,Marib,Raymah,Raymah,Raymah,Raymah,Sa'ada,Sa'ada,Sa'ada,Sa'ada,Sana'a,Sana'a,Sana'a,Sana'a,Shabwah,Shabwah,Shabwah,Shabwah,Socotra,Socotra,Socotra,Socotra,Taizz,Taizz,Taizz,Taizz
2018-11-30,1.5994,3.8985,1.0196,1.1496,1.4994,4.1984,1.0896,1.2195,1.4994,4.0985,1.0296,1.1296,1.4994,3.8985,0.9996,1.1996,1.7314,1.8993,2.8864,1.8993,1.1496,1.2695,0.9996,3.1988,1.1996,1.5994,1.9993,4.0985,0.8797,1.1996,1.3995,3.6986,1.0396,1.1996,1.3915,1.7993,3.9985,1.4515,1.0496,1.3395,1.5994,3.7486,0.9996,1.2795,1.9513,1.3995,3.7986,1.1196,1.1196,1.1996,1.7314,1.6244,3.8985,1.7314,1.1045500000000001,1.41445,1.5154,1.5914,3.8985,1.5514,1.1356,1.2455500000000002,1.1996,4.0985,1.0196,1.2795,1.1996,3.7986,0.9596,1.1996,1.3995,4.0985,1.0596,1.1996,1.6994,4.1984,1.0296,1.3195,1.5994,3.9985,1.1996,1.3495,1.1996,3.6486,1.0596,1.1596,1.6994,3.7136,1.1396,1.4095,2.9989,3.7486,1.1596,1.1996,2.0992,3.9985,1.0396,1.2695
2018-12-31,1.2995,3.2488,0.9297,1.0696,1.1496,3.0988,0.9996,1.0596,1.5994,3.2238,0.9996,1.0796,1.4994,3.1988,0.9996,1.1996,1.5314,1.5994,2.799,1.6474,1.0096,1.0896,1.0496,3.1988,1.1996,1.5994,1.8493,3.3987,0.9596,0.9996,1.1996,3.3487,0.9097,1.0096,1.2915,1.3995,3.1988,1.3715,0.9297,0.9996,1.5494,3.3987,0.8597,1.0496,,1.1996,3.1488,0.9956,0.9097,0.9796,1.7314,1.69935,3.32375,1.7314,0.93965,0.9996,1.3675,1.2415500000000002,3.5987,1.3315,0.9956,1.0756000000000001,0.9996,3.9985,1.1296,1.2495,1.0996,3.3987,1.0396,1.1996,1.2995,3.7986,1.0596,1.1996,1.5494,3.1988,0.8797,0.9996,1.5994,3.9985,0.9996,1.1996,1.1996,3.3238,0.9996,1.1496,1.5494,3.6486,0.9496,1.1196,2.699,3.9985,1.1996,1.1996,1.5994,3.2488,0.8197,0.9496
2019-01-31,1.2995,3.2888,0.8997,1.0396,1.5994,3.2988,0.9996,1.1196,1.6994,3.2488,0.9996,1.0796,1.5994,3.5237,0.8997,1.0796,1.3715,1.5994,2.699,1.5074,1.0396,1.0396,1.0496,3.1988,1.1996,1.5994,1.7993,3.3987,1.1196,0.8497,1.2495,3.3987,0.8797,0.9996,1.4155,1.3995,3.2988,1.4914,0.9996,1.0296,1.6994,3.3987,0.8497,1.0296,2.3991,1.1996,3.1988,1.1116,0.9796,0.9796,1.7314,1.5994000000000002,3.28625,1.7314,1.0546,1.0246,1.3995,1.32555,3.5987,1.3515,0.9956,1.0956,1.1496,3.7486,1.1096,1.1796,0.9996,3.3987,1.1596,1.0496,1.1996,3.1988,1.1696,1.1996,1.3995,3.3987,0.9696,1.0896,2.4991,3.5987,0.9996,1.1996,1.3495,3.3987,0.9996,1.1996,1.6994,3.5987,0.9996,1.1996,4.5983,3.6986,1.1996,1.1996,1.9993,3.3987,0.8797,1.0396
2019-02-28,1.2495,3.1988,0.9396,1.0896,1.3495,3.3987,0.9996,1.1996,1.5994,3.4987,0.9996,1.1496,1.5994,3.7986,1.2695,1.1996,1.3115,1.5994,2.5989999999999998,1.4475,1.0396,0.9996,1.0996,3.1988,1.1996,1.5994,1.8493,3.3987,1.1196,0.7997,1.5494,3.6486,0.8997,0.9996,1.5714,1.3995,3.3487,1.5634,1.0096,1.0696,1.7493,3.4987,1.0596,1.2195,1.9513,1.3495,3.1988,1.1396,0.9996,0.9996,1.7314,1.5244499999999999,3.3112500000000002,1.8313,1.0796000000000001,1.1396,1.5834,1.2325,3.5987,1.4834,1.0076,1.1256,1.0996,4.0485,1.1996,1.3795,1.0996,3.6486,1.1996,1.0796,1.5994,3.2988,1.1996,1.1996,1.5494,3.5987,0.9996,1.1196,1.7493,3.1988,0.9996,1.1496,1.3495,3.5987,0.9996,1.0496,1.3995,3.5987,0.9996,1.1996,3.4987,3.5987,1.2395,1.1996,1.7993,3.6986,0.9396,1.1196
2019-03-31,1.1496,3.2988,0.9996,1.1096,1.3995,3.5487,1.0396,1.1596,1.5494,3.6486,0.9996,1.0896,1.5994,3.7986,1.2795,1.1996,1.3115,1.1996,2.5989999999999998,1.4355,1.0296,1.0396,1.0496,3.1988,1.1996,1.5994,1.4495,3.4487,1.1196,0.8197,1.5994,3.6486,0.8797,1.0096,1.5274,1.5994,3.1988,1.5594,0.9996,1.1196,1.6494,3.4487,0.9097,1.1296,2.0952,1.3495,3.1988,1.2395,0.9796,1.0796,1.7314,1.2745000000000002,3.29875,1.9313,1.09955,1.0796000000000001,1.3675,1.45045,3.5987,1.3675,1.0136,1.1396,1.1496,3.9985,1.2495,1.3495,1.0996,3.7986,1.1996,0.9996,1.6994,3.1988,1.1996,1.1996,1.6994,3.5987,0.9996,1.1196,1.5994,3.4487,0.9996,1.1496,1.1996,3.5987,0.9996,0.9996,1.5494,3.4487,0.9796,1.0996,1.9993,3.1988,1.0596,1.1796,1.3995,3.9485,0.9996,1.1196
2019-04-30,1.3995,3.5487,0.9396,0.9996,0.9996,3.5987,1.1096,1.1796,1.5994,3.4487,0.9996,1.0996,1.6994,3.8236,1.2895,1.1996,1.3995,1.2995,2.3991,1.4914,0.9996,0.9996,1.0996,3.1988,1.1996,1.5994,1.8993,3.5987,1.1196,0.8797,1.5994,3.5987,0.9197,0.9996,1.5154,1.6494,3.1988,1.7074,0.9996,1.1196,1.6994,3.1488,0.8197,1.0896,2.3591,1.5994,3.1988,1.3075,0.9996,1.0996,1.7314,1.54945,3.1738,1.9993,1.0996000000000001,1.0996000000000001,1.3995,1.5744,3.5987,1.3155,1.0296,1.1296,1.4994,3.5487,1.1996,1.1996,1.7993,3.5987,1.1596,0.9996,1.5494,3.1988,1.1996,1.1996,1.5494,3.4987,0.9996,1.1196,1.5994,3.1988,0.9996,1.1496,0.9996,3.5987,0.9996,0.9996,1.5494,2.9989,0.9596,0.9996,1.9993,3.1988,1.1596,1.1896,1.5994,3.5987,0.9996,1.1196
2019-05-31,1.7993,3.1988,0.9396,0.9996,1.8493,3.5987,1.1196,1.1996,1.7493,3.2988,0.9996,1.0996,1.8993,4.3484,1.3195,1.1996,1.5994,1.8993,2.3991,1.6154,0.9996,0.9996,1.6994,3.1988,1.1196,1.3995,1.9993,3.5987,1.1196,0.8797,1.9993,3.8486,0.9197,0.9996,1.5714,1.7993,3.1988,1.8073,0.9996,1.0296,1.6994,3.4987,0.7997,0.9996,2.3591,1.8493,3.3987,1.4675,0.9996,1.0296,1.7314,1.99925,3.0488999999999997,1.9993,0.9746,1.0896,1.6674,1.9993,3.5987,1.3995,0.98565,1.0796000000000001,1.3995,3.2988,1.1996,1.1996,1.6994,3.5987,1.1996,0.9996,2.1992,3.1988,1.1996,1.1996,1.7493,3.4987,0.9197,1.0196,1.6494,3.2988,0.9996,1.1196,1.4994,3.5987,0.9996,1.1696,2.3491,2.9989,0.9596,0.9996,1.9993,3.1988,1.5994,1.1996,1.4994,3.5987,1.1496,1.3495
2019-06-30,1.6994,3.1988,0.8897,0.9996,1.4994,3.5987,1.1196,1.1496,1.3495,3.5487,0.8997,1.0196,1.9993,4.2484,1.3195,1.1996,,1.3995,2.3991,,1.0096,0.9996,1.0996,3.1988,1.1196,1.3995,1.9493,3.5987,1.1196,0.8797,1.6994,3.5987,0.9197,0.9996,,1.5494,3.1988,,0.9996,0.9996,1.5994,3.5987,0.7997,0.9796,,1.0496,3.3987,,0.9996,0.9996,,1.72435,3.1238,,1.0046,1.11955,,1.5994,3.5987,,1.0296,1.0596,1.1996,3.1988,1.1996,1.1996,1.3495,3.5987,1.1996,0.9996,2.1992,3.1988,1.1996,1.1996,1.4495,3.6986,0.8797,0.9996,1.5994,3.5987,0.9796,1.0996,1.3995,3.5987,0.9996,1.0396,2.0492,2.9989,0.9596,0.9996,1.9993,3.1988,1.5994,1.1996,1.3995,3.5987,0.9996,1.1996
2019-07-31,1.2495,3.2488,0.7997,0.8697,1.3995,3.5987,1.1196,0.9996,1.2495,3.5987,0.9996,0.9996,1.9993,4.2234,1.3195,1.1996,1.6114,1.4994,2.3991,1.6314,1.0396,0.9996,1.0996,3.1988,1.1396,1.3995,1.9993,3.5987,1.1196,0.8797,1.5994,3.5987,0.8897,1.1496,1.6114,2.0992,3.1988,1.7993,0.9996,1.1196,1.1996,3.4987,0.7997,0.9896,2.3791,1.3995,3.3487,1.5834,0.9996,1.0496,1.7314,1.5994,3.1988,1.9993,0.9996,1.0896,1.4994,1.49945,3.5987,1.0996,0.9786,1.0655999999999999,0.7997,3.5987,1.1996,1.1996,1.0996,3.5987,1.1996,0.9996,1.3995,3.1988,1.1996,1.1996,1.5494,3.8985,0.9996,1.0896,1.4495,3.6986,0.9596,1.0896,1.1996,3.5987,0.9996,0.9996,1.1996,3.9985,0.9596,0.9996,3.4987,3.0988,1.5994,1.1996,1.0996,3.5987,0.9996,1.1996
2019-08-31,1.7993,3.2988,0.8397,0.9496,2.2991,3.5987,1.1996,0.9996,1.2995,3.5987,0.9996,0.9996,1.8993,4.3984,1.3195,1.1996,1.5394,1.3995,2.3991,1.4155,1.0396,0.9996,1.1496,3.1988,1.1996,1.3995,1.9993,3.5987,1.1196,0.8797,1.5994,3.5987,0.8797,1.1996,1.7913,1.7993,3.3987,1.8913,0.9996,1.1196,1.5994,3.5987,0.8897,1.0496,2.3991,1.5994,3.4487,1.6114,1.0596,1.0596,1.7673,1.8493,3.29875,2.0992,0.9996,1.0695999999999999,1.5154,1.5493999999999999,3.5987,1.2995,0.9376500000000001,1.0535999999999999,1.2495,3.5987,1.3995,1.3995,2.0992,3.5987,1.1996,0.9996,1.4495,3.1988,1.1996,1.1996,1.8993,3.9985,0.9796,1.0596,3.0489,3.6986,0.9996,0.9696,1.3995,3.5987,0.9996,0.9996,1.5494,3.9985,0.9596,0.9996,3.9985,2.8489,1.5994,1.1996,1.3495,3.5987,1.1496,1.2995
2019-09-30,1.5994,3.3987,0.7997,0.9996,1.9993,3.5987,1.1996,0.9996,1.6994,3.5987,0.9996,0.9996,1.9993,4.3984,1.3195,1.1996,1.7841,1.4994,2.3991,1.1368,1.0396,0.9996,0.8997,3.1988,1.1996,1.3995,2.0992,3.5987,1.1196,0.8797,1.5994,3.5487,0.8997,1.1296,,1.6994,3.5987,,0.9996,1.0296,1.7493,3.5987,0.9197,1.0796,2.0992,1.5994,3.5987,1.4095,1.1996,1.1996,2.7158,1.8493,3.2488,2.3551,0.9996,1.0996000000000001,1.6826,1.74095,3.5987,1.4163,0.998,1.1172,1.3495,3.5987,1.5994,1.5994,1.6994,3.5987,1.1996,1.1496,1.8493,3.1988,1.1996,1.1996,2.0992,3.9985,0.8997,1.0196,3.9985,3.5987,0.9996,1.1996,1.5994,3.5987,0.9996,0.9996,1.8493,3.9985,0.9596,0.9996,3.9985,2.549,1.5994,1.1996,1.5994,3.5987,1.0496,1.2495
2019-10-31,1.5994,3.3987,0.8397,0.9996,1.8993,3.5987,1.1996,1.0996,1.7993,3.5987,0.9996,1.0396,1.8993,4.2984,1.3195,1.1996,1.5514,1.4994,2.3991,1.1836,1.0396,0.9996,1.5994,3.1988,1.1996,1.3995,2.2991,3.5987,1.1196,0.8797,1.9993,3.5987,0.9396,1.1996,,1.7993,3.4487,,0.9996,0.9996,1.8993,3.5987,0.9197,1.0296,2.0992,1.5994,3.5987,1.4675,1.1996,1.1996,2.767,2.0492500000000002,3.2737499999999997,2.1312,0.9996,1.0996000000000001,1.6074,1.69935,3.5987,1.2115,1.0156,1.1396,1.1996,3.5487,1.5994,1.5994,1.6494,3.5987,1.1996,1.1996,1.6494,3.1988,1.1996,1.1996,1.9993,4.1484,0.8797,0.9996,2.7489999999999997,3.5987,0.9996,1.1996,1.7993,3.5987,0.9996,0.9996,1.4994,3.9985,0.9596,0.9996,3.9985,2.8489,1.5994,0.8997,1.6994,3.5487,0.9996,1.1996
2019-11-30,1.7993,3.1988,0.7997,0.8997,1.5994,3.5987,1.1996,1.1996,1.8993,3.4987,0.9996,0.9796,1.5994,4.3984,1.3195,1.1996,1.4994,1.4994,2.3991,1.0076,1.0396,0.9996,1.2995,3.1988,1.1996,1.3995,2.0992,3.5987,1.1196,0.8797,1.5994,3.5987,0.9596,1.1996,,1.7493,3.1488,,0.9996,1.0596,2.2991,3.5987,0.8897,0.9896,1.7873,1.5994,3.5987,1.3115,1.1996,1.1996,2.767,1.8993,3.2487500000000002,2.0672,0.9996,1.0996000000000001,1.5474,1.5954,3.5987,1.1396,1.0126,1.1225999999999998,1.1996,3.2488,1.5994,1.5994,1.3995,3.5987,1.1996,1.1996,1.4495,3.1988,1.1996,1.1996,1.9993,4.1984,0.8797,0.9996,2.0992,3.5987,0.9996,1.1996,1.3995,3.5987,0.9996,0.9996,1.3995,3.5987,0.9596,0.9996,3.9985,2.5989999999999998,1.5994,1.1996,2.1492,3.5987,0.9996,1.1996
