AdminStrata,Bamako,Gao-Menaka,Kayes,Kidal,Koulikoro,Mopti,Segou,Sikasso,Tombouctou-Taoudeni
2018-06-09,,,,,,,,,
2018-06-10,,,,,,,,,
2018-06-11,,,,,,,,,
2018-06-12,,,,,,,,,
2018-06-13,,,,,,,,,
2018-06-14,,,,,,,,,
2018-06-15,,,,,,,,,
2018-06-16,,,,,,,,,
2018-06-17,,,,,,,,,
2018-06-18,,,,,,,,,
2018-06-19,,,,,,,,,
2018-06-20,,,,,,,,,
2018-06-21,,,,,,,,,
2018-06-22,,,,,,,,,
2018-06-23,,,,,,,,,
2018-06-24,,,,,,,,,
2018-06-25,,,,,,,,,
2018-06-26,,,,,,,,,
2018-06-27,,,,,,,,,
2018-06-28,,,,,,,,,
2018-06-29,,,,,,,,,
2018-06-30,0.26894752992745796,0.3517097132740362,0.28254009222122667,0.6255799710816781,0.2586420644613744,0.24937371221681418,0.2242793164300855,0.2942120039599272,0.3102180037297467
2018-07-01,,,,,,,,,
2018-07-02,,,,,,,,,
2018-07-03,,,,,,,,,
2018-07-04,,,,,,,,,
2018-07-05,,,,,,,,,
2018-07-06,,,,,,,,,
2018-07-07,,,,,,,,,
2018-07-08,,,,,,,,,
2018-07-09,,,,,,,,,
2018-07-10,,,,,,,,,
2018-07-11,,,,,,,,,
2018-07-12,,,,,,,,,
2018-07-13,,,,,,,,,
2018-07-14,,,,,,,,,
2018-07-15,,,,,,,,,
2018-07-16,,,,,,,,,
2018-07-17,,,,,,,,,
2018-07-18,,,,,,,,,
2018-07-19,,,,,,,,,
2018-07-20,,,,,,,,,
2018-07-21,,,,,,,,,
2018-07-22,,,,,,,,,
2018-07-23,,,,,,,,,
2018-07-24,,,,,,,,,
2018-07-25,,,,,,,,,
2018-07-26,,,,,,,,,
2018-07-27,,,,,,,,,
2018-07-28,,,,,,,,,
2018-07-29,,,,,,,,,
2018-07-30,,,,,,,,,
2018-07-31,0.26434716088305865,0.3183446927298986,0.2823358160398295,0.7035039848481568,0.266775970593374,0.23501921731346467,0.1946602775080226,0.2891860451766174,0.3534023827485062
2018-08-01,,,,,,,,,
2018-08-02,,,,,,,,,
2018-08-03,,,,,,,,,
2018-08-04,,,,,,,,,
2018-08-05,,,,,,,,,
2018-08-06,,,,,,,,,
2018-08-07,,,,,,,,,
2018-08-08,,,,,,,,,
2018-08-09,,,,,,,,,
2018-08-10,,,,,,,,,
2018-08-11,,,,,,,,,
2018-08-12,,,,,,,,,
2018-08-13,,,,,,,,,
2018-08-14,,,,,,,,,
2018-08-15,,,,,,,,,
2018-08-16,,,,,,,,,
2018-08-17,,,,,,,,,
2018-08-18,,,,,,,,,
2018-08-19,,,,,,,,,
2018-08-20,,,,,,,,,
2018-08-21,,,,,,,,,
2018-08-22,,,,,,,,,
2018-08-23,,,,,,,,,
2018-08-24,,,,,,,,,
2018-08-25,,,,,,,,,
2018-08-26,,,,,,,,,
2018-08-27,,,,,,,,,
2018-08-28,,,,,,,,,
2018-08-29,,,,,,,,,
2018-08-30,,,,,,,,,
2018-08-31,0.26679847505982557,0.35305757092563617,0.2936815534132522,0.656906073861456,0.2667735777663641,0.25321825057768155,0.1915026074783482,0.24481417176055179,0.3219002471379483
2018-09-01,,,,,,,,,
2018-09-02,,,,,,,,,
2018-09-03,,,,,,,,,
2018-09-04,,,,,,,,,
2018-09-05,,,,,,,,,
2018-09-06,,,,,,,,,
2018-09-07,,,,,,,,,
2018-09-08,,,,,,,,,
2018-09-09,,,,,,,,,
2018-09-10,,,,,,,,,
2018-09-11,,,,,,,,,
2018-09-12,,,,,,,,,
2018-09-13,,,,,,,,,
2018-09-14,,,,,,,,,
2018-09-15,,,,,,,,,
2018-09-16,,,,,,,,,
2018-09-17,,,,,,,,,
2018-09-18,,,,,,,,,
2018-09-19,,,,,,,,,
2018-09-20,,,,,,,,,
2018-09-21,,,,,,,,,
2018-09-22,,,,,,,,,
2018-09-23,,,,,,,,,
2018-09-24,,,,,,,,,
2018-09-25,,,,,,,,,
2018-09-26,,,,,,,,,
2018-09-27,,,,,,,,,
2018-09-28,,,,,,,,,
2018-09-29,,,,,,,,,
2018-09-30,0.26435773409203966,0.3497860403571208,0.2926311341061433,0.6364756394975812,0.24653737004079432,0.2737065340628748,0.11856934141623174,0.23939918447147904,0.3293092866595354
2018-10-01,,,,,,,,,
2018-10-02,,,,,,,,,
2018-10-03,,,,,,,,,
2018-10-04,,,,,,,,,
2018-10-05,,,,,,,,,
2018-10-06,,,,,,,,,
2018-10-07,,,,,,,,,
2018-10-08,,,,,,,,,
2018-10-09,,,,,,,,,
2018-10-10,,,,,,,,,
2018-10-11,,,,,,,,,
2018-10-12,,,,,,,,,
2018-10-13,,,,,,,,,
2018-10-14,,,,,,,,,
2018-10-15,,,,,,,,,
2018-10-16,,,,,,,,,
2018-10-17,,,,,,,,,
2018-10-18,,,,,,,,,
2018-10-19,,,,,,,,,
2018-10-20,,,,,,,,,
2018-10-21,,,,,,,,,
2018-10-22,,,,,,,,,
2018-10-23,,,,,,,,,
2018-10-24,,,,,,,,,
2018-10-25,,,,,,,,,
2018-10-26,,,,,,,,,
2018-10-27,,,,,,,,,
2018-10-28,,,,,,,,,
2018-10-29,,,,,,,,,
2018-10-30,,,,,,,,,
2018-10-31,0.2364451493504923,0.3470717010855745,0.29855514336666344,0.6160452051337064,0.23732018696482124,0.23706114030039463,0.16066257570035752,0.24153125858112165,0.33039794862897254
2018-11-01,,,,,,,,,
2018-11-02,,,,,,,,,
2018-11-03,,,,,,,,,
2018-11-04,,,,,,,,,
2018-11-05,,,,,,,,,
2018-11-06,,,,,,,,,
2018-11-07,,,,,,,,,
2018-11-08,,,,,,,,,
2018-11-09,,,,,,,,,
2018-11-10,,,,,,,,,
2018-11-11,,,,,,,,,
2018-11-12,,,,,,,,,
2018-11-13,,,,,,,,,
2018-11-14,,,,,,,,,
2018-11-15,,,,,,,,,
2018-11-16,,,,,,,,,
2018-11-17,,,,,,,,,
2018-11-18,,,,,,,,,
2018-11-19,,,,,,,,,
2018-11-20,,,,,,,,,
2018-11-21,,,,,,,,,
2018-11-22,,,,,,,,,
2018-11-23,,,,,,,,,
2018-11-24,,,,,,,,,
2018-11-25,,,,,,,,,
2018-11-26,,,,,,,,,
2018-11-27,,,,,,,,,
2018-11-28,,,,,,,,,
2018-11-29,,,,,,,,,
2018-11-30,0.22744014934048193,0.33233363854522735,0.2784339394990344,0.6348213046424249,0.18746601552630335,0.2060332312568833,0.12049490893899706,0.19470952054079516,0.28005322094341956
2018-12-01,,,,,,,,,
2018-12-02,,,,,,,,,
2018-12-03,,,,,,,,,
2018-12-04,,,,,,,,,
2018-12-05,,,,,,,,,
2018-12-06,,,,,,,,,
2018-12-07,,,,,,,,,
2018-12-08,,,,,,,,,
2018-12-09,,,,,,,,,
2018-12-10,,,,,,,,,
2018-12-11,,,,,,,,,
2018-12-12,,,,,,,,,
2018-12-13,,,,,,,,,
2018-12-14,,,,,,,,,
2018-12-15,,,,,,,,,
2018-12-16,,,,,,,,,
2018-12-17,,,,,,,,,
2018-12-18,,,,,,,,,
2018-12-19,,,,,,,,,
2018-12-20,,,,,,,,,
2018-12-21,,,,,,,,,
2018-12-22,,,,,,,,,
2018-12-23,,,,,,,,,
2018-12-24,,,,,,,,,
2018-12-25,,,,,,,,,
2018-12-26,,,,,,,,,
2018-12-27,,,,,,,,,
2018-12-28,,,,,,,,,
2018-12-29,,,,,,,,,
2018-12-30,,,,,,,,,
2018-12-31,0.2039857131832772,0.3173011220688212,0.2707081740233689,0.662936548507632,0.18273054851442325,0.20388516734793252,0.131592403724107,0.20376998781780167,0.258046572167266
2019-01-01,,,,,,,,,
2019-01-02,,,,,,,,,
2019-01-03,,,,,,,,,
2019-01-04,,,,,,,,,
2019-01-05,,,,,,,,,
2019-01-06,,,,,,,,,
2019-01-07,,,,,,,,,
2019-01-08,,,,,,,,,
2019-01-09,,,,,,,,,
2019-01-10,,,,,,,,,
2019-01-11,,,,,,,,,
2019-01-12,,,,,,,,,
2019-01-13,,,,,,,,,
2019-01-14,,,,,,,,,
2019-01-15,,,,,,,,,
2019-01-16,,,,,,,,,
2019-01-17,,,,,,,,,
2019-01-18,,,,,,,,,
2019-01-19,,,,,,,,,
2019-01-20,,,,,,,,,
2019-01-21,,,,,,,,,
2019-01-22,,,,,,,,,
2019-01-23,,,,,,,,,
2019-01-24,,,,,,,,,
2019-01-25,,,,,,,,,
2019-01-26,,,,,,,,,
2019-01-27,,,,,,,,,
2019-01-28,,,,,,,,,
2019-01-29,,,,,,,,,
2019-01-30,,,,,,,,,
2019-01-31,0.22695654525299394,0.3319187045028872,0.2783318014083358,0.6348213046424249,0.19221661054063163,0.2061660328286826,0.12027408002163445,0.1946073824500965,0.27949130347358087
2019-02-01,,,,,,,,,
2019-02-02,,,,,,,,,
2019-02-03,,,,,,,,,
2019-02-04,,,,,,,,,
2019-02-05,,,,,,,,,
2019-02-06,,,,,,,,,
2019-02-07,,,,,,,,,
2019-02-08,,,,,,,,,
2019-02-09,,,,,,,,,
2019-02-10,,,,,,,,,
2019-02-11,,,,,,,,,
2019-02-12,,,,,,,,,
2019-02-13,,,,,,,,,
2019-02-14,,,,,,,,,
2019-02-15,,,,,,,,,
2019-02-16,,,,,,,,,
2019-02-17,,,,,,,,,
2019-02-18,,,,,,,,,
2019-02-19,,,,,,,,,
2019-02-20,,,,,,,,,
2019-02-21,,,,,,,,,
2019-02-22,,,,,,,,,
2019-02-23,,,,,,,,,
2019-02-24,,,,,,,,,
2019-02-25,,,,,,,,,
2019-02-26,,,,,,,,,
2019-02-27,,,,,,,,,
2019-02-28,0.21282703909081604,0.2941592427024714,0.22052164207291433,0.8254997262569561,0.14907280513573656,0.1679515434476948,0.11240785913732351,0.146998362479352,0.2328597719572907
2019-03-01,,,,,,,,,
2019-03-02,,,,,,,,,
2019-03-03,,,,,,,,,
2019-03-04,,,,,,,,,
2019-03-05,,,,,,,,,
2019-03-06,,,,,,,,,
2019-03-07,,,,,,,,,
2019-03-08,,,,,,,,,
2019-03-09,,,,,,,,,
2019-03-10,,,,,,,,,
2019-03-11,,,,,,,,,
2019-03-12,,,,,,,,,
2019-03-13,,,,,,,,,
2019-03-14,,,,,,,,,
2019-03-15,,,,,,,,,
2019-03-16,,,,,,,,,
2019-03-17,,,,,,,,,
2019-03-18,,,,,,,,,
2019-03-19,,,,,,,,,
2019-03-20,,,,,,,,,
2019-03-21,,,,,,,,,
2019-03-22,,,,,,,,,
2019-03-23,,,,,,,,,
2019-03-24,,,,,,,,,
2019-03-25,,,,,,,,,
2019-03-26,,,,,,,,,
2019-03-27,,,,,,,,,
2019-03-28,,,,,,,,,
2019-03-29,,,,,,,,,
2019-03-30,,,,,,,,,
2019-03-31,0.21636524621033007,0.30389393023721933,0.21970453734732534,0.6478603618921921,0.16767871385986485,0.15728655119485488,0.10195994786605853,0.1697361338039529,0.2265998456232108
2019-04-01,,,,,,,,,
2019-04-02,,,,,,,,,
2019-04-03,,,,,,,,,
2019-04-04,,,,,,,,,
2019-04-05,,,,,,,,,
2019-04-06,,,,,,,,,
2019-04-07,,,,,,,,,
2019-04-08,,,,,,,,,
2019-04-09,,,,,,,,,
2019-04-10,,,,,,,,,
2019-04-11,,,,,,,,,
2019-04-12,,,,,,,,,
2019-04-13,,,,,,,,,
2019-04-14,,,,,,,,,
2019-04-15,,,,,,,,,
2019-04-16,,,,,,,,,
2019-04-17,,,,,,,,,
2019-04-18,,,,,,,,,
2019-04-19,,,,,,,,,
2019-04-20,,,,,,,,,
2019-04-21,,,,,,,,,
2019-04-22,,,,,,,,,
2019-04-23,,,,,,,,,
2019-04-24,,,,,,,,,
2019-04-25,,,,,,,,,
2019-04-26,,,,,,,,,
2019-04-27,,,,,,,,,
2019-04-28,,,,,,,,,
2019-04-29,,,,,,,,,
2019-04-30,0.21111243011725792,0.2956895987539522,0.22991834641718775,0.6723735036598619,0.18350639505151747,0.18059858867665088,0.09775769499160084,0.17635101261836908,0.21950924488214293
2019-05-01,,,,,,,,,
2019-05-02,,,,,,,,,
2019-05-03,,,,,,,,,
2019-05-04,,,,,,,,,
2019-05-05,,,,,,,,,
2019-05-06,,,,,,,,,
2019-05-07,,,,,,,,,
2019-05-08,,,,,,,,,
2019-05-09,,,,,,,,,
2019-05-10,,,,,,,,,
2019-05-11,,,,,,,,,
2019-05-12,,,,,,,,,
2019-05-13,,,,,,,,,
2019-05-14,,,,,,,,,
2019-05-15,,,,,,,,,
2019-05-16,,,,,,,,,
2019-05-17,,,,,,,,,
2019-05-18,,,,,,,,,
2019-05-19,,,,,,,,,
2019-05-20,,,,,,,,,
2019-05-21,,,,,,,,,
2019-05-22,,,,,,,,,
2019-05-23,,,,,,,,,
2019-05-24,,,,,,,,,
2019-05-25,,,,,,,,,
2019-05-26,,,,,,,,,
2019-05-27,,,,,,,,,
2019-05-28,,,,,,,,,
2019-05-29,,,,,,,,,
2019-05-30,,,,,,,,,
2019-05-31,0.19514474316110453,0.317026877225122,0.24360485057080342,0.586057002629772,0.16990769531613714,0.20791475226155678,0.10332178907537351,0.16941444821917342,0.24672417801870758
2019-06-01,,,,,,,,,
2019-06-02,,,,,,,,,
2019-06-03,,,,,,,,,
2019-06-04,,,,,,,,,
2019-06-05,,,,,,,,,
2019-06-06,,,,,,,,,
2019-06-07,,,,,,,,,
2019-06-08,,,,,,,,,
2019-06-09,,,,,,,,,
2019-06-10,,,,,,,,,
2019-06-11,,,,,,,,,
2019-06-12,,,,,,,,,
2019-06-13,,,,,,,,,
2019-06-14,,,,,,,,,
2019-06-15,,,,,,,,,
2019-06-16,,,,,,,,,
2019-06-17,,,,,,,,,
2019-06-18,,,,,,,,,
2019-06-19,,,,,,,,,
2019-06-20,,,,,,,,,
2019-06-21,,,,,,,,,
2019-06-22,,,,,,,,,
2019-06-23,,,,,,,,,
2019-06-24,,,,,,,,,
2019-06-25,,,,,,,,,
2019-06-26,,,,,,,,,
2019-06-27,,,,,,,,,
2019-06-28,,,,,,,,,
2019-06-29,,,,,,,,,
2019-06-30,0.19555981624361513,0.2970896208051801,0.26117260217096694,0.5455175044440926,0.15146347661914386,0.1924858924430822,0.10332178907537351,0.1661721067816309,0.2734601255644671
2019-07-01,,,,,,,,,
2019-07-02,,,,,,,,,
2019-07-03,,,,,,,,,
2019-07-04,,,,,,,,,
2019-07-05,,,,,,,,,
2019-07-06,,,,,,,,,
2019-07-07,,,,,,,,,
2019-07-08,,,,,,,,,
2019-07-09,,,,,,,,,
2019-07-10,,,,,,,,,
2019-07-11,,,,,,,,,
2019-07-12,,,,,,,,,
2019-07-13,,,,,,,,,
2019-07-14,,,,,,,,,
2019-07-15,,,,,,,,,
2019-07-16,,,,,,,,,
2019-07-17,,,,,,,,,
2019-07-18,,,,,,,,,
2019-07-19,,,,,,,,,
2019-07-20,,,,,,,,,
2019-07-21,,,,,,,,,
2019-07-22,,,,,,,,,
2019-07-23,,,,,,,,,
2019-07-24,,,,,,,,,
2019-07-25,,,,,,,,,
2019-07-26,,,,,,,,,
2019-07-27,,,,,,,,,
2019-07-28,,,,,,,,,
2019-07-29,,,,,,,,,
2019-07-30,,,,,,,,,
2019-07-31,0.1971188935065525,0.3057084806256646,0.24483050765918693,0.6620868664278452,0.15423553874046994,0.17606371151498315,0.09746587187531905,0.1517502708109222,0.27352191147467564
2019-08-01,,,,,,,,,
2019-08-02,,,,,,,,,
2019-08-03,,,,,,,,,
2019-08-04,,,,,,,,,
2019-08-05,,,,,,,,,
2019-08-06,,,,,,,,,
2019-08-07,,,,,,,,,
2019-08-08,,,,,,,,,
2019-08-09,,,,,,,,,
2019-08-10,,,,,,,,,
2019-08-11,,,,,,,,,
2019-08-12,,,,,,,,,
2019-08-13,,,,,,,,,
2019-08-14,,,,,,,,,
2019-08-15,,,,,,,,,
2019-08-16,,,,,,,,,
2019-08-17,,,,,,,,,
2019-08-18,,,,,,,,,
2019-08-19,,,,,,,,,
2019-08-20,,,,,,,,,
2019-08-21,,,,,,,,,
2019-08-22,,,,,,,,,
2019-08-23,,,,,,,,,
2019-08-24,,,,,,,,,
2019-08-25,,,,,,,,,
2019-08-26,,,,,,,,,
2019-08-27,,,,,,,,,
2019-08-28,,,,,,,,,
2019-08-29,,,,,,,,,
2019-08-30,,,,,,,,,
2019-08-31,0.1951369690558118,0.27082047333343184,0.251097660609233,0.56188007563082,0.1475440060460275,0.17741018669756956,0.10332178907537351,0.15985926340730736,0.26375171409057485
2019-09-01,,,,,,,,,
2019-09-02,,,,,,,,,
2019-09-03,,,,,,,,,
2019-09-04,,,,,,,,,
2019-09-05,,,,,,,,,
2019-09-06,,,,,,,,,
2019-09-07,,,,,,,,,
2019-09-08,,,,,,,,,
2019-09-09,,,,,,,,,
2019-09-10,,,,,,,,,
2019-09-11,,,,,,,,,
2019-09-12,,,,,,,,,
2019-09-13,,,,,,,,,
2019-09-14,,,,,,,,,
2019-09-15,,,,,,,,,
2019-09-16,,,,,,,,,
2019-09-17,,,,,,,,,
2019-09-18,,,,,,,,,
2019-09-19,,,,,,,,,
2019-09-20,,,,,,,,,
2019-09-21,,,,,,,,,
2019-09-22,,,,,,,,,
2019-09-23,,,,,,,,,
2019-09-24,,,,,,,,,
2019-09-25,,,,,,,,,
2019-09-26,,,,,,,,,
2019-09-27,,,,,,,,,
2019-09-28,,,,,,,,,
2019-09-29,,,,,,,,,
2019-09-30,0.17882432766308215,0.305669356307368,0.24742068934408254,0.642415837504666,0.16622442862920256,0.17935476815689036,0.09746587187531905,0.16336543945954465,0.2598996489556554
2019-10-01,,,,,,,,,
2019-10-02,,,,,,,,,
2019-10-03,,,,,,,,,
2019-10-04,,,,,,,,,
2019-10-05,,,,,,,,,
2019-10-06,,,,,,,,,
2019-10-07,,,,,,,,,
2019-10-08,,,,,,,,,
2019-10-09,,,,,,,,,
2019-10-10,,,,,,,,,
2019-10-11,,,,,,,,,
2019-10-12,,,,,,,,,
2019-10-13,,,,,,,,,
2019-10-14,,,,,,,,,
2019-10-15,,,,,,,,,
2019-10-16,,,,,,,,,
2019-10-17,,,,,,,,,
2019-10-18,,,,,,,,,
2019-10-19,,,,,,,,,
2019-10-20,,,,,,,,,
2019-10-21,,,,,,,,,
2019-10-22,,,,,,,,,
2019-10-23,,,,,,,,,
2019-10-24,,,,,,,,,
2019-10-25,,,,,,,,,
2019-10-26,,,,,,,,,
2019-10-27,,,,,,,,,
2019-10-28,,,,,,,,,
2019-10-29,,,,,,,,,
2019-10-30,,,,,,,,,
2019-10-31,0.15469114860818928,0.294277496725337,0.24325345524357864,0.7315152949012451,0.15985161619793134,0.18874761804900583,0.07046116512292566,0.162671351038658,0.23669468065335839
2019-11-01,,,,,,,,,
2019-11-02,,,,,,,,,
2019-11-03,,,,,,,,,
2019-11-04,,,,,,,,,
2019-11-05,,,,,,,,,
2019-11-06,,,,,,,,,
2019-11-07,,,,,,,,,
2019-11-08,,,,,,,,,
2019-11-09,,,,,,,,,
2019-11-10,,,,,,,,,
2019-11-11,,,,,,,,,
2019-11-12,,,,,,,,,
2019-11-13,,,,,,,,,
2019-11-14,,,,,,,,,
2019-11-15,,,,,,,,,
2019-11-16,,,,,,,,,
2019-11-17,,,,,,,,,
2019-11-18,,,,,,,,,
2019-11-19,,,,,,,,,
2019-11-20,,,,,,,,,
2019-11-21,,,,,,,,,
2019-11-22,,,,,,,,,
2019-11-23,,,,,,,,,
2019-11-24,,,,,,,,,
2019-11-25,,,,,,,,,
2019-11-26,,,,,,,,,
2019-11-27,,,,,,,,,
2019-11-28,,,,,,,,,
2019-11-29,,,,,,,,,
2019-11-30,0.15823494491603127,0.2982560439932379,0.23770598619875746,0.6939142226599353,0.14254214431661993,0.19149278492148822,0.06194965756470694,0.15660235434147607,0.2851451140519128
2019-12-01,,,,,,,,,
2019-12-02,,,,,,,,,
2019-12-03,,,,,,,,,
2019-12-04,,,,,,,,,
2019-12-05,,,,,,,,,
2019-12-06,,,,,,,,,
2019-12-07,,,,,,,,,
2019-12-08,,,,,,,,,
2019-12-09,,,,,,,,,
2019-12-10,,,,,,,,,
2019-12-11,,,,,,,,,
2019-12-12,,,,,,,,,
2019-12-13,,,,,,,,,
2019-12-14,,,,,,,,,
2019-12-15,,,,,,,,,
2019-12-16,,,,,,,,,
2019-12-17,,,,,,,,,
2019-12-18,,,,,,,,,
2019-12-19,,,,,,,,,
2019-12-20,,,,,,,,,
2019-12-21,,,,,,,,,
2019-12-22,,,,,,,,,
2019-12-23,,,,,,,,,
2019-12-24,,,,,,,,,
2019-12-25,,,,,,,,,
2019-12-26,,,,,,,,,
2019-12-27,,,,,,,,,
2019-12-28,,,,,,,,,
2019-12-29,,,,,,,,,
2019-12-30,,,,,,,,,
2019-12-31,0.15972171384436376,0.288693879495045,0.22472127829589103,0.6943604620831514,0.14885618921262075,0.1626293418570566,0.08644625978071968,0.15329471254380192,0.2680515750157073
2020-01-01,,,,,,,,,
2020-01-02,,,,,,,,,
2020-01-03,,,,,,,,,
2020-01-04,,,,,,,,,
2020-01-05,,,,,,,,,
2020-01-06,,,,,,,,,
2020-01-07,,,,,,,,,
2020-01-08,,,,,,,,,
2020-01-09,,,,,,,,,
2020-01-10,,,,,,,,,
2020-01-11,,,,,,,,,
2020-01-12,,,,,,,,,
2020-01-13,,,,,,,,,
2020-01-14,,,,,,,,,
2020-01-15,,,,,,,,,
2020-01-16,,,,,,,,,
2020-01-17,,,,,,,,,
2020-01-18,,,,,,,,,
2020-01-19,,,,,,,,,
2020-01-20,,,,,,,,,
2020-01-21,,,,,,,,,
2020-01-22,,,,,,,,,
2020-01-23,,,,,,,,,
2020-01-24,,,,,,,,,
2020-01-25,,,,,,,,,
2020-01-26,,,,,,,,,
2020-01-27,,,,,,,,,
2020-01-28,,,,,,,,,
2020-01-29,,,,,,,,,
2020-01-30,,,,,,,,,
2020-01-31,0.1867964941998848,0.269872771053423,0.36579508708142594,0.7213906420372098,0.1850131707728516,0.1431223002470255,0.03183686505591621,0.13096182597962208,0.1329157020291434
2020-02-01,,,,,,,,,
2020-02-02,,,,,,,,,
2020-02-03,,,,,,,,,
2020-02-04,,,,,,,,,
2020-02-05,,,,,,,,,
2020-02-06,,,,,,,,,
2020-02-07,,,,,,,,,
2020-02-08,,,,,,,,,
2020-02-09,,,,,,,,,
2020-02-10,,,,,,,,,
2020-02-11,,,,,,,,,
2020-02-12,,,,,,,,,
2020-02-13,,,,,,,,,
2020-02-14,,,,,,,,,
2020-02-15,,,,,,,,,
2020-02-16,,,,,,,,,
2020-02-17,,,,,,,,,
2020-02-18,,,,,,,,,
