AdminStrata,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Cascades,Cascades,Cascades,Cascades,Cascades,Cascades,Cascades,Cascades,Cascades,Cascades,Cascades,Cascades,Cascades,Cascades,Cascades,Centre,Centre,Centre,Centre,Centre,Centre,Centre,Centre,Centre,Centre,Centre,Centre,Centre,Centre,Centre,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Ouest,Centre-Ouest,Centre-Ouest,Centre-Ouest,Centre-Ouest,Centre-Ouest,Centre-Ouest,Centre-Ouest,Centre-Ouest,Centre-Ouest,Centre-Ouest,Centre-Ouest,Centre-Ouest,Centre-Ouest,Centre-Ouest,Centre-Sud,Centre-Sud,Centre-Sud,Centre-Sud,Centre-Sud,Centre-Sud,Centre-Sud,Centre-Sud,Centre-Sud,Centre-Sud,Centre-Sud,Centre-Sud,Centre-Sud,Centre-Sud,Centre-Sud,Est,Est,Est,Est,Est,Est,Est,Est,Est,Est,Est,Est,Est,Est,Est,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Nord,Nord,Nord,Nord,Nord,Nord,Nord,Nord,Nord,Nord,Nord,Nord,Nord,Nord,Nord,Plateau-Central,Plateau-Central,Plateau-Central,Plateau-Central,Plateau-Central,Plateau-Central,Plateau-Central,Plateau-Central,Plateau-Central,Plateau-Central,Plateau-Central,Plateau-Central,Plateau-Central,Plateau-Central,Plateau-Central,Sahel,Sahel,Sahel,Sahel,Sahel,Sahel,Sahel,Sahel,Sahel,Sahel,Sahel,Sahel,Sahel,Sahel,Sahel,Sud-Ouest,Sud-Ouest,Sud-Ouest,Sud-Ouest,Sud-Ouest,Sud-Ouest,Sud-Ouest,Sud-Ouest,Sud-Ouest,Sud-Ouest,Sud-Ouest,Sud-Ouest,Sud-Ouest,Sud-Ouest,Sud-Ouest
2018-12-06,,,,0.0,,,12.535927023484776,-3.4889045412941937,,,1816310.0,,,,,,,,1.0,,,10.354483567382896,-4.5703491858738445,,,755896.0,,,,,,,,2.0,,,12.325874473829256,-1.4999608374274638,,,2623394.0,,,,,,,,3.0,,,11.607597874846034,-0.1860523603689417,,,2623394.0,,,,,,,,4.0,,,13.271073782688553,-0.9736234041308092,,,1551284.0,,,,,,,,5.0,,,11.79615522501702,-2.2215485306204115,,,1510412.0,,,,,,,,6.0,,,11.584015088277885,-1.2189725370438171,,,801374.0,,,,,,,,7.0,,,12.240285449921886,0.9264825836092052,,,1633891.0,,,,,,,,8.0,,,11.365155887958865,-4.3311696081084605,,,1983881.0,,,,,,,,9.0,,,13.459991496033773,-2.283148656613776,,,1500082.0,,,,,,,,10.0,,,12.444786532303667,-1.1325241304161977,,,872851.0,,,,,,,,11.0,,,14.147636998838394,-0.45004078084426097,,,1282223.0,,,,,,,,12.0,,,10.475214903710103,-3.2371906407249704,,,796535.0,,,,
2018-12-07,,,,0.0,,,12.535927023484776,-3.4889045412941937,,,1816310.0,,,,,,,,1.0,,,10.354483567382896,-4.5703491858738445,,,755896.0,,,,,,,,2.0,,,12.325874473829256,-1.4999608374274638,,,2623394.0,,,,,,,,3.0,,,11.607597874846034,-0.1860523603689417,,,2623394.0,,,,,,,,4.0,,,13.271073782688553,-0.9736234041308092,,,1551284.0,,,,,,,,5.0,,,11.79615522501702,-2.2215485306204115,,,1510412.0,,,,,,,,6.0,,,11.584015088277885,-1.2189725370438171,,,801374.0,,,,,,,,7.0,,,12.240285449921886,0.9264825836092052,,,1633891.0,,,,,,,,8.0,,,11.365155887958865,-4.3311696081084605,,,1983881.0,,,,,,,,9.0,,,13.459991496033773,-2.283148656613776,,,1500082.0,,,,,,,,10.0,,,12.444786532303667,-1.1325241304161977,,,872851.0,,,,,,,,11.0,,,14.147636998838394,-0.45004078084426097,,,1282223.0,,,,,,,,12.0,,,10.475214903710103,-3.2371906407249704,,,796535.0,,,,
2018-12-08,,,,0.0,,,12.535927023484776,-3.4889045412941937,,,1816310.0,,,,,,,,1.0,,,10.354483567382896,-4.5703491858738445,,,755896.0,,,,,,,,2.0,,,12.325874473829256,-1.4999608374274638,,,2623394.0,,,,,,,,3.0,,,11.607597874846034,-0.1860523603689417,,,2623394.0,,,,,,,,4.0,,,13.271073782688553,-0.9736234041308092,,,1551284.0,,,,,,,,5.0,,,11.79615522501702,-2.2215485306204115,,,1510412.0,,,,,,,,6.0,,,11.584015088277885,-1.2189725370438171,,,801374.0,,,,,,,,7.0,,,12.240285449921886,0.9264825836092052,,,1633891.0,,,,,,,,8.0,,,11.365155887958865,-4.3311696081084605,,,1983881.0,,,,,,,,9.0,,,13.459991496033773,-2.283148656613776,,,1500082.0,,,,,,,,10.0,,,12.444786532303667,-1.1325241304161977,,,872851.0,,,,,,,,11.0,,,14.147636998838394,-0.45004078084426097,,,1282223.0,,,,,,,,12.0,,,10.475214903710103,-3.2371906407249704,,,796535.0,,,,
2018-12-09,,,,0.0,,,12.535927023484776,-3.4889045412941937,,,1816310.0,,,,,,,,1.0,,,10.354483567382896,-4.5703491858738445,,,755896.0,,,,,,,,2.0,,,12.325874473829256,-1.4999608374274638,,,2623394.0,,,,,,,,3.0,,,11.607597874846034,-0.1860523603689417,,,2623394.0,,,,,,,,4.0,,,13.271073782688553,-0.9736234041308092,,,1551284.0,,,,,,,,5.0,,,11.79615522501702,-2.2215485306204115,,,1510412.0,,,,,,,,6.0,,,11.584015088277885,-1.2189725370438171,,,801374.0,,,,,,,,7.0,,,12.240285449921886,0.9264825836092052,,,1633891.0,,,,,,,,8.0,,,11.365155887958865,-4.3311696081084605,,,1983881.0,,,,,,,,9.0,,,13.459991496033773,-2.283148656613776,,,1500082.0,,,,,,,,10.0,,,12.444786532303667,-1.1325241304161977,,,872851.0,,,,,,,,11.0,,,14.147636998838394,-0.45004078084426097,,,1282223.0,,,,,,,,12.0,,,10.475214903710103,-3.2371906407249704,,,796535.0,,,,
2018-12-10,100.89937044069201,139.41390296043102,,0.0,,,12.535927023484776,-3.4889045412941937,0.3468299,105.687829983253,1816310.0,,0.001,,,129.65921192758302,136.577078925664,,1.0,,,10.354483567382896,-4.5703491858738445,0.498796,102.511991730241,755896.0,,0.753,,,100.0,133.901526553429,,2.0,,,12.325874473829256,-1.4999608374274638,0.2763316,101.758635549771,2623394.0,,0.0,,,101.22,102.109465716702,,3.0,,,11.607597874846034,-0.1860523603689417,0.31112199999999995,100.060653399763,2623394.0,,0.013,,,100.0,136.986558887113,,4.0,,,13.271073782688553,-0.9736234041308092,0.2419029,102.29529579482599,1551284.0,,0.0,,,102.52,119.542330853702,,5.0,,,11.79615522501702,-2.2215485306204115,0.3627646,103.07485579395001,1510412.0,,0.0,,,102.54,106.708483348335,,6.0,,,11.584015088277885,-1.2189725370438171,0.35232440000000004,103.960760358494,801374.0,,0.005,,,100.67966016991501,113.85480174687599,,7.0,,,12.240285449921886,0.9264825836092052,0.3088999,99.49876340385107,1633891.0,,0.0,,,118.214728017529,143.731326828731,,8.0,,,11.365155887958865,-4.3311696081084605,0.4409800999999999,106.550448908074,1983881.0,,0.085,,,100.0,150.429783495869,,9.0,,,13.459991496033773,-2.283148656613776,0.2621603,104.68664797136299,1500082.0,,0.0,,,100.0,129.052830924332,,10.0,,,12.444786532303667,-1.1325241304161977,0.2760903,101.048756778231,872851.0,,0.0,,,100.0,178.89278826393502,,11.0,,,14.147636998838394,-0.45004078084426097,0.1900064,100.661285066416,1282223.0,,0.0,,,120.035243640821,135.48384151908002,,12.0,,,10.475214903710103,-3.2371906407249704,0.4581349,107.721290463727,796535.0,,0.609,,
2018-12-11,,,,0.0,,,12.535927023484776,-3.4889045412941937,,,1816310.0,,,,,,,,1.0,,,10.354483567382896,-4.5703491858738445,,,755896.0,,,,,,,,2.0,,,12.325874473829256,-1.4999608374274638,,,2623394.0,,,,,,,,3.0,,,11.607597874846034,-0.1860523603689417,,,2623394.0,,,,,,,,4.0,,,13.271073782688553,-0.9736234041308092,,,1551284.0,,,,,,,,5.0,,,11.79615522501702,-2.2215485306204115,,,1510412.0,,,,,,,,6.0,,,11.584015088277885,-1.2189725370438171,,,801374.0,,,,,,,,7.0,,,12.240285449921886,0.9264825836092052,,,1633891.0,,,,,,,,8.0,,,11.365155887958865,-4.3311696081084605,,,1983881.0,,,,,,,,9.0,,,13.459991496033773,-2.283148656613776,,,1500082.0,,,,,,,,10.0,,,12.444786532303667,-1.1325241304161977,,,872851.0,,,,,,,,11.0,,,14.147636998838394,-0.45004078084426097,,,1282223.0,,,,,,,,12.0,,,10.475214903710103,-3.2371906407249704,,,796535.0,,,,
2018-12-12,,,,0.0,,,12.535927023484776,-3.4889045412941937,,,1816310.0,,,,,,,,1.0,,,10.354483567382896,-4.5703491858738445,,,755896.0,,,,,,,,2.0,,,12.325874473829256,-1.4999608374274638,,,2623394.0,,,,,,,,3.0,,,11.607597874846034,-0.1860523603689417,,,2623394.0,,,,,,,,4.0,,,13.271073782688553,-0.9736234041308092,,,1551284.0,,,,,,,,5.0,,,11.79615522501702,-2.2215485306204115,,,1510412.0,,,,,,,,6.0,,,11.584015088277885,-1.2189725370438171,,,801374.0,,,,,,,,7.0,,,12.240285449921886,0.9264825836092052,,,1633891.0,,,,,,,,8.0,,,11.365155887958865,-4.3311696081084605,,,1983881.0,,,,,,,,9.0,,,13.459991496033773,-2.283148656613776,,,1500082.0,,,,,,,,10.0,,,12.444786532303667,-1.1325241304161977,,,872851.0,,,,,,,,11.0,,,14.147636998838394,-0.45004078084426097,,,1282223.0,,,,,,,,12.0,,,10.475214903710103,-3.2371906407249704,,,796535.0,,,,
2018-12-13,,,,0.0,,,12.535927023484776,-3.4889045412941937,,,1816310.0,,,,,,,,1.0,,,10.354483567382896,-4.5703491858738445,,,755896.0,,,,,,,,2.0,,,12.325874473829256,-1.4999608374274638,,,2623394.0,,,,,,,,3.0,,,11.607597874846034,-0.1860523603689417,,,2623394.0,,,,,,,,4.0,,,13.271073782688553,-0.9736234041308092,,,1551284.0,,,,,,,,5.0,,,11.79615522501702,-2.2215485306204115,,,1510412.0,,,,,,,,6.0,,,11.584015088277885,-1.2189725370438171,,,801374.0,,,,,,,,7.0,,,12.240285449921886,0.9264825836092052,,,1633891.0,,,,,,,,8.0,,,11.365155887958865,-4.3311696081084605,,,1983881.0,,,,,,,,9.0,,,13.459991496033773,-2.283148656613776,,,1500082.0,,,,,,,,10.0,,,12.444786532303667,-1.1325241304161977,,,872851.0,,,,,,,,11.0,,,14.147636998838394,-0.45004078084426097,,,1282223.0,,,,,,,,12.0,,,10.475214903710103,-3.2371906407249704,,,796535.0,,,,
2018-12-14,,,,0.0,,,12.535927023484776,-3.4889045412941937,,,1816310.0,,,,,,,,1.0,,,10.354483567382896,-4.5703491858738445,,,755896.0,,,,,,,,2.0,,,12.325874473829256,-1.4999608374274638,,,2623394.0,,,,,,,,3.0,,,11.607597874846034,-0.1860523603689417,,,2623394.0,,,,,,,,4.0,,,13.271073782688553,-0.9736234041308092,,,1551284.0,,,,,,,,5.0,,,11.79615522501702,-2.2215485306204115,,,1510412.0,,,,,,,,6.0,,,11.584015088277885,-1.2189725370438171,,,801374.0,,,,,,,,7.0,,,12.240285449921886,0.9264825836092052,,,1633891.0,,,,,,,,8.0,,,11.365155887958865,-4.3311696081084605,,,1983881.0,,,,,,,,9.0,,,13.459991496033773,-2.283148656613776,,,1500082.0,,,,,,,,10.0,,,12.444786532303667,-1.1325241304161977,,,872851.0,,,,,,,,11.0,,,14.147636998838394,-0.45004078084426097,,,1282223.0,,,,,,,,12.0,,,10.475214903710103,-3.2371906407249704,,,796535.0,,,,
2018-12-15,,,,0.0,,,12.535927023484776,-3.4889045412941937,,,1816310.0,,,,,,,,1.0,,,10.354483567382896,-4.5703491858738445,,,755896.0,,,,,,,,2.0,,,12.325874473829256,-1.4999608374274638,,,2623394.0,,,,,,,,3.0,,,11.607597874846034,-0.1860523603689417,,,2623394.0,,,,,,,,4.0,,,13.271073782688553,-0.9736234041308092,,,1551284.0,,,,,,,,5.0,,,11.79615522501702,-2.2215485306204115,,,1510412.0,,,,,,,,6.0,,,11.584015088277885,-1.2189725370438171,,,801374.0,,,,,,,,7.0,,,12.240285449921886,0.9264825836092052,,,1633891.0,,,,,,,,8.0,,,11.365155887958865,-4.3311696081084605,,,1983881.0,,,,,,,,9.0,,,13.459991496033773,-2.283148656613776,,,1500082.0,,,,,,,,10.0,,,12.444786532303667,-1.1325241304161977,,,872851.0,,,,,,,,11.0,,,14.147636998838394,-0.45004078084426097,,,1282223.0,,,,,,,,12.0,,,10.475214903710103,-3.2371906407249704,,,796535.0,,,,
2018-12-16,,,,0.0,,,12.535927023484776,-3.4889045412941937,,,1816310.0,,,,,,,,1.0,,,10.354483567382896,-4.5703491858738445,,,755896.0,,,,,,,,2.0,,,12.325874473829256,-1.4999608374274638,,,2623394.0,,,,,,,,3.0,,,11.607597874846034,-0.1860523603689417,,,2623394.0,,,,,,,,4.0,,,13.271073782688553,-0.9736234041308092,,,1551284.0,,,,,,,,5.0,,,11.79615522501702,-2.2215485306204115,,,1510412.0,,,,,,,,6.0,,,11.584015088277885,-1.2189725370438171,,,801374.0,,,,,,,,7.0,,,12.240285449921886,0.9264825836092052,,,1633891.0,,,,,,,,8.0,,,11.365155887958865,-4.3311696081084605,,,1983881.0,,,,,,,,9.0,,,13.459991496033773,-2.283148656613776,,,1500082.0,,,,,,,,10.0,,,12.444786532303667,-1.1325241304161977,,,872851.0,,,,,,,,11.0,,,14.147636998838394,-0.45004078084426097,,,1282223.0,,,,,,,,12.0,,,10.475214903710103,-3.2371906407249704,,,796535.0,,,,
2018-12-17,,,,0.0,,,12.535927023484776,-3.4889045412941937,,,1816310.0,,,,,,,,1.0,,,10.354483567382896,-4.5703491858738445,,,755896.0,,,,,,,,2.0,,,12.325874473829256,-1.4999608374274638,,,2623394.0,,,,,,,,3.0,,,11.607597874846034,-0.1860523603689417,,,2623394.0,,,,,,,,4.0,,,13.271073782688553,-0.9736234041308092,,,1551284.0,,,,,,,,5.0,,,11.79615522501702,-2.2215485306204115,,,1510412.0,,,,,,,,6.0,,,11.584015088277885,-1.2189725370438171,,,801374.0,,,,,,,,7.0,,,12.240285449921886,0.9264825836092052,,,1633891.0,,,,,,,,8.0,,,11.365155887958865,-4.3311696081084605,,,1983881.0,,,,,,,,9.0,,,13.459991496033773,-2.283148656613776,,,1500082.0,,,,,,,,10.0,,,12.444786532303667,-1.1325241304161977,,,872851.0,,,,,,,,11.0,,,14.147636998838394,-0.45004078084426097,,,1282223.0,,,,,,,,12.0,,,10.475214903710103,-3.2371906407249704,,,796535.0,,,,
2018-12-18,,,,0.0,,,12.535927023484776,-3.4889045412941937,,,1816310.0,,,,,,,,1.0,,,10.354483567382896,-4.5703491858738445,,,755896.0,,,,,,,,2.0,,,12.325874473829256,-1.4999608374274638,,,2623394.0,,,,,,,,3.0,,,11.607597874846034,-0.1860523603689417,,,2623394.0,,,,,,,,4.0,,,13.271073782688553,-0.9736234041308092,,,1551284.0,,,,,,,,5.0,,,11.79615522501702,-2.2215485306204115,,,1510412.0,,,,,,,,6.0,,,11.584015088277885,-1.2189725370438171,,,801374.0,,,,,,,,7.0,,,12.240285449921886,0.9264825836092052,,,1633891.0,,,,,,,,8.0,,,11.365155887958865,-4.3311696081084605,,,1983881.0,,,,,,,,9.0,,,13.459991496033773,-2.283148656613776,,,1500082.0,,,,,,,,10.0,,,12.444786532303667,-1.1325241304161977,,,872851.0,,,,,,,,11.0,,,14.147636998838394,-0.45004078084426097,,,1282223.0,,,,,,,,12.0,,,10.475214903710103,-3.2371906407249704,,,796535.0,,,,
2018-12-19,,,,0.0,,,12.535927023484776,-3.4889045412941937,,,1816310.0,,,,,,,,1.0,,,10.354483567382896,-4.5703491858738445,,,755896.0,,,,,,,,2.0,,,12.325874473829256,-1.4999608374274638,,,2623394.0,,,,,,,,3.0,,,11.607597874846034,-0.1860523603689417,,,2623394.0,,,,,,,,4.0,,,13.271073782688553,-0.9736234041308092,,,1551284.0,,,,,,,,5.0,,,11.79615522501702,-2.2215485306204115,,,1510412.0,,,,,,,,6.0,,,11.584015088277885,-1.2189725370438171,,,801374.0,,,,,,,,7.0,,,12.240285449921886,0.9264825836092052,,,1633891.0,,,,,,,,8.0,,,11.365155887958865,-4.3311696081084605,,,1983881.0,,,,,,,,9.0,,,13.459991496033773,-2.283148656613776,,,1500082.0,,,,,,,,10.0,,,12.444786532303667,-1.1325241304161977,,,872851.0,,,,,,,,11.0,,,14.147636998838394,-0.45004078084426097,,,1282223.0,,,,,,,,12.0,,,10.475214903710103,-3.2371906407249704,,,796535.0,,,,
2018-12-20,100.049990002,159.299174307279,,0.0,,,12.535927023484776,-3.4889045412941937,0.3299997,105.487198563152,1816310.0,,0.0,,,104.473800088067,155.405336754004,,1.0,,,10.354483567382896,-4.5703491858738445,0.4688507000000001,103.78369415045601,755896.0,,0.196,,,100.0,178.63755794918399,,2.0,,,12.325874473829256,-1.4999608374274638,0.26552859999999995,101.66227727346799,2623394.0,,0.0,,,100.149970005999,135.74417076797198,,3.0,,,11.607597874846034,-0.1860523603689417,0.2953681,100.692991540308,2623394.0,,0.004,,,100.0,175.16319731952,,4.0,,,13.271073782688553,-0.9736234041308092,0.2357158,102.504935714627,1551284.0,,0.0,,,100.0,145.984588757951,,5.0,,,11.79615522501702,-2.2215485306204115,0.3415938,103.470573174221,1510412.0,,0.0,,,100.1,142.534932580398,,6.0,,,11.584015088277885,-1.2189725370438171,0.3303018,104.255855762994,801374.0,,0.005,,,100.03,147.418482171123,,7.0,,,12.240285449921886,0.9264825836092052,0.2915857,99.45179850501621,1633891.0,,0.0,,,102.588001983143,166.840522051332,,8.0,,,11.365155887958865,-4.3311696081084605,0.4139774000000001,106.397922387649,1983881.0,,0.0,,,100.0,166.345819532637,,9.0,,,13.459991496033773,-2.283148656613776,0.2536141,104.44543289176599,1500082.0,,0.0,,,100.0,172.700843685843,,10.0,,,12.444786532303667,-1.1325241304161977,0.2659806,101.321330507706,872851.0,,0.0,,,100.0,238.55601247481601,,11.0,,,14.147636998838394,-0.45004078084426097,0.1872318,100.961473805882,1282223.0,,0.0,,,101.296625222025,152.814342137257,,12.0,,,10.475214903710103,-3.2371906407249704,0.4243309,108.25463720969101,796535.0,,0.068,,
2018-12-21,,,,0.0,,,12.535927023484776,-3.4889045412941937,,,1816310.0,,,,,,,,1.0,,,10.354483567382896,-4.5703491858738445,,,755896.0,,,,,,,,2.0,,,12.325874473829256,-1.4999608374274638,,,2623394.0,,,,,,,,3.0,,,11.607597874846034,-0.1860523603689417,,,2623394.0,,,,,,,,4.0,,,13.271073782688553,-0.9736234041308092,,,1551284.0,,,,,,,,5.0,,,11.79615522501702,-2.2215485306204115,,,1510412.0,,,,,,,,6.0,,,11.584015088277885,-1.2189725370438171,,,801374.0,,,,,,,,7.0,,,12.240285449921886,0.9264825836092052,,,1633891.0,,,,,,,,8.0,,,11.365155887958865,-4.3311696081084605,,,1983881.0,,,,,,,,9.0,,,13.459991496033773,-2.283148656613776,,,1500082.0,,,,,,,,10.0,,,12.444786532303667,-1.1325241304161977,,,872851.0,,,,,,,,11.0,,,14.147636998838394,-0.45004078084426097,,,1282223.0,,,,,,,,12.0,,,10.475214903710103,-3.2371906407249704,,,796535.0,,,,
2018-12-22,,,,0.0,,,12.535927023484776,-3.4889045412941937,,,1816310.0,,,,,,,,1.0,,,10.354483567382896,-4.5703491858738445,,,755896.0,,,,,,,,2.0,,,12.325874473829256,-1.4999608374274638,,,2623394.0,,,,,,,,3.0,,,11.607597874846034,-0.1860523603689417,,,2623394.0,,,,,,,,4.0,,,13.271073782688553,-0.9736234041308092,,,1551284.0,,,,,,,,5.0,,,11.79615522501702,-2.2215485306204115,,,1510412.0,,,,,,,,6.0,,,11.584015088277885,-1.2189725370438171,,,801374.0,,,,,,,,7.0,,,12.240285449921886,0.9264825836092052,,,1633891.0,,,,,,,,8.0,,,11.365155887958865,-4.3311696081084605,,,1983881.0,,,,,,,,9.0,,,13.459991496033773,-2.283148656613776,,,1500082.0,,,,,,,,10.0,,,12.444786532303667,-1.1325241304161977,,,872851.0,,,,,,,,11.0,,,14.147636998838394,-0.45004078084426097,,,1282223.0,,,,,,,,12.0,,,10.475214903710103,-3.2371906407249704,,,796535.0,,,,
2018-12-23,,,,0.0,,,12.535927023484776,-3.4889045412941937,,,1816310.0,,,,,,,,1.0,,,10.354483567382896,-4.5703491858738445,,,755896.0,,,,,,,,2.0,,,12.325874473829256,-1.4999608374274638,,,2623394.0,,,,,,,,3.0,,,11.607597874846034,-0.1860523603689417,,,2623394.0,,,,,,,,4.0,,,13.271073782688553,-0.9736234041308092,,,1551284.0,,,,,,,,5.0,,,11.79615522501702,-2.2215485306204115,,,1510412.0,,,,,,,,6.0,,,11.584015088277885,-1.2189725370438171,,,801374.0,,,,,,,,7.0,,,12.240285449921886,0.9264825836092052,,,1633891.0,,,,,,,,8.0,,,11.365155887958865,-4.3311696081084605,,,1983881.0,,,,,,,,9.0,,,13.459991496033773,-2.283148656613776,,,1500082.0,,,,,,,,10.0,,,12.444786532303667,-1.1325241304161977,,,872851.0,,,,,,,,11.0,,,14.147636998838394,-0.45004078084426097,,,1282223.0,,,,,,,,12.0,,,10.475214903710103,-3.2371906407249704,,,796535.0,,,,
2018-12-24,,,,0.0,,,12.535927023484776,-3.4889045412941937,,,1816310.0,,,,,,,,1.0,,,10.354483567382896,-4.5703491858738445,,,755896.0,,,,,,,,2.0,,,12.325874473829256,-1.4999608374274638,,,2623394.0,,,,,,,,3.0,,,11.607597874846034,-0.1860523603689417,,,2623394.0,,,,,,,,4.0,,,13.271073782688553,-0.9736234041308092,,,1551284.0,,,,,,,,5.0,,,11.79615522501702,-2.2215485306204115,,,1510412.0,,,,,,,,6.0,,,11.584015088277885,-1.2189725370438171,,,801374.0,,,,,,,,7.0,,,12.240285449921886,0.9264825836092052,,,1633891.0,,,,,,,,8.0,,,11.365155887958865,-4.3311696081084605,,,1983881.0,,,,,,,,9.0,,,13.459991496033773,-2.283148656613776,,,1500082.0,,,,,,,,10.0,,,12.444786532303667,-1.1325241304161977,,,872851.0,,,,,,,,11.0,,,14.147636998838394,-0.45004078084426097,,,1282223.0,,,,,,,,12.0,,,10.475214903710103,-3.2371906407249704,,,796535.0,,,,
2018-12-25,,,,0.0,,,12.535927023484776,-3.4889045412941937,,,1816310.0,,,,,,,,1.0,,,10.354483567382896,-4.5703491858738445,,,755896.0,,,,,,,,2.0,,,12.325874473829256,-1.4999608374274638,,,2623394.0,,,,,,,,3.0,,,11.607597874846034,-0.1860523603689417,,,2623394.0,,,,,,,,4.0,,,13.271073782688553,-0.9736234041308092,,,1551284.0,,,,,,,,5.0,,,11.79615522501702,-2.2215485306204115,,,1510412.0,,,,,,,,6.0,,,11.584015088277885,-1.2189725370438171,,,801374.0,,,,,,,,7.0,,,12.240285449921886,0.9264825836092052,,,1633891.0,,,,,,,,8.0,,,11.365155887958865,-4.3311696081084605,,,1983881.0,,,,,,,,9.0,,,13.459991496033773,-2.283148656613776,,,1500082.0,,,,,,,,10.0,,,12.444786532303667,-1.1325241304161977,,,872851.0,,,,,,,,11.0,,,14.147636998838394,-0.45004078084426097,,,1282223.0,,,,,,,,12.0,,,10.475214903710103,-3.2371906407249704,,,796535.0,,,,
2018-12-26,,,,0.0,,,12.535927023484776,-3.4889045412941937,,,1816310.0,,,,,,,,1.0,,,10.354483567382896,-4.5703491858738445,,,755896.0,,,,,,,,2.0,,,12.325874473829256,-1.4999608374274638,,,2623394.0,,,,,,,,3.0,,,11.607597874846034,-0.1860523603689417,,,2623394.0,,,,,,,,4.0,,,13.271073782688553,-0.9736234041308092,,,1551284.0,,,,,,,,5.0,,,11.79615522501702,-2.2215485306204115,,,1510412.0,,,,,,,,6.0,,,11.584015088277885,-1.2189725370438171,,,801374.0,,,,,,,,7.0,,,12.240285449921886,0.9264825836092052,,,1633891.0,,,,,,,,8.0,,,11.365155887958865,-4.3311696081084605,,,1983881.0,,,,,,,,9.0,,,13.459991496033773,-2.283148656613776,,,1500082.0,,,,,,,,10.0,,,12.444786532303667,-1.1325241304161977,,,872851.0,,,,,,,,11.0,,,14.147636998838394,-0.45004078084426097,,,1282223.0,,,,,,,,12.0,,,10.475214903710103,-3.2371906407249704,,,796535.0,,,,
2018-12-27,,,,0.0,,,12.535927023484776,-3.4889045412941937,,,1816310.0,,,,,,,,1.0,,,10.354483567382896,-4.5703491858738445,,,755896.0,,,,,,,,2.0,,,12.325874473829256,-1.4999608374274638,,,2623394.0,,,,,,,,3.0,,,11.607597874846034,-0.1860523603689417,,,2623394.0,,,,,,,,4.0,,,13.271073782688553,-0.9736234041308092,,,1551284.0,,,,,,,,5.0,,,11.79615522501702,-2.2215485306204115,,,1510412.0,,,,,,,,6.0,,,11.584015088277885,-1.2189725370438171,,,801374.0,,,,,,,,7.0,,,12.240285449921886,0.9264825836092052,,,1633891.0,,,,,,,,8.0,,,11.365155887958865,-4.3311696081084605,,,1983881.0,,,,,,,,9.0,,,13.459991496033773,-2.283148656613776,,,1500082.0,,,,,,,,10.0,,,12.444786532303667,-1.1325241304161977,,,872851.0,,,,,,,,11.0,,,14.147636998838394,-0.45004078084426097,,,1282223.0,,,,,,,,12.0,,,10.475214903710103,-3.2371906407249704,,,796535.0,,,,
2018-12-28,,,,0.0,,,12.535927023484776,-3.4889045412941937,,,1816310.0,,,,,,,,1.0,,,10.354483567382896,-4.5703491858738445,,,755896.0,,,,,,,,2.0,,,12.325874473829256,-1.4999608374274638,,,2623394.0,,,,,,,,3.0,,,11.607597874846034,-0.1860523603689417,,,2623394.0,,,,,,,,4.0,,,13.271073782688553,-0.9736234041308092,,,1551284.0,,,,,,,,5.0,,,11.79615522501702,-2.2215485306204115,,,1510412.0,,,,,,,,6.0,,,11.584015088277885,-1.2189725370438171,,,801374.0,,,,,,,,7.0,,,12.240285449921886,0.9264825836092052,,,1633891.0,,,,,,,,8.0,,,11.365155887958865,-4.3311696081084605,,,1983881.0,,,,,,,,9.0,,,13.459991496033773,-2.283148656613776,,,1500082.0,,,,,,,,10.0,,,12.444786532303667,-1.1325241304161977,,,872851.0,,,,,,,,11.0,,,14.147636998838394,-0.45004078084426097,,,1282223.0,,,,,,,,12.0,,,10.475214903710103,-3.2371906407249704,,,796535.0,,,,
