data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7395283,466,MLI4596,4596,"05 December 2020",2020,1,"Violence against civilians",Attack,"Islamic State (Greater Sahara)",,2,"Civilians (Mali)","Government of Mali (2020-)",7,27,"Western Africa",Mali,Gao,Ansongo,Ouattagouna,Ouatagouna,15.1787,0.7238,1,"Gao Alhabar 24; Twitter; Studio Tamani","New media-National","On 5 December 2020, presumed ISGS militants attacked the village of Ouatagouna (Ansongo, Gao). The militants assaulted young male civilians and burned the town hall and a school in the village.",0,1607976266,MLI
7329645,466,MLI4595,4595,"04 December 2020",2020,1,Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"Military Forces of Mali (2020-)","Military Forces of France (2017-)",1,12,"Western Africa",Mali,Mopti,Douentza,Mondoro,Boulikessi,14.7953,-1.3181,1,"Twitter; Mali Jet; FAMAMali","New media-National","On 4 December 2020, presumed JNIM militants attacked a Malian army position in Boulikessi (Douentza, Mopti). A French aerial intervention repelled the attack, destroyed ''six targets'' and caused ''material and human losses to the enemy'', according to a Malian army statement. Casualties unknown.",0,1607374999,MLI
7395800,466,MLI4605,4605,"04 December 2020",2020,1,"Strategic developments","Looting/property destruction","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Labour Group (Mali)",7,37,"Western Africa",Mali,Kidal,Kidal,Kidal,Kidal,18.44,1.41,2,"UN MINUSMA",Other,"Property destruction: On 4 December 2020, unknown gunmen aboard a motorbike burned a sub-contractor garbage truck for MINUSMA near Kidal (Kidal, Kidal).",0,1607976278,MLI
7330071,466,MLI4593,4593,"03 December 2020",2020,1,"Violence against civilians",Attack,"Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Mopti,Bandiagara,Doucoumbo,Tile,14.3886,-3.725,2,"Koro Kibaru","New media","On 3 December 2020, unknown gunmen attacked a civilian vehicle and tricycle near Tile (Bandiagara, Mopti). One person was killed.",1,1607375002,MLI
7329642,466,MLI4591,4591,"03 December 2020",2020,1,Protests,"Peaceful protest","Protesters (Mali)","Labour Group (Mali)",6,,,0,60,"Western Africa",Mali,Bamako,Bamako,"Commune III",Bamako,12.65,-8,1,"Mali Actu; Studio Tamani; Maliweb",National,"On 3 December 2020, a number of people with disabilities demonstrated in Bamako (Bamako, Bamako). The demonstrators demanded improved living conditions and job opportunities. [size=no report]",0,1607374999,MLI
7329643,466,MLI4592,4592,"03 December 2020",2020,1,"Violence against civilians",Attack,"Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Labour Group (Mali)",7,37,"Western Africa",Mali,Gao,Gao,Gao,Gao,16.2717,-0.0447,1,"Facebook; Whatsapp; Bamada","New media-National","On 3 December 2020, unknown gunmen killed a man working as a motorcycle vendor in Gao (Gao, Gao).",1,1607374999,MLI
7329644,466,MLI4594,4594,"03 December 2020",2020,1,"Violence against civilians",Attack,"Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Tombouctou,Tombouctou,Tombouctou,Timbuktu,16.7705,-3.0056,1,"Twitter; Whatsapp; Studio Tamani","New media-National","On 3 December 2020, unknown gunmen aboard a motorbike shot and wounded two youths in Timbuktu (Tombouctou, Tombouctou). One succumbed to his wounds at the hospital.",1,1607374999,MLI
7329640,466,MLI4589,4589,"02 December 2020",2020,1,"Violence against civilians","Abduction/forced disappearance","Dan Na Ambassagou",,4,"Civilians (Mali)","Dogon Ethnic Group (Mali); Farmers (Mali); Muslim Group (Mali)",7,47,"Western Africa",Mali,Mopti,Koro,Bamba,Deguere,14.6488,-3.1087,1,"Kisal; Whatsapp","New media","On 2 December 2020, Dana Ambassagou militiamen abducted at least eight people including a village imam and his son in the villages of Irebane and Deguere, in Bamba Commune (Koro, Mopti).",0,1607374999,MLI
7329641,466,MLI4590,4590,"02 December 2020",2020,1,"Violence against civilians","Abduction/forced disappearance","Dan Na Ambassagou",,4,"Civilians (Mali)","Dogon Ethnic Group (Mali); Farmers (Mali); Muslim Group (Mali)",7,47,"Western Africa",Mali,Mopti,Koro,Bamba,Irebane,14.6691,-3.1057,1,"Whatsapp; Kisal","New media","On 2 December 2020, Dana Ambassagou militiamen abducted at least eight people including a village imam and his son in the villages of Irebane and Deguere, in Bamba Commune (Koro, Mopti).",0,1607374999,MLI
7330320,466,MLI4587,4587,"01 December 2020",2020,1,"Explosions/Remote violence","Air/drone strike","Military Forces of France (2017-)",,8,"JNIM: Group for Support of Islam and Muslims",,2,28,"Western Africa",Mali,Gao,Ansongo,Talataye,Talataye,16.5333,1.5167,2,Twitter,"New media","On 1 December 2020, French forces conducted an airstrike against a vehicle carrying JNIM fighters between Talataye and I-n-Deliman (Ansongo, Gao). An unspecified number of JNIM fighters were killed. Unknown fatalities assessed as low and coded as 3.",3,1607375003,MLI
7330113,466,MLI4586,4586,"01 December 2020",2020,1,Protests,"Peaceful protest","Protesters (Mali)","Students (Mali)",6,,,0,60,"Western Africa",Mali,Bamako,Bamako,"Commune III",Bamako,12.65,-8,1,Maliweb,National,"On 1 December 2020, a number of medical students demonstrated in Bamako (Bamako, Bamako). The students demanded payment of their allowances for the past eleven months. [size=no report]",0,1607375002,MLI
7330428,466,MLI4588,4588,"01 December 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","JNIM: Group for Support of Islam and Muslims",,2,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2020-)","Military Forces of France (2017-)",8,28,"Western Africa",Mali,Tombouctou,Tombouctou,Tombouctou,Timbuktu,16.7705,-3.0056,1,Whatsapp,"New media","On 1 December 2020, presumed JNIM militants fired mortar shell or rockets against the joint MINUSMA and French forces Camp in Timbuktu (Tombouctou, Tombouctou). The projectiles fell outside the camp perimeter. No casualties were reported.",0,1607375003,MLI
7329885,466,MLI4581,4581,"30 November 2020",2020,1,Battles,"Armed clash","Militia (Students)",,3,"Militia (Students)",,3,33,"Western Africa",Mali,Bamako,Bamako,"Commune III",Bamako,12.65,-8,1,AMAP,National,"On 30 November 2020, students from rival camps clashed with firearms and blade weapons at the University of Legal and Political Sciences in Bamako (Bamako, Bamako). Several people were wounded and material damages recorded. The clashes were described as a ''positioning war'' ahead of next election for the office of Association of Students and Pupils in Mali (AEEM).",0,1607375001,MLI
7329636,466,MLI4582,4582,"30 November 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","JNIM: Group for Support of Islam and Muslims",,2,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2020-)","Military Forces of France (2017-)",8,28,"Western Africa",Mali,Gao,Gao,Gao,Gao,16.2717,-0.0447,1,"RFI; Mali Jet; aBamako; Kibaru; Whatsapp; Reuters; Al Zallaqa; Ouest France; Undisclosed Source; AFP","Local partner-Other","On 30 November 2020, JNIM militants fired a mortar and rocket barrage against the joint camp of French forces and MINUSMA in Gao (Gao, Gao). The projectiles fell near the French camp perimeter without causing any casualties. JNIM claimed responsibility via its media wing Al Zallaqa.",0,1607374999,MLI
7329637,466,MLI4583,4583,"30 November 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","JNIM: Group for Support of Islam and Muslims",,2,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2020-)","Military Forces of France (2017-)",8,28,"Western Africa",Mali,Kidal,Kidal,Kidal,Kidal,18.44,1.41,1,"Mali Jet; Kibaru; Undisclosed Source; Al Zallaqa; Whatsapp; RFI; Twitter; Reuters; aBamako; AFP; Ouest France","Local partner-Other","On 30 November 2020, JNIM militants fired a mortar and rocket barrage against the joint MINUSMA and French forces camp in Kidal (Kidal, Kidal). The projectiles fell in and around the camp perimeter. The attack caused material damages. No casualties were reported. JNIM claimed responsibility via its media wing Al Zallaqa.",0,1607374999,MLI
7329638,466,MLI4584,4584,"30 November 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","JNIM: Group for Support of Islam and Muslims",,2,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2020-)","Military Forces of France (2017-)",8,28,"Western Africa",Mali,Menaka,Menaka,Menaka,Menaka,15.9182,2.4022,1,"RFI; Whatsapp; Kibaru; AFP; Undisclosed Source; Al Zallaqa; Mali Jet; aBamako; Reuters; Ouest France","Local partner-Other","On 30 November 2020, JNIM militants fired a mortar and rocket barrage against the joint MINUSMA and French forces camp in Menaka (Menaka, Menaka). The projectiles fell along the camp perimeter without causing any casualties. JNIM claimed responsibility via its media wing Al Zallaqa.",0,1607374999,MLI
7329639,466,MLI4585,4585,"30 November 2020",2020,1,"Violence against civilians",Attack,"Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Health Workers (Mali)",7,37,"Western Africa",Mali,Gao,Ansongo,Ansongo,Monzonga,15.7285,0.4625,2,"Mali Actu; Mali Jet; Whatsapp","New media-National","On 30 November 2020, unknown gunmen attacked an ambulance near Monzonga (Ansongo, Gao). The gunmen opened fire against the vehicle and forced it to stop, removed the occupants, and burned the vehicle. No casualties were reported.",0,1607374999,MLI
7330317,466,MLI4579,4579,"29 November 2020",2020,2,Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"Islamic State (Greater Sahara)",,2,22,"Western Africa",Mali,Mopti,Mopti,Dialloube,Dialloube,15.0191,-4.2324,2,Twitter,"New media","Around 29 November 2020 (between 29 - 30 November), JNIM and ISGS militants clashed near Dialloube (Mopti, Mopti). No casualties reported.",0,1607375003,MLI
7329635,466,MLI4580,4580,"29 November 2020",2020,2,Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"Islamic State (Greater Sahara)",,2,22,"Western Africa",Mali,Gao,Ansongo,Talataye,I-n-Deliman,16.1506,1.4277,2,"Whatsapp; Facebook; Twitter","New media","Around 29 November 2020 (between 28 - 30 November), JNIM and ISGS militants clashed in the area of I-n-Deliman (Ansongo, Gao). Several dozens were reportedly killed. Fatalities coded as 12.",12,1607374999,MLI
7313227,466,MLI4517,4517,"28 November 2020",2020,1,"Strategic developments","Looting/property destruction","Islamic State (Greater Sahara)",,2,"Civilians (Mali)",,7,27,"Western Africa",Mali,Gao,Ansongo,Bourra,Tassiga,15.4729,0.6941,1,"Whatsapp; Facebook","New media","Property destruction: On 28 November 2020, ISGS militants destroyed telecommunications antennas in the village of Tassiga (Ansongo, Gao).",0,1606769177,MLI
7313239,466,MLI4577,4577,"28 November 2020",2020,1,"Violence against civilians",Attack,"JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)",,7,27,"Western Africa",Mali,Mopti,Bandiagara,Doucoumbo,"Kori Kori",14.4084,-3.7506,2,"Koro Kibaru; Mali Jet","New media-National","On 28 November 2020, suspected JNIM militants attacked a communal bus near Kori Kori (Bandiagara, Mopti). Two passengers were reportedly killed and twelve wounded.",2,1606769177,MLI
7313716,466,MLI4516,4516,"27 November 2020",2020,1,"Violence against civilians","Abduction/forced disappearance","JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)","Teachers (Mali)",7,27,"Western Africa",Mali,Tombouctou,Goundam,Tonka,Tonka,16.1289,-3.7478,1,Twitter,"New media","On 27 November 2020, suspected JNIM militants abducted a teacher in Tonka (Goundam, Tombouctou).",0,1606769179,MLI
7330112,466,MLI4578,4578,"26 November 2020",2020,1,"Strategic developments","Looting/property destruction","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Health Workers (Mali)",7,37,"Western Africa",Mali,Gao,Ansongo,Bourra,Herba,15.5219,0.5442,1,"Mali Jet",National,"Looting: On 26 November 2020, unknown gunmen attacked and pillaged the medical center in Herba (Ansongo, Gao). No casualties were reported.",0,1607375002,MLI
7313238,466,MLI4576,4576,"26 November 2020",2020,1,"Violence against civilians",Attack,"JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)","Farmers (Mali)",7,27,"Western Africa",Mali,Segou,Niono,Dogofry,"Touba-Koura K06",14.8474,-6.0233,1,"Pinal (Mali); Reuters; Nord Sud Journal; Mali Jet","Other-New media","On 26 November 2020, presumed JNIM militants attacked a group of farmers in Touba-Koura K06 (Niono, Segou). Six farmers were killed, one wounded, one went missing, and harvest stolen.",6,1606769177,MLI
7313720,466,MLI4575,4575,"25 November 2020",2020,1,"Explosions/Remote violence","Remote explosive/landmine/IED","JNIM: Group for Support of Islam and Muslims",,2,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2020-)",,8,28,"Western Africa",Mali,Kidal,Tessalit,Tessalit,Tessalit,20.2581,0.9905,2,"UN MINUSMA",Other,"On 25 November 2020, a MINUSMA vehicle struck an IED about 12km northwest of Tessalit (Tessalit, Kidal). No casualties were reported. The device was likely planted by JNIM militants.",0,1606769179,MLI
7313237,466,MLI4574,4574,"25 November 2020",2020,1,Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"Military Forces of Mali (2020-)",,1,12,"Western Africa",Mali,Sikasso,Yorosso,Boura,Boura,12.4117,-4.5393,1,"Mali Jet; Mali Actu; Bamada",National,"On 25 November 2020, presumed JNIM militants attacked a Malian army position in Boura (Yorosso, Sikasso). The soldiers repelled the attack. One soldier was wounded. The soldiers later recovered an assault rifle and rocket during a combing operation.",0,1606769177,MLI
7313615,466,MLI4573,4573,"25 November 2020",2020,1,"Violence against civilians",Attack,"JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)","Banga Communal Group (Mali)",7,27,"Western Africa",Mali,Sikasso,Yorosso,Boura,Banga,12.4825,-4.4819,1,"Pinal (Mali)","New media","On 25 November 2020, presumed JNIM militants killed the brother of the village chief in Banga (Yorosso, Sikasso).",1,1606769179,MLI
7313226,466,MLI4515,4515,"23 November 2020",2020,1,"Violence against civilians",Attack,"Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Aid Workers (Mali); Tuareg Ethnic Group (Mali)",7,37,"Western Africa",Mali,Gao,Ansongo,Ansongo,Ansongo,15.6597,0.5022,2,"Whatsapp; Twitter","New media","On 23 November 2020, unknown gunmen opened fire against a civilian vehicle and abducted several workers of an international NGO on the road between Ansongo (Ansongo, Gao) and Gao (Gao, Gao). All abductees were released on the same day except one local humanitarian worker of the Tuareg community who was released the following day.",0,1606769177,MLI
7313228,466,MLI4518,4518,"23 November 2020",2020,2,"Violence against civilians",Attack,"JNIM: Group for Support of Islam and Muslims","Fulani Ethnic Militia (Mali)",2,"Civilians (Mali)","Dogon Ethnic Group (Mali); Farmers (Mali)",7,27,"Western Africa",Mali,Mopti,Bankass,"Koulogon Habe","Minima Kanda",13.7327,-3.5267,1,"Bamada; Anadolu Agency; Twitter; RFI; Koro Kibaru; AMAP; Mali Jet","New media-National","Around 23 November 2020 (between 23 - 24 November), suspected JNIM militants and Fulani militiamen attacked twice in the two days the Dogon village of Minima Kanda (Bankass, Mopti). The militants reportedly killed seven people, burned houses and harvest, and seized motorbikes, carts, and livestock. Unconfirmed reports state that Dozo militiamen killed twelve militants in a counter-attack.",7,1606769177,MLI
7313536,466,MLI4571,4571,"23 November 2020",2020,1,"Violence against civilians",Attack,"JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)","Dogon Ethnic Group (Mali); Farmers (Mali)",7,27,"Western Africa",Mali,Mopti,Bandiagara,"Bara Sara",Mandoli,14.0615,-3.7861,2,"Koro Kibaru","New media","On 23 November 2020, presumed JNIM militants attacked the Dogon village of Konodaga, near Mandoli (Bandiagara, Mopti). One person was killed and one wounded.",1,1606769178,MLI
7313663,466,MLI4572,4572,"23 November 2020",2020,1,"Explosions/Remote violence","Remote explosive/landmine/IED","JNIM: Group for Support of Islam and Muslims",,2,,,0,20,"Western Africa",Mali,Segou,Niono,Sirifila-Boundy,Ndebougou,14.3732,-5.9765,1,RFI,International,"On 23 November 2020, presumed JNIM militants detonated a bridge in Ndebougou (Niono, Segou).",0,1606769179,MLI
7313487,466,MLI4514,4514,"22 November 2020",2020,1,"Violence against civilians",Attack,"Ganda Izo","CMFPR1: Coordination of Patriotic Movements and Forces for Resistance (Plateforme)",3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Gao,Gao,Gao,Wabaria,16.1908,-0.0322,2,Facebook,"New media","On 22 November 2020, Ganda Izo militiamen of CMFPR1 (Plateforme) reportedly opened fire (in the wake of an attack) against a civilian vehicle near Wabaria (Gao, Gao). One passenger was killed and others wounded.",1,1606769178,MLI
7313235,466,MLI4567,4567,"22 November 2020",2020,1,"Violence against civilians",Attack,"Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Civilians (Mauritania); Labour Group (Mali); Labour Group (Mauritania)",7,37,"Western Africa",Mali,Kayes,Diema,Diema,Boucoudere,14.7195,-9.2926,2,"Mali Actu; Whatsapp","New media-National","On 22 November 2020, unknown gunmen opened fire against truck drivers between Boucoudere (Diema, Kayes) and Diongomane. Three people, including a Mauritanian, were killed and others severely wounded.",3,1606769177,MLI
7313236,466,MLI4569,4569,"22 November 2020",2020,1,"Explosions/Remote violence","Remote explosive/landmine/IED","JNIM: Group for Support of Islam and Muslims",,2,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2020-)",,8,28,"Western Africa",Mali,Kidal,Kidal,Kidal,Kidal,18.44,1.41,2,"Telegram; Undisclosed Source; UN MINUSMA","Local partner-Other","On 22 November 2020, a MINUSMA vehicle struck an IED near Kidal (Kidal, Kidal). Two peacekeepers were lightly wounded. Pro-AQ Thabat News Agency attributed the attack to JNIM.",0,1606769177,MLI
7313753,466,MLI4568,4568,"22 November 2020",2020,1,Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"Dogon Ethnic Militia (Mali)","Farmers (Mali)",4,24,"Western Africa",Mali,Mopti,Bandiagara,Timiniri,Gandaga,13.9983,-3.8721,1,"Undisclosed Source","Local partner-Other","On 22 November 2020, presumed JNIM militants attacked the Dogon village of Gandaga (Bandiagara, Mopti). Village self-defense responded to the attack. One Dogon man was killed and another wounded.",1,1606769179,MLI
7313575,466,MLI4570,4570,"22 November 2020",2020,1,Battles,"Armed clash","Unidentified Armed Group (Mali)",,3,"Ganda Izo","CMFPR1: Coordination of Patriotic Movements and Forces for Resistance (Plateforme)",3,33,"Western Africa",Mali,Gao,Gao,Gao,Wabaria,16.1908,-0.0322,2,"Mali Jet",National,"On 22 November 2020, an unknown gunman or gunmen opened fire against a Ganda Izo of CMFPR1 (Plateform) checkpoint near Wabaria (Gao, Gao). No casualties were reported.",0,1606769178,MLI
