date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
2019-03-15,Wheat flour - Retail,KG,cereals and tubers,277.5,YER,Yemen,Abyan,3407,Zungubar City,1940,58,15,5,1,1940_58_15_5,
2019-04-15,Wheat flour - Retail,KG,cereals and tubers,250.0,YER,Yemen,Abyan,3407,Zungubar City,1940,58,15,5,1,1940_58_15_5,
2019-05-15,Wheat flour - Retail,KG,cereals and tubers,250.0,YER,Yemen,Abyan,3407,Zungubar City,1940,58,15,5,1,1940_58_15_5,
2019-06-15,Wheat flour - Retail,KG,cereals and tubers,250.0,YER,Yemen,Abyan,3407,Zungubar City,1940,58,15,5,1,1940_58_15_5,
2019-07-15,Wheat flour - Retail,KG,cereals and tubers,217.5,YER,Yemen,Abyan,3407,Zungubar City,1940,58,15,5,1,1940_58_15_5,
2019-08-15,Wheat flour - Retail,KG,cereals and tubers,237.5,YER,Yemen,Abyan,3407,Zungubar City,1940,58,15,5,1,1940_58_15_5,
2019-09-15,Wheat flour - Retail,KG,cereals and tubers,250.0,YER,Yemen,Abyan,3407,Zungubar City,1940,58,15,5,1,1940_58_15_5,
2019-10-15,Wheat flour - Retail,KG,cereals and tubers,250.0,YER,Yemen,Abyan,3407,Zungubar City,1940,58,15,5,1,1940_58_15_5,
2019-11-15,Wheat flour - Retail,KG,cereals and tubers,225.0,YER,Yemen,Abyan,3407,Zungubar City,1940,58,15,5,1,1940_58_15_5,
2019-12-15,Wheat flour - Retail,KG,cereals and tubers,250.0,YER,Yemen,Abyan,3407,Zungubar City,1940,58,15,5,1,1940_58_15_5,
2020-01-15,Wheat flour - Retail,KG,cereals and tubers,265.0,YER,Yemen,Abyan,3407,Zungubar City,1940,58,15,5,1,1940_58_15_5,
2020-02-15,Wheat flour - Retail,KG,cereals and tubers,265.0,YER,Yemen,Abyan,3407,Zungubar City,1940,58,15,5,1,1940_58_15_5,
2020-03-15,Wheat flour - Retail,KG,cereals and tubers,260.0,YER,Yemen,Abyan,3407,Zungubar City,1940,58,15,5,1,1940_58_15_5,
2016-07-15,Rice (imported) - Retail,KG,cereals and tubers,400.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2016-08-15,Rice (imported) - Retail,KG,cereals and tubers,400.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2016-09-15,Rice (imported) - Retail,KG,cereals and tubers,375.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2016-10-15,Rice (imported) - Retail,KG,cereals and tubers,363.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2016-11-15,Rice (imported) - Retail,KG,cereals and tubers,368.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2016-12-15,Rice (imported) - Retail,KG,cereals and tubers,385.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2017-01-15,Rice (imported) - Retail,KG,cereals and tubers,400.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2017-02-15,Rice (imported) - Retail,KG,cereals and tubers,413.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2017-03-15,Rice (imported) - Retail,KG,cereals and tubers,450.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2017-04-15,Rice (imported) - Retail,KG,cereals and tubers,458.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2017-05-15,Rice (imported) - Retail,KG,cereals and tubers,479.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2017-06-15,Rice (imported) - Retail,KG,cereals and tubers,500.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2017-07-15,Rice (imported) - Retail,KG,cereals and tubers,500.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2017-08-15,Rice (imported) - Retail,KG,cereals and tubers,500.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2017-09-15,Rice (imported) - Retail,KG,cereals and tubers,500.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2017-10-15,Rice (imported) - Retail,KG,cereals and tubers,512.5,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2017-11-15,Rice (imported) - Retail,KG,cereals and tubers,575.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2017-12-15,Rice (imported) - Retail,KG,cereals and tubers,600.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2018-01-15,Rice (imported) - Retail,KG,cereals and tubers,650.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2018-02-15,Rice (imported) - Retail,KG,cereals and tubers,650.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2018-03-15,Rice (imported) - Retail,KG,cereals and tubers,656.25,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2018-04-15,Rice (imported) - Retail,KG,cereals and tubers,700.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2018-05-15,Rice (imported) - Retail,KG,cereals and tubers,700.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2018-06-15,Rice (imported) - Retail,KG,cereals and tubers,700.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2018-07-15,Rice (imported) - Retail,KG,cereals and tubers,700.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2018-08-15,Rice (imported) - Retail,KG,cereals and tubers,762.5,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2018-09-15,Rice (imported) - Retail,KG,cereals and tubers,950.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2018-10-15,Rice (imported) - Retail,KG,cereals and tubers,1050.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2018-11-15,Rice (imported) - Retail,KG,cereals and tubers,975.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2018-12-15,Rice (imported) - Retail,KG,cereals and tubers,812.5,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2019-01-15,Rice (imported) - Retail,KG,cereals and tubers,822.5,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2019-02-15,Rice (imported) - Retail,KG,cereals and tubers,800.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2019-03-15,Rice (imported) - Retail,KG,cereals and tubers,825.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2019-04-15,Rice (imported) - Retail,KG,cereals and tubers,887.5,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2019-05-15,Rice (imported) - Retail,KG,cereals and tubers,800.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2019-06-15,Rice (imported) - Retail,KG,cereals and tubers,800.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2019-07-15,Rice (imported) - Retail,KG,cereals and tubers,812.5,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2019-08-15,Rice (imported) - Retail,KG,cereals and tubers,825.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2019-09-15,Rice (imported) - Retail,KG,cereals and tubers,850.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2019-10-15,Rice (imported) - Retail,KG,cereals and tubers,850.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2019-11-15,Rice (imported) - Retail,KG,cereals and tubers,800.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2019-12-15,Rice (imported) - Retail,KG,cereals and tubers,800.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2020-01-15,Rice (imported) - Retail,KG,cereals and tubers,812.5,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2020-02-15,Rice (imported) - Retail,KG,cereals and tubers,837.5,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2020-03-15,Rice (imported) - Retail,KG,cereals and tubers,900.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2016-07-15,Beans (white) - Retail,KG,pulses and nuts,350.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2016-08-15,Beans (white) - Retail,KG,pulses and nuts,350.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2016-09-15,Beans (white) - Retail,KG,pulses and nuts,350.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2016-10-15,Beans (white) - Retail,KG,pulses and nuts,350.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2016-11-15,Beans (white) - Retail,KG,pulses and nuts,350.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2016-12-15,Beans (white) - Retail,KG,pulses and nuts,350.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2017-01-15,Beans (white) - Retail,KG,pulses and nuts,350.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2017-02-15,Beans (white) - Retail,KG,pulses and nuts,400.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2017-03-15,Beans (white) - Retail,KG,pulses and nuts,400.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2017-04-15,Beans (white) - Retail,KG,pulses and nuts,400.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2017-05-15,Beans (white) - Retail,KG,pulses and nuts,400.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2017-06-15,Beans (white) - Retail,KG,pulses and nuts,400.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2017-07-15,Beans (white) - Retail,KG,pulses and nuts,500.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2017-08-15,Beans (white) - Retail,KG,pulses and nuts,488.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2017-09-15,Beans (white) - Retail,KG,pulses and nuts,450.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2017-10-15,Beans (white) - Retail,KG,pulses and nuts,450.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2017-11-15,Beans (white) - Retail,KG,pulses and nuts,475.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2017-12-15,Beans (white) - Retail,KG,pulses and nuts,500.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2018-01-15,Beans (white) - Retail,KG,pulses and nuts,500.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2018-02-15,Beans (white) - Retail,KG,pulses and nuts,500.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2018-03-15,Beans (white) - Retail,KG,pulses and nuts,500.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2018-04-15,Beans (white) - Retail,KG,pulses and nuts,525.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2018-05-15,Beans (white) - Retail,KG,pulses and nuts,500.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2018-06-15,Beans (white) - Retail,KG,pulses and nuts,500.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2018-07-15,Beans (white) - Retail,KG,pulses and nuts,500.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2018-08-15,Beans (white) - Retail,KG,pulses and nuts,550.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2018-09-15,Beans (white) - Retail,KG,pulses and nuts,675.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2018-10-15,Beans (white) - Retail,KG,pulses and nuts,700.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2018-11-15,Beans (white) - Retail,KG,pulses and nuts,637.5,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2018-12-15,Beans (white) - Retail,KG,pulses and nuts,575.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2019-01-15,Beans (white) - Retail,KG,pulses and nuts,600.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2019-02-15,Beans (white) - Retail,KG,pulses and nuts,600.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2019-03-15,Beans (white) - Retail,KG,pulses and nuts,600.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2019-04-15,Beans (white) - Retail,KG,pulses and nuts,525.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2019-05-15,Beans (white) - Retail,KG,pulses and nuts,600.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2019-06-15,Beans (white) - Retail,KG,pulses and nuts,525.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2019-07-15,Beans (white) - Retail,KG,pulses and nuts,500.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2019-08-15,Beans (white) - Retail,KG,pulses and nuts,500.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2019-09-15,Beans (white) - Retail,KG,pulses and nuts,500.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2019-10-15,Beans (white) - Retail,KG,pulses and nuts,500.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2019-11-15,Beans (white) - Retail,KG,pulses and nuts,500.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2019-12-15,Beans (white) - Retail,KG,pulses and nuts,500.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2020-01-15,Beans (white) - Retail,KG,pulses and nuts,500.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2020-02-15,Beans (white) - Retail,KG,pulses and nuts,500.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2020-03-15,Beans (white) - Retail,KG,pulses and nuts,500.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2016-07-15,Potatoes - Retail,KG,cereals and tubers,263.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2016-08-15,Potatoes - Retail,KG,cereals and tubers,250.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2016-09-15,Potatoes - Retail,KG,cereals and tubers,300.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2016-10-15,Potatoes - Retail,KG,cereals and tubers,313.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2016-11-15,Potatoes - Retail,KG,cereals and tubers,300.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2016-12-15,Potatoes - Retail,KG,cereals and tubers,275.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2017-01-15,Potatoes - Retail,KG,cereals and tubers,300.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2017-02-15,Potatoes - Retail,KG,cereals and tubers,238.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2017-03-15,Potatoes - Retail,KG,cereals and tubers,200.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2017-04-15,Potatoes - Retail,KG,cereals and tubers,200.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2017-05-15,Potatoes - Retail,KG,cereals and tubers,200.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2017-06-15,Potatoes - Retail,KG,cereals and tubers,175.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2017-07-15,Potatoes - Retail,KG,cereals and tubers,150.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2017-08-15,Potatoes - Retail,KG,cereals and tubers,163.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2017-09-15,Potatoes - Retail,KG,cereals and tubers,200.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2017-10-15,Potatoes - Retail,KG,cereals and tubers,250.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2017-11-15,Potatoes - Retail,KG,cereals and tubers,262.5,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2017-12-15,Potatoes - Retail,KG,cereals and tubers,237.5,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2018-01-15,Potatoes - Retail,KG,cereals and tubers,275.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2018-02-15,Potatoes - Retail,KG,cereals and tubers,275.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2018-03-15,Potatoes - Retail,KG,cereals and tubers,325.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2018-04-15,Potatoes - Retail,KG,cereals and tubers,300.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2018-05-15,Potatoes - Retail,KG,cereals and tubers,250.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2018-06-15,Potatoes - Retail,KG,cereals and tubers,250.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2018-07-15,Potatoes - Retail,KG,cereals and tubers,250.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2018-08-15,Potatoes - Retail,KG,cereals and tubers,275.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2018-09-15,Potatoes - Retail,KG,cereals and tubers,337.5,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2018-10-15,Potatoes - Retail,KG,cereals and tubers,500.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2018-11-15,Potatoes - Retail,KG,cereals and tubers,400.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2018-12-15,Potatoes - Retail,KG,cereals and tubers,325.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2019-01-15,Potatoes - Retail,KG,cereals and tubers,325.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2019-02-15,Potatoes - Retail,KG,cereals and tubers,312.5,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2019-03-15,Potatoes - Retail,KG,cereals and tubers,287.5,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2019-04-15,Potatoes - Retail,KG,cereals and tubers,350.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2019-05-15,Potatoes - Retail,KG,cereals and tubers,450.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2019-06-15,Potatoes - Retail,KG,cereals and tubers,425.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2019-07-15,Potatoes - Retail,KG,cereals and tubers,312.5,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2019-08-15,Potatoes - Retail,KG,cereals and tubers,450.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2019-09-15,Potatoes - Retail,KG,cereals and tubers,400.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2019-10-15,Potatoes - Retail,KG,cereals and tubers,400.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2019-11-15,Potatoes - Retail,KG,cereals and tubers,450.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2019-12-15,Potatoes - Retail,KG,cereals and tubers,400.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2020-01-15,Potatoes - Retail,KG,cereals and tubers,400.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2020-02-15,Potatoes - Retail,KG,cereals and tubers,425.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
