AdminStrata,Bamako,Bamako,Gao-Menaka,Gao-Menaka,Kayes,Kayes,Kidal,Kidal,Koulikoro,Koulikoro,Mopti,Mopti,Segou,Segou,Sikasso,Sikasso,Tombouctou-Taoudeni,Tombouctou-Taoudeni
2019-01-31,0.21169445,94.81682971014494,0.13766250000000002,105.047896747007,0.2907097,106.46545986332049,0.11548365,103.298351994417,0.2663341,103.0579466606375,0.21291610000000002,104.20529206808101,0.2392642,103.30978664406601,0.33977770000000007,104.2927009127335,0.11353849999999999,103.05344473508299
2019-02-01,,,,,,,,,,,,,,,,,,
2019-02-02,,,,,,,,,,,,,,,,,,
2019-02-03,,,,,,,,,,,,,,,,,,
2019-02-04,,,,,,,,,,,,,,,,,,
2019-02-05,,,,,,,,,,,,,,,,,,
2019-02-06,,,,,,,,,,,,,,,,,,
2019-02-07,,,,,,,,,,,,,,,,,,
2019-02-08,,,,,,,,,,,,,,,,,,
2019-02-09,,,,,,,,,,,,,,,,,,
2019-02-10,0.20753890000000003,94.75696027321206,0.1371231,104.9133296366835,0.28166664999999996,106.21636370448951,0.11526585,103.215164085442,0.26006265,103.07604876971999,0.20799479999999998,103.80004329112299,0.2340628,103.120933023603,0.33073375,103.761024142535,0.11349845000000001,102.93985799831401
2019-02-11,,,,,,,,,,,,,,,,,,
2019-02-12,,,,,,,,,,,,,,,,,,
2019-02-13,,,,,,,,,,,,,,,,,,
2019-02-14,,,,,,,,,,,,,,,,,,
2019-02-15,,,,,,,,,,,,,,,,,,
2019-02-16,,,,,,,,,,,,,,,,,,
2019-02-17,,,,,,,,,,,,,,,,,,
2019-02-18,,,,,,,,,,,,,,,,,,
2019-02-19,,,,,,,,,,,,,,,,,,
2019-02-20,0.20302775,94.464237447341,0.1356483,104.5573099266995,0.270751,105.22864152297751,0.11489315,103.07258449146352,0.25294595,102.87603399521899,0.20218265000000002,103.2306413880195,0.22839065000000003,103.0174887681635,0.32292909999999997,102.835773688505,0.11313825,102.7297606535885
2019-02-21,,,,,,,,,,,,,,,,,,
2019-02-22,,,,,,,,,,,,,,,,,,
2019-02-23,,,,,,,,,,,,,,,,,,
2019-02-24,,,,,,,,,,,,,,,,,,
2019-02-25,,,,,,,,,,,,,,,,,,
2019-02-26,,,,,,,,,,,,,,,,,,
2019-02-27,,,,,,,,,,,,,,,,,,
2019-02-28,0.19891665,94.20336119633674,0.1349639,104.60765040426,0.2607359,104.16323211302901,0.11446925000000001,102.93339933985101,0.24528350000000002,102.3101984332815,0.19657409999999997,102.63772528246051,0.22245979999999999,102.83981684640202,0.3170846,101.694217508983,0.11263390000000001,102.417325953602
2019-03-01,,,,,,,,,,,,,,,,,,
2019-03-02,,,,,,,,,,,,,,,,,,
2019-03-03,,,,,,,,,,,,,,,,,,
2019-03-04,,,,,,,,,,,,,,,,,,
2019-03-05,,,,,,,,,,,,,,,,,,
2019-03-06,,,,,,,,,,,,,,,,,,
2019-03-07,,,,,,,,,,,,,,,,,,
2019-03-08,,,,,,,,,,,,,,,,,,
2019-03-09,,,,,,,,,,,,,,,,,,
2019-03-10,0.19431110000000001,94.62901147968574,0.13323805,104.652918022151,0.2440841,101.807994488708,0.1134404,102.612068440525,0.23350259999999998,101.1952711722835,0.19084944999999998,103.4166207227025,0.2143759,103.286441285838,0.3144732,99.81503420799095,0.11203495000000001,102.150851829997
2019-03-11,,,,,,,,,,,,,,,,,,
2019-03-12,,,,,,,,,,,,,,,,,,
2019-03-13,,,,,,,,,,,,,,,,,,
2019-03-14,,,,,,,,,,,,,,,,,,
2019-03-15,,,,,,,,,,,,,,,,,,
2019-03-16,,,,,,,,,,,,,,,,,,
2019-03-17,,,,,,,,,,,,,,,,,,
2019-03-18,,,,,,,,,,,,,,,,,,
2019-03-19,,,,,,,,,,,,,,,,,,
2019-03-20,0.1943111,95.45057814714741,0.13185134999999998,104.31407337552899,0.24060469999999998,101.655246669148,0.11289110000000001,102.4321577830685,0.23096830000000002,101.104211339559,0.18843655,103.81100846252201,0.2120488,103.730392372248,0.31847365,99.46558730463803,0.11179215,102.0819610277845
2019-03-21,,,,,,,,,,,,,,,,,,
2019-03-22,,,,,,,,,,,,,,,,,,
2019-03-23,,,,,,,,,,,,,,,,,,
2019-03-24,,,,,,,,,,,,,,,,,,
2019-03-25,,,,,,,,,,,,,,,,,,
2019-03-26,,,,,,,,,,,,,,,,,,
2019-03-27,,,,,,,,,,,,,,,,,,
2019-03-28,,,,,,,,,,,,,,,,,,
2019-03-29,,,,,,,,,,,,,,,,,,
2019-03-30,,,,,,,,,,,,,,,,,,
2019-03-31,0.19348885,95.62750223664705,0.13026265,103.722677969008,0.24028035,102.126704792329,0.1124292,102.29924076622498,0.230045,101.07490323633151,0.18468675,103.28781429853399,0.20924254999999997,103.54265860455251,0.32547385,99.4496778718459,0.11150985,101.94912954008902
2019-04-01,,,,,,,,,,,,,,,,,,
2019-04-02,,,,,,,,,,,,,,,,,,
2019-04-03,,,,,,,,,,,,,,,,,,
2019-04-04,,,,,,,,,,,,,,,,,,
2019-04-05,,,,,,,,,,,,,,,,,,
2019-04-06,,,,,,,,,,,,,,,,,,
2019-04-07,,,,,,,,,,,,,,,,,,
2019-04-08,,,,,,,,,,,,,,,,,,
2019-04-09,,,,,,,,,,,,,,,,,,
2019-04-10,0.19306109999999999,95.6180566483084,0.12889645,103.22279024412748,0.24090944999999997,102.55524900832401,0.11212045000000001,102.26116262772351,0.23025975,101.11088221902949,0.18147344999999998,102.7233690739235,0.20613255000000003,102.87323659685052,0.33319979999999993,99.26684454576065,0.11108534999999999,101.689711486806
2019-04-11,,,,,,,,,,,,,,,,,,
2019-04-12,,,,,,,,,,,,,,,,,,
2019-04-13,,,,,,,,,,,,,,,,,,
2019-04-14,,,,,,,,,,,,,,,,,,
2019-04-15,,,,,,,,,,,,,,,,,,
2019-04-16,,,,,,,,,,,,,,,,,,
2019-04-17,,,,,,,,,,,,,,,,,,
2019-04-18,,,,,,,,,,,,,,,,,,
2019-04-19,,,,,,,,,,,,,,,,,,
2019-04-20,0.19573329999999997,95.61194049595525,0.128628,103.8166696694775,0.24349745,102.8431741849125,0.11177265,102.41653350688452,0.23362415,100.93565721809999,0.1783958,102.7220956412465,0.20348955000000002,101.99604633346351,0.35035235,98.35125353814314,0.1108564,101.6522172698885
2019-04-21,,,,,,,,,,,,,,,,,,
2019-04-22,,,,,,,,,,,,,,,,,,
2019-04-23,,,,,,,,,,,,,,,,,,
2019-04-24,,,,,,,,,,,,,,,,,,
2019-04-25,,,,,,,,,,,,,,,,,,
2019-04-26,,,,,,,,,,,,,,,,,,
2019-04-27,,,,,,,,,,,,,,,,,,
2019-04-28,,,,,,,,,,,,,,,,,,
2019-04-29,,,,,,,,,,,,,,,,,,
2019-04-30,0.20002219999999998,96.035174945188,0.12906600000000001,104.39699144318499,0.24788294999999996,103.567224156082,0.11157550000000001,102.5382053981605,0.2374198,100.889302153175,0.18010175,103.93000112465748,0.20609604999999998,102.852958564197,0.36366885,98.58086014643115,0.11105290000000001,101.859173137238
2019-05-01,,,,,,,,,,,,,,,,,,
2019-05-02,,,,,,,,,,,,,,,,,,
2019-05-03,,,,,,,,,,,,,,,,,,
2019-05-04,,,,,,,,,,,,,,,,,,
2019-05-05,,,,,,,,,,,,,,,,,,
2019-05-06,,,,,,,,,,,,,,,,,,
2019-05-07,,,,,,,,,,,,,,,,,,
2019-05-08,,,,,,,,,,,,,,,,,,
2019-05-09,,,,,,,,,,,,,,,,,,
2019-05-10,0.20825555,97.51626778052454,0.12914905,104.8364595226125,0.2534344,104.38289663067948,0.11126455,102.641352235884,0.24365074999999997,101.42647782128299,0.1819875,105.21146830515148,0.21033469999999999,104.44927503088302,0.38137439999999995,99.48251722770931,0.1110693,101.9531128844305
2019-05-11,,,,,,,,,,,,,,,,,,
2019-05-12,,,,,,,,,,,,,,,,,,
2019-05-13,,,,,,,,,,,,,,,,,,
2019-05-14,,,,,,,,,,,,,,,,,,
2019-05-15,,,,,,,,,,,,,,,,,,
2019-05-16,,,,,,,,,,,,,,,,,,
2019-05-17,,,,,,,,,,,,,,,,,,
2019-05-18,,,,,,,,,,,,,,,,,,
2019-05-19,,,,,,,,,,,,,,,,,,
2019-05-20,0.21999444999999998,99.87875579586125,0.1297741,105.656554970776,0.25928625,104.72614233772151,0.1109087,102.7664982724155,0.2521057,102.3937519636965,0.18150225,105.46881228692851,0.21166504999999997,104.96546547992101,0.40142579999999994,100.4813435684595,0.11107270000000001,102.06761557267049
2019-05-21,,,,,,,,,,,,,,,,,,
2019-05-22,,,,,,,,,,,,,,,,,,
2019-05-23,,,,,,,,,,,,,,,,,,
2019-05-24,,,,,,,,,,,,,,,,,,
2019-05-25,,,,,,,,,,,,,,,,,,
2019-05-26,,,,,,,,,,,,,,,,,,
2019-05-27,,,,,,,,,,,,,,,,,,
2019-05-28,,,,,,,,,,,,,,,,,,
2019-05-29,,,,,,,,,,,,,,,,,,
2019-05-30,,,,,,,,,,,,,,,,,,
2019-05-31,0.25696109999999994,107.013105363047,0.1290355,106.814932988411,0.2670755,101.17781867891298,0.10994939999999999,103.019822131536,0.26904935,102.6060642703445,0.17849159999999997,105.3702528610115,0.21240905000000002,104.833123727584,0.44460715,101.63972341900751,0.11065540000000001,102.117995236561
2019-06-01,,,,,,,,,,,,,,,,,,
2019-06-02,,,,,,,,,,,,,,,,,,
2019-06-03,,,,,,,,,,,,,,,,,,
2019-06-04,,,,,,,,,,,,,,,,,,
2019-06-05,,,,,,,,,,,,,,,,,,
2019-06-06,,,,,,,,,,,,,,,,,,
2019-06-07,,,,,,,,,,,,,,,,,,
2019-06-08,,,,,,,,,,,,,,,,,,
2019-06-09,,,,,,,,,,,,,,,,,,
2019-06-10,0.27832775,109.7148223792635,0.12756865,106.81759119898649,0.27165465,97.54568417004882,0.10934650000000001,103.09525473206949,0.27736524999999995,101.44732731980801,0.17736744999999998,105.219207984847,0.2142387,104.37736093516651,0.46567559999999997,101.4044103665105,0.1101683,101.99976946801249
2019-06-11,,,,,,,,,,,,,,,,,,
2019-06-12,,,,,,,,,,,,,,,,,,
2019-06-13,,,,,,,,,,,,,,,,,,
2019-06-14,,,,,,,,,,,,,,,,,,
2019-06-15,,,,,,,,,,,,,,,,,,
2019-06-16,,,,,,,,,,,,,,,,,,
2019-06-17,,,,,,,,,,,,,,,,,,
2019-06-18,,,,,,,,,,,,,,,,,,
2019-06-19,,,,,,,,,,,,,,,,,,
2019-06-20,0.2982611,110.6332211841015,0.1268443,107.02398963918702,0.28245495,94.1621070925429,0.10870615,103.101868754523,0.28733085,99.6887118251975,0.1775629,104.6993566565095,0.21799604999999997,103.36857302210149,0.48679025,100.85822172902849,0.10993030000000001,101.9855678544235
2019-06-21,,,,,,,,,,,,,,,,,,
2019-06-22,,,,,,,,,,,,,,,,,,
2019-06-23,,,,,,,,,,,,,,,,,,
2019-06-24,,,,,,,,,,,,,,,,,,
2019-06-25,,,,,,,,,,,,,,,,,,
2019-06-26,,,,,,,,,,,,,,,,,,
2019-06-27,,,,,,,,,,,,,,,,,,
2019-06-28,,,,,,,,,,,,,,,,,,
2019-06-29,,,,,,,,,,,,,,,,,,
2019-06-30,0.31272225,108.72245611952698,0.12599105,106.868113183945,0.3037742,92.17147124003901,0.10799155,102.9913749888365,0.30083415,97.70712772069625,0.1790238,103.302867416655,0.224593,101.65611886590949,0.5076012999999999,99.98452538661445,0.1097342,101.92746513384901
2019-07-01,,,,,,,,,,,,,,,,,,
2019-07-02,,,,,,,,,,,,,,,,,,
2019-07-03,,,,,,,,,,,,,,,,,,
2019-07-04,,,,,,,,,,,,,,,,,,
2019-07-05,,,,,,,,,,,,,,,,,,
2019-07-06,,,,,,,,,,,,,,,,,,
2019-07-07,,,,,,,,,,,,,,,,,,
2019-07-08,,,,,,,,,,,,,,,,,,
2019-07-09,,,,,,,,,,,,,,,,,,
2019-07-10,0.3282666333333334,99.07455037541472,0.1253933,105.16377455239267,0.3864397333333334,92.06660875408208,0.10659863333333333,102.60211543908866,0.34645523333333333,93.30986476269513,0.19141476666666668,98.29667520500637,0.25348899999999996,96.661351957535,0.5500987333333334,97.34468466782022,0.1098655,101.88577153542299
2019-07-11,,,,,,,,,,,,,,,,,,
2019-07-12,,,,,,,,,,,,,,,,,,
2019-07-13,,,,,,,,,,,,,,,,,,
2019-07-14,,,,,,,,,,,,,,,,,,
2019-07-15,,,,,,,,,,,,,,,,,,
2019-07-16,,,,,,,,,,,,,,,,,,
2019-07-17,,,,,,,,,,,,,,,,,,
2019-07-18,,,,,,,,,,,,,,,,,,
2019-07-19,,,,,,,,,,,,,,,,,,
2019-07-20,0.33759445000000005,95.1930622027784,0.12620235000000002,103.87311260886051,0.44249210000000005,94.0169515760071,0.10615459999999999,102.3089094250495,0.38258805000000007,93.01838593805269,0.20567835,95.64798486262114,0.2795916,95.67839627773685,0.57337325,96.80403314647725,0.11081440000000001,101.952197069644
2019-07-21,,,,,,,,,,,,,,,,,,
2019-07-22,,,,,,,,,,,,,,,,,,
2019-07-23,,,,,,,,,,,,,,,,,,
2019-07-24,,,,,,,,,,,,,,,,,,
2019-07-25,,,,,,,,,,,,,,,,,,
2019-07-26,,,,,,,,,,,,,,,,,,
2019-07-27,,,,,,,,,,,,,,,,,,
2019-07-28,,,,,,,,,,,,,,,,,,
2019-07-29,,,,,,,,,,,,,,,,,,
2019-07-30,,,,,,,,,,,,,,,,,,
2019-07-31,0.34837779999999996,91.78036177853716,0.12945210000000001,102.92676827495148,0.50341305,96.10798747256541,0.1060989,102.12080433293599,0.42891375,93.96508931234204,0.22962224999999997,94.586295685165,0.3126529,95.2096275289486,0.59777875,96.59377956212565,0.11317225,102.45072801361249
2019-08-01,,,,,,,,,,,,,,,,,,
2019-08-02,,,,,,,,,,,,,,,,,,
2019-08-03,,,,,,,,,,,,,,,,,,
2019-08-04,,,,,,,,,,,,,,,,,,
2019-08-05,,,,,,,,,,,,,,,,,,
2019-08-06,,,,,,,,,,,,,,,,,,
2019-08-07,,,,,,,,,,,,,,,,,,
2019-08-08,,,,,,,,,,,,,,,,,,
2019-08-09,,,,,,,,,,,,,,,,,,
2019-08-10,0.37377225,87.156088306951,0.15068405,104.28710177296949,0.6002731,96.8356672593003,0.1078063,102.3334731878195,0.5292318,96.8498117785779,0.3025149,96.6451698511618,0.3909277,95.6461708794036,0.6421673,96.69205896063559,0.1204854,103.16192666101901
2019-08-11,,,,,,,,,,,,,,,,,,
2019-08-12,,,,,,,,,,,,,,,,,,
2019-08-13,,,,,,,,,,,,,,,,,,
2019-08-14,,,,,,,,,,,,,,,,,,
2019-08-15,,,,,,,,,,,,,,,,,,
2019-08-16,,,,,,,,,,,,,,,,,,
2019-08-17,,,,,,,,,,,,,,,,,,
2019-08-18,,,,,,,,,,,,,,,,,,
2019-08-19,,,,,,,,,,,,,,,,,,
2019-08-20,0.3850611,85.85603117063752,0.16873425,107.20191433521501,0.63834875,97.17191590304895,0.10953234999999999,102.715617205337,0.5747389,98.55191187007296,0.3443481,99.01282967401309,0.42898495000000003,96.2511413855134,0.6609404000000001,97.11485949129404,0.12492225000000001,103.4268116310505
2019-08-21,,,,,,,,,,,,,,,,,,
2019-08-22,,,,,,,,,,,,,,,,,,
2019-08-23,,,,,,,,,,,,,,,,,,
2019-08-24,,,,,,,,,,,,,,,,,,
2019-08-25,,,,,,,,,,,,,,,,,,
2019-08-26,,,,,,,,,,,,,,,,,,
2019-08-27,,,,,,,,,,,,,,,,,,
2019-08-28,,,,,,,,,,,,,,,,,,
2019-08-29,,,,,,,,,,,,,,,,,,
2019-08-30,,,,,,,,,,,,,,,,,,
2019-08-31,0.39470555,85.42719885847481,0.18888475000000002,111.71891149183449,0.66847675,97.89209094871475,0.111699,103.278159759591,0.6115732,100.37584813138,0.38367080000000003,102.0707133827555,0.46291325000000005,97.36725108920746,0.67610595,97.71861012195544,0.12963270000000002,104.103335626358
2019-09-01,,,,,,,,,,,,,,,,,,
2019-09-02,,,,,,,,,,,,,,,,,,
2019-09-03,,,,,,,,,,,,,,,,,,
2019-09-04,,,,,,,,,,,,,,,,,,
2019-09-05,,,,,,,,,,,,,,,,,,
2019-09-06,,,,,,,,,,,,,,,,,,
2019-09-07,,,,,,,,,,,,,,,,,,
2019-09-08,,,,,,,,,,,,,,,,,,
2019-09-09,,,,,,,,,,,,,,,,,,
2019-09-10,0.40355555000000004,85.99839780053091,0.20582784999999998,116.6492790920035,0.6873887,98.6563980738294,0.1140695,103.97583459128799,0.6357826500000001,102.069140271224,0.41254910000000006,105.160836941388,0.49039939999999993,99.13626243034176,0.68815505,98.55373401475109,0.13323225,105.04737766026349
2019-09-11,,,,,,,,,,,,,,,,,,
2019-09-12,,,,,,,,,,,,,,,,,,
2019-09-13,,,,,,,,,,,,,,,,,,
2019-09-14,,,,,,,,,,,,,,,,,,
2019-09-15,,,,,,,,,,,,,,,,,,
2019-09-16,,,,,,,,,,,,,,,,,,
2019-09-17,,,,,,,,,,,,,,,,,,
2019-09-18,,,,,,,,,,,,,,,,,,
2019-09-19,,,,,,,,,,,,,,,,,,
2019-09-20,0.4101667,88.41803274278675,0.207439,119.76201951257599,0.69491645,100.71392549848852,0.1183071,105.55147220218902,0.63335635,103.44101078949251,0.41820565000000004,108.78975529803401,0.5120622,103.07543424891,0.6966775000000001,100.10850442477661,0.13298235,106.20891625692948
2019-09-21,,,,,,,,,,,,,,,,,,
2019-09-22,,,,,,,,,,,,,,,,,,
2019-09-23,,,,,,,,,,,,,,,,,,
2019-09-24,,,,,,,,,,,,,,,,,,
2019-09-25,,,,,,,,,,,,,,,,,,
2019-09-26,,,,,,,,,,,,,,,,,,
2019-09-27,,,,,,,,,,,,,,,,,,
2019-09-28,,,,,,,,,,,,,,,,,,
2019-09-29,,,,,,,,,,,,,,,,,,
2019-09-30,0.4033,89.13870537091668,0.1928795,116.91361477443,0.6877850999999999,102.33809399565101,0.1194464,106.0593769872865,0.6108399,103.430045333995,0.401691,109.836856069513,0.5047284,104.903570056188,0.6912275,100.581852298343,0.12990615,106.18774815889499
2019-10-01,,,,,,,,,,,,,,,,,,
2019-10-02,,,,,,,,,,,,,,,,,,
2019-10-03,,,,,,,,,,,,,,,,,,
2019-10-04,,,,,,,,,,,,,,,,,,
2019-10-05,,,,,,,,,,,,,,,,,,
2019-10-06,,,,,,,,,,,,,,,,,,
2019-10-07,,,,,,,,,,,,,,,,,,
2019-10-08,,,,,,,,,,,,,,,,,,
2019-10-09,,,,,,,,,,,,,,,,,,
2019-10-10,0.39223889999999995,89.8007723161789,0.176096,112.984446248985,0.6740500999999999,104.22157412915851,0.11982159999999999,106.26455632994649,0.5799888000000001,103.417364445332,0.3783012,110.1247931791215,0.4861252,106.32394456977099,0.68101995,101.095039605079,0.12593685,105.65261202746251
2019-10-11,,,,,,,,,,,,,,,,,,
2019-10-12,,,,,,,,,,,,,,,,,,
2019-10-13,,,,,,,,,,,,,,,,,,
2019-10-14,,,,,,,,,,,,,,,,,,
2019-10-15,,,,,,,,,,,,,,,,,,
2019-10-16,,,,,,,,,,,,,,,,,,
2019-10-17,,,,,,,,,,,,,,,,,,
2019-10-18,,,,,,,,,,,,,,,,,,
2019-10-19,,,,,,,,,,,,,,,,,,
2019-10-20,0.38132225,91.09234424498415,0.1627884,109.8503104679425,0.6528035000000001,106.031243757796,0.1196668,106.238024750727,0.54551055,103.589968076416,0.35406970000000004,109.994397786554,0.45976680000000003,107.244097403674,0.6669779499999999,101.74106740588451,0.12212414999999999,104.891454709215
2019-10-21,,,,,,,,,,,,,,,,,,
2019-10-22,,,,,,,,,,,,,,,,,,
2019-10-23,,,,,,,,,,,,,,,,,,
2019-10-24,,,,,,,,,,,,,,,,,,
2019-10-25,,,,,,,,,,,,,,,,,,
2019-10-26,,,,,,,,,,,,,,,,,,
2019-10-27,,,,,,,,,,,,,,,,,,
2019-10-28,,,,,,,,,,,,,,,,,,
2019-10-29,,,,,,,,,,,,,,,,,,
2019-10-30,,,,,,,,,,,,,,,,,,
2019-10-31,0.3536778,93.8179473819007,0.1490443,106.76343324130849,0.57810085,106.484031231431,0.11885565000000001,105.8648148101705,0.47522685,104.30553086954251,0.31164405,108.224202100838,0.39977725,107.87479031946299,0.62766375,103.2895054718015,0.11713570000000001,103.8117675411245
2019-11-01,,,,,,,,,,,,,,,,,,
2019-11-02,,,,,,,,,,,,,,,,,,
2019-11-03,,,,,,,,,,,,,,,,,,
2019-11-04,,,,,,,,,,,,,,,,,,
2019-11-05,,,,,,,,,,,,,,,,,,
2019-11-06,,,,,,,,,,,,,,,,,,
2019-11-07,,,,,,,,,,,,,,,,,,
2019-11-08,,,,,,,,,,,,,,,,,,
2019-11-09,,,,,,,,,,,,,,,,,,
2019-11-10,0.3365,94.91391565701426,0.14642109999999997,106.236562978155,0.5319771999999999,105.51582944492901,0.11855294999999999,105.67814967726548,0.4414377,104.5432402259355,0.2974541,107.61197459836049,0.37144160000000004,107.634501753038,0.6023678499999999,104.0613772254505,0.11595174999999999,103.569603094511
2019-11-11,,,,,,,,,,,,,,,,,,
2019-11-12,,,,,,,,,,,,,,,,,,
2019-11-13,,,,,,,,,,,,,,,,,,
2019-11-14,,,,,,,,,,,,,,,,,,
2019-11-15,,,,,,,,,,,,,,,,,,
2019-11-16,,,,,,,,,,,,,,,,,,
2019-11-17,,,,,,,,,,,,,,,,,,
2019-11-18,,,,,,,,,,,,,,,,,,
2019-11-19,,,,,,,,,,,,,,,,,,
2019-11-20,0.31600554999999997,95.29188424867264,0.144528,106.060903454307,0.4868901,104.5858293620245,0.11836965,105.54416760225499,0.41087379999999996,104.91534359736451,0.28724425,107.63122376793301,0.34730515,107.4907181222995,0.5741919999999999,104.8220261406845,0.11516210000000002,103.4972164640945
2019-11-21,,,,,,,,,,,,,,,,,,
2019-11-22,,,,,,,,,,,,,,,,,,
2019-11-23,,,,,,,,,,,,,,,,,,
2019-11-24,,,,,,,,,,,,,,,,,,
2019-11-25,,,,,,,,,,,,,,,,,,
2019-11-26,,,,,,,,,,,,,,,,,,
2019-11-27,,,,,,,,,,,,,,,,,,
2019-11-28,,,,,,,,,,,,,,,,,,
2019-11-29,,,,,,,,,,,,,,,,,,
2019-11-30,0.27869445,95.6836122963814,0.1427852,106.07823209916201,0.41635885000000006,104.7532264324875,0.11816785,105.31745002883949,0.3624142,105.3375218285595,0.27071455,107.41212164649599,0.31104745,106.7098208308615,0.5105038500000001,105.3842918506255,0.11433685,103.3712024476435
2019-12-01,,,,,,,,,,,,,,,,,,
2019-12-02,,,,,,,,,,,,,,,,,,
2019-12-03,,,,,,,,,,,,,,,,,,
2019-12-04,,,,,,,,,,,,,,,,,,
2019-12-05,,,,,,,,,,,,,,,,,,
2019-12-06,,,,,,,,,,,,,,,,,,
2019-12-07,,,,,,,,,,,,,,,,,,
2019-12-08,,,,,,,,,,,,,,,,,,
2019-12-09,,,,,,,,,,,,,,,,,,
2019-12-10,0.26427219999999996,95.79197373305965,0.14209955,105.859394588649,0.39170075000000004,105.475108800124,0.1179933,105.1426836862745,0.34456719999999996,105.272886483129,0.26288445000000005,107.096826641018,0.29810755,106.2416127865615,0.4782206,105.184882801688,0.11397445000000002,103.1871874404145
2019-12-11,,,,,,,,,,,,,,,,,,
2019-12-12,,,,,,,,,,,,,,,,,,
2019-12-13,,,,,,,,,,,,,,,,,,
2019-12-14,,,,,,,,,,,,,,,,,,
2019-12-15,,,,,,,,,,,,,,,,,,
2019-12-16,,,,,,,,,,,,,,,,,,
2019-12-17,,,,,,,,,,,,,,,,,,
2019-12-18,,,,,,,,,,,,,,,,,,
2019-12-19,,,,,,,,,,,,,,,,,,
2019-12-20,0.25279445,95.90534020097411,0.1400535,105.0848985193285,0.3681612,105.447172041349,0.11774640000000001,104.9386994703845,0.3282196,104.896807358482,0.2541025,106.6720148392495,0.2867395,105.85134957999199,0.4480612,104.887140142326,0.11340725,102.94712444394301
2019-12-21,,,,,,,,,,,,,,,,,,
2019-12-22,,,,,,,,,,,,,,,,,,
2019-12-23,,,,,,,,,,,,,,,,,,
2019-12-24,,,,,,,,,,,,,,,,,,
2019-12-25,,,,,,,,,,,,,,,,,,
2019-12-26,,,,,,,,,,,,,,,,,,
2019-12-27,,,,,,,,,,,,,,,,,,
2019-12-28,,,,,,,,,,,,,,,,,,
2019-12-29,,,,,,,,,,,,,,,,,,
2019-12-30,,,,,,,,,,,,,,,,,,
2019-12-31,0.2427722,95.64246445163215,0.1388781,104.536433150913,0.34769015000000003,105.055175806015,0.11742915000000001,104.67475201904551,0.31414949999999997,104.39856424899699,0.24526920000000002,106.0986306351235,0.27644565,105.35745522450199,0.42079635,104.54170386978299,0.1129307,102.66002558141
2020-01-01,,,,,,,,,,,,,,,,,,
2020-01-02,,,,,,,,,,,,,,,,,,
2020-01-03,,,,,,,,,,,,,,,,,,
2020-01-04,,,,,,,,,,,,,,,,,,
2020-01-05,,,,,,,,,,,,,,,,,,
2020-01-06,,,,,,,,,,,,,,,,,,
2020-01-07,,,,,,,,,,,,,,,,,,
2020-01-08,,,,,,,,,,,,,,,,,,
2020-01-09,,,,,,,,,,,,,,,,,,
2020-01-10,0.22811109999999998,95.37417695473249,0.1373967,104.46451516518101,0.3159433,104.474335585875,0.1170086,104.300063950758,0.29100879999999996,103.652202035725,0.22715149999999998,104.369407332594,0.258255,104.385897482351,0.375479,103.666793850538,0.11215170000000001,102.325926271835
2020-01-11,,,,,,,,,,,,,,,,,,
2020-01-12,,,,,,,,,,,,,,,,,,
2020-01-13,,,,,,,,,,,,,,,,,,
2020-01-14,,,,,,,,,,,,,,,,,,
2020-01-15,,,,,,,,,,,,,,,,,,
2020-01-16,,,,,,,,,,,,,,,,,,
2020-01-17,,,,,,,,,,,,,,,,,,
2020-01-18,,,,,,,,,,,,,,,,,,
2020-01-19,,,,,,,,,,,,,,,,,,
2020-01-20,0.22254445,95.38050439483678,0.13625655,104.097903919197,0.3024175,104.00834268397851,0.11666935,104.046739123649,0.28054795,103.072116940727,0.21829815,102.9501384828965,0.2498962,103.5848622569835,0.3571911,103.0183362478645,0.11168105,102.0224197985815
2020-01-21,,,,,,,,,,,,,,,,,,
2020-01-22,,,,,,,,,,,,,,,,,,
2020-01-23,,,,,,,,,,,,,,,,,,
2020-01-24,,,,,,,,,,,,,,,,,,
2020-01-25,,,,,,,,,,,,,,,,,,
2020-01-26,,,,,,,,,,,,,,,,,,
2020-01-27,,,,,,,,,,,,,,,,,,
2020-01-28,,,,,,,,,,,,,,,,,,
2020-01-29,,,,,,,,,,,,,,,,,,
2020-01-30,,,,,,,,,,,,,,,,,,
2020-01-31,0.21116665,94.62559782608696,0.13429554999999999,103.163178084768,0.27949314999999997,102.9604960955445,0.11632355,103.82263512353651,0.26255144999999996,101.825603571682,0.2076654,102.124207162813,0.23701470000000002,102.5063848921185,0.3290493,101.4221061802175,0.11149455,101.765453904995
2020-02-01,,,,,,,,,,,,,,,,,,
2020-02-02,,,,,,,,,,,,,,,,,,
2020-02-03,,,,,,,,,,,,,,,,,,
2020-02-04,,,,,,,,,,,,,,,,,,
2020-02-05,,,,,,,,,,,,,,,,,,
2020-02-06,,,,,,,,,,,,,,,,,,
2020-02-07,,,,,,,,,,,,,,,,,,
2020-02-08,,,,,,,,,,,,,,,,,,
2020-02-09,,,,,,,,,,,,,,,,,,
2020-02-10,0.20629444999999996,94.29908653370319,0.13369,102.98851141821851,0.27181489999999997,103.0613372309935,0.1160708,103.7178877051775,0.2555495,101.57571433890399,0.2045636,102.41955535671349,0.23241885,102.524143659265,0.3191214,100.59632091172949,0.11151025,101.6880722739095
2020-02-11,,,,,,,,,,,,,,,,,,
2020-02-12,,,,,,,,,,,,,,,,,,
2020-02-13,,,,,,,,,,,,,,,,,,
