AdminStrata,Abyan,Abyan,Aden,Aden,Al Bayda,Al Bayda,Al Dhale'e,Al Dhale'e,Al Hudaydah,Al Hudaydah,Al Jawf,Al Jawf,Al Maharah,Al Maharah,Al Mahwit,Al Mahwit,Amanat Al Asimah,Amanat Al Asimah,Amran,Amran,Dhamar,Dhamar,Hadramaut,Hadramaut,Hajjah,Hajjah,Ibb,Ibb,Lahj,Lahj,Marib,Marib,Raymah,Raymah,Sa'ada,Sa'ada,Sana'a,Sana'a,Shabwah,Shabwah,Socotra,Socotra,Taizz,Taizz
2016-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-20,0.10985170000000001,101.269000802034,0.07793330000000001,99.5751063207118,0.1218458,102.249788325567,0.1708861,110.733615005775,0.16467079999999998,107.817018622185,0.0997633,99.3250475855711,0.12901179999999998,99.9616373642021,0.2200026,106.63395010605998,0.13355,98.62219077201479,0.1374195,100.19855855258601,0.1565383,101.131186159006,0.1348457,102.251578478045,0.1703875,106.384082802791,0.2064643,104.416432426446,0.115499,101.353676864153,0.0956789,100.370535981882,0.22048890000000002,102.567088453998,0.1288192,100.809035308125,0.1312082,99.3137140990593,0.1189089,106.303215675909,0.2494849,104.29130744712299,0.163322,103.349526157621
2016-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-29,0.1087086,101.11810043343999,0.0775875,99.4543505797525,0.12348630000000001,103.643645605133,0.1670109,110.35365298011101,0.15811860000000003,106.23618568078501,0.0997392,99.3311331862883,0.1283952,99.84329106669529,0.2093103,105.294909459314,0.1335714,98.79293466649229,0.13638270000000002,100.713435035966,0.1544066,101.619597034633,0.1341618,102.032937656689,0.1634982,105.421526714089,0.1993933,103.94774464012899,0.1141595,101.74755175406,0.0959268,100.655763260289,0.21119839999999998,101.78260940723301,0.1264187,100.36860502427,0.13107439999999998,100.258127814795,0.11834949999999998,106.208030827233,0.2404262,103.98066076899401,0.15677470000000002,102.50701971469
2016-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-10,0.10449000000000001,99.41326290943859,0.07666669999999999,99.1132237871675,0.1230337,103.864819553516,0.15700799999999998,107.347747106779,0.14792950000000002,103.63452154062,0.0994809,99.1964393550279,0.1270163,99.5312341861119,0.1928115,102.731087459447,0.1327357,98.17712054998529,0.133785,101.064897428354,0.14884489999999997,101.091470172549,0.1326661,101.484887779219,0.15094929999999998,103.06318495328699,0.1877469,102.284270947791,0.1100607,101.587270357033,0.09565789999999999,100.585178560947,0.193827,98.93982179007679,0.1227057,100.049182948984,0.1288517,100.531177296864,0.11648720000000001,105.42088646469,0.22658409999999998,104.669171907995,0.1468458,101.42691155291901
2016-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-20,0.1019224,98.094129360558,0.0762083,98.964237209988,0.1209101,102.336597452335,0.1521044,105.070189101428,0.1436789,102.14679307456801,0.0992933,99.0738534822406,0.1263151,99.35708006491751,0.18562820000000002,100.167322324182,0.1315,97.02546129860158,0.13224249999999999,100.472142021908,0.1462832,99.72554076395392,0.13195489999999999,101.194333492392,0.1446232,100.831893481161,0.1856609,101.43875818704001,0.10705550000000001,100.59612566357201,0.0951693,100.184331224785,0.18640320000000002,96.0121386292544,0.12115639999999998,99.654091254465,0.1270142,99.46858814822892,0.11525919999999999,104.742661133097,0.2199056,104.73928646822901,0.1429405,100.43580719331699
2016-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,0.1006852,97.5138325341203,0.0758875,98.9195560357529,0.12056769999999999,101.428775309963,0.1498715,103.57012941116699,0.1397111,100.648420145696,0.0991722,98.9766744407472,0.12568669999999998,99.21771890401578,0.18268589999999998,98.1473201669322,0.13113570000000002,96.08230153181549,0.1323447,100.196442387157,0.14839570000000002,99.4618715379976,0.1313653,100.947664707254,0.1399546,98.8431031872031,0.19008440000000001,101.95004335600099,0.10448450000000001,99.59397682869991,0.0949711,99.8743399229092,0.18618729999999997,94.17833359185249,0.1204972,99.37859670454,0.1275291,98.95382540160308,0.11431969999999998,104.17981702562,0.21270630000000001,104.320811165196,0.1403009,99.42840692202351
2016-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-10,0.10144919999999999,98.070948181744,0.0757083,98.9861869447651,0.12234669999999999,101.31533156349,0.15152770000000002,103.43660002638201,0.1369714,99.62169932662479,0.0991804,98.9479102135353,0.125181,99.1422585380817,0.18740510000000002,97.6280271131963,0.1318714,95.4240163196006,0.1348737,100.45594687086,0.15659920000000002,100.66445619788,0.1309138,100.760519592778,0.1391271,98.00783950367772,0.2017307,103.834220443236,0.1034343,99.23161197860078,0.09518589999999999,99.75011954687609,0.197773,95.0478071984119,0.12126189999999999,99.4048890457329,0.13099180000000002,99.09713492275552,0.11387080000000001,103.855440928743,0.2064865,103.976994943168,0.14068239999999999,99.1724808670982
2016-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-20,0.10970819999999999,103.090623430644,0.075875,99.59781078671,0.13637520000000003,106.23725296837,0.172565,110.41447659226999,0.1363404,99.98508329210671,0.099749,99.219292997357,0.12451310000000002,99.19721654746841,0.23005509999999998,104.861862317253,0.14300000000000002,98.08689889375259,0.14953160000000001,103.8639602808,0.197966,110.326459823649,0.13049260000000001,100.639378987755,0.1534864,101.96568913368999,0.2526229,113.497235542574,0.1087157,102.52998560070999,0.0975032,100.66622533731,0.2712095,109.587459089298,0.1303893,102.15790221821501,0.15290620000000002,104.58182208026399,0.11452319999999999,104.071170847482,0.19804839999999999,103.639328631756,0.158581,105.017324905672
2016-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-30,0.1158093,106.62730637747299,0.07613330000000001,100.089270977489,0.14893399999999998,111.22995728806299,0.1904526,116.307493468809,0.1374095,100.723679613894,0.1002913,99.51286855992642,0.124313,99.3078593203701,0.263059,110.88980622381901,0.15436429999999998,101.807650557425,0.1606489,106.78960335807301,0.2262973,116.596685465235,0.1304548,100.679604121254,0.16640539999999998,105.593588033286,0.286219,118.972745033027,0.11430410000000002,105.640264974922,0.0995413,101.71846527120701,0.321754,118.73691472593399,0.13795639999999998,104.482970050347,0.1696945,109.312221332687,0.1153529,104.481207929438,0.19811270000000003,104.228888534149,0.17449520000000002,109.93791435726801
2016-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-10,0.1211954,109.712720544836,0.076375,100.600378281304,0.1621987,116.45742253228902,0.20833649999999998,121.643218065633,0.13902920000000002,101.55887597601,0.1009317,99.871365700564,0.1241683,99.45569219085041,0.29500640000000006,116.29831684062799,0.1679071,106.48163215044399,0.1719425,109.964197875853,0.25186329999999996,121.558448775549,0.1304513,100.750725684745,0.1792143,109.042856592376,0.3176872,123.02909034939199,0.1197874,108.562356374388,0.1017671,102.946620984093,0.36445720000000004,124.79534611325501,0.14549600000000001,106.68971866628,0.1861968,113.99800573183201,0.11612860000000001,104.891682151469,0.2012905,105.327474786256,0.1898527,113.930257512259
2016-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-20,0.12495160000000001,111.93556869722799,0.07655,101.09846215298599,0.1717042,119.944362451255,0.2235599,125.574094526719,0.1410159,102.41096081364401,0.1015599,100.242139558633,0.1240547,99.62891306960958,0.3211039,120.035612454979,0.17984289999999997,110.756240079336,0.18139170000000002,112.58019315445101,0.2703164,124.36057362114599,0.1304215,100.830692245401,0.19024929999999998,111.882699088916,0.3431235,125.029935739536,0.1243133,110.82217037211299,0.1036037,104.019836430039,0.3943317,127.433905726861,0.1518656,108.405168247285,0.19893829999999998,117.527283474307,0.11653139999999998,105.164464523316,0.20977220000000002,107.626960994517,0.2040092,116.626744115039
2016-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-31,0.12378720000000001,111.831527359237,0.0763667,101.747965712206,0.1674846,117.467110930832,0.23184670000000002,125.710550577178,0.1415227,102.27903005045,0.10231130000000001,100.77317660727199,0.1236884,99.9111266551582,0.3302205,118.286248487281,0.1849571,112.81679097185601,0.18575379999999997,112.95608127532199,0.2701855,121.092811897132,0.1301156,100.93987564342899,0.1970575,112.888036561728,0.3591156,121.39766679673401,0.1259719,111.287280868179,0.10427269999999998,104.6842089549,0.3961825,122.62093146094999,0.15683060000000001,109.309081722875,0.20196670000000003,118.17233585827199,0.1154892,104.938053972751,0.2343738,112.61374283526101,0.22221880000000002,116.61613792483
2016-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-10,0.12008339999999998,110.269125715831,0.07603330000000001,101.88971654656,0.1615363,115.81200394843,0.22612039999999997,122.98111637759399,0.13962739999999998,101.50718530628201,0.1024362,100.946914135371,0.1233807,99.98212346687099,0.3185885,115.03780823354299,0.1814286,112.029319590703,0.18177970000000002,111.40758849219401,0.2591039,118.100971044422,0.12979739999999998,100.948865684413,0.19283570000000003,111.212338541409,0.3558201,118.673652215692,0.12347860000000001,109.92577985645201,0.10386860000000002,104.817550270238,0.375727,118.161624970406,0.1556775,108.844115212748,0.19639979999999999,117.13093623536899,0.1144562,104.67509934053001,0.24021979999999998,112.824932686753,0.2249917,114.769579550866
2016-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-20,0.1156412,108.396832668019,0.07565830000000001,101.971204876766,0.1561327,115.010090381024,0.21583070000000001,118.87156601238199,0.136771,100.74404665583599,0.102431,101.076940113483,0.12304010000000001,100.016068221739,0.29995900000000003,111.028517367212,0.17676429999999999,111.07729610580499,0.17648270000000002,109.778975986862,0.24552539999999998,115.242841226952,0.1294272,100.952034797854,0.1855839,109.02316252641899,0.34834299999999996,115.980660136192,0.11936310000000001,107.826373175816,0.10332670000000001,104.98592899448799,0.3492,113.473564525298,0.1531126,108.277749583122,0.18888129999999997,115.93337555599199,0.11338139999999998,104.439236803617,0.2371698,111.210689741439,0.2229143,112.18783592412399
2016-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
