data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7153288,566,NIG17577,17577,"01 July 2020",2020,2,Protests,"Peaceful protest","Protesters (Nigeria)","Women (Nigeria)",6,,,0,60,"Western Africa",Nigeria,Kaduna,"Kaduna North",,Kaduna,10.5222,7.4383,1,"Daily Trust (Nigeria)",National,"Around 1 July 2020 (as reported), civil society groups demonstrated in Kaduna (Kaduna LGA, Kaduna) over gender-based violence in Nigeria. [size=no report]",0,1594063539,NGA
7153594,566,NIG17580,17580,"01 July 2020",2020,1,Battles,"Armed clash","Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad",,2,"Military Forces of Nigeria (2015-)",,1,12,"Western Africa",Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,1,"Undisclosed Source","Local partner-Other","On 1 July 2020, Boko Haram clashed with Nigerian military forces during an attack on Maiduguri (Maiduguri LGA, Borno).",0,1594063540,NGA
7153358,566,NIG17574,17574,"01 July 2020",2020,1,"Violence against civilians",Attack,"Zamfara Communal Militia (Nigeria)",,4,"Civilians (Nigeria)",,7,47,"Western Africa",Nigeria,Zamfara,Anka,,Anka,12.1138,5.9243,2,HumAngle,National,"On 1 July 2020, Zamfara communal militias attacked Bawar Daji (Anka LGA, Zamfara) and killed 5 residents, after they blamed the community killing a militiamen. It is believed that the militiamen was accidently killed by his fellows.",5,1594063539,NGA
7153104,566,NIG17575,17575,"01 July 2020",2020,1,"Violence against civilians",Attack,"Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)",,7,37,"Western Africa",Nigeria,Ebonyi,"Afikpo South",,Ekoli,5.75,7.85,1,"Blueprint; New Telegraph; Nigeria Punch; Premium Times (Nigeria)",National,"On 1 July 2020, unidentified gunmen attacked Ekoli Edda (Afikpo South LGA, Ebonyi), killed 2 residents and abducted 5.",2,1594063538,NGA
7153105,566,NIG17576,17576,"01 July 2020",2020,1,Protests,"Peaceful protest","Protesters (Nigeria)",,6,,,0,60,"Western Africa",Nigeria,Osun,"Ife Central",,Ile-Ife,7.4824,4.5603,1,"Premium Times (Nigeria); Nigeria Punch",National,"On 1 July 2020, pensioners demonstrated in Ile-Ife (Ife Central LGA, Osun) over the non-payment of their pensions. [size=no report]",0,1594063538,NGA
7153106,566,NIG17578,17578,"01 July 2020",2020,1,"Violence against civilians",Attack,"Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad",,2,"Civilians (Nigeria)","Farmers (Nigeria)",7,27,"Western Africa",Nigeria,Borno,Chibok,,Kautikari,10.8398,13.022,1,"Undisclosed Source; Daily Post (Nigeria)","Local partner-Other","On 1 July 2020, Boko Haram attacked Kautikari (Chibok LGA, Borno) and killed 1 farmer.",1,1594063538,NGA
7153107,566,NIG17579,17579,"01 July 2020",2020,1,Riots,"Violent demonstration","Rioters (Nigeria)",,5,"Civilians (Nigeria)","Health Workers (Nigeria)",7,57,"Western Africa",Nigeria,Kogi,Lokoja,,Lokoja,7.8024,6.743,1,"Daily Post (Nigeria); Legit; Daily Independent (Nigeria); New Telegraph; Sahara Reporters; Nigerian Eye; Guardian (Nigeria); Blueprint; Vanguard (Nigeria); Sun (Nigeria); Nigeria Punch",National-Regional,"On 1 July 2020, about 50 people stormed a medical centre in Lokoja (Lokoja LGA, Kogi), destroyed property and carted away equipment to demonstrate over the hospitals communication on coronavirus cases. [size=about 50]",0,1594063538,NGA
7153454,566,NIG17568,17568,"30 June 2020",2020,1,Riots,"Mob violence","Rioters (Nigeria)","Taxi Drivers (Nigeria)",5,"Rioters (Nigeria)","Taxi Drivers (Nigeria)",5,55,"Western Africa",Nigeria,Lagos,Eti-Osa,,Aja,6.4696,3.5629,1,"Premium Times (Nigeria)",National,"On 30 June 2020, two mototaxi associations clashed in Ajah (Eti Osa LGA, Lagos) over supremacy. 1 person was killed. [size=no report]",1,1594063539,NGA
7153272,566,NIG17572,17572,"30 June 2020",2020,1,Protests,"Peaceful protest","Protesters (Nigeria)","PDP: Peoples Democratic Party",6,,,0,60,"Western Africa",Nigeria,Delta,Sapele,,Sapele,5.8941,5.6767,1,"Daily Independent (Nigeria)",National,"On 30 June 2020, about 200 PDP supporters demonstrated at the house of a PDP chieftain in Sapele (Sapele LGA, Delta) and urged him to contest for the LGA chairmanship. [size=about 200]",0,1594063539,NGA
7153101,566,NIG17569,17569,"30 June 2020",2020,1,Protests,"Peaceful protest","Protesters (Nigeria)","Health Workers (Nigeria)",6,,,0,60,"Western Africa",Nigeria,Edo,Oredo,,"Benin City",6.3351,5.6275,1,"Sun (Nigeria); Nigerian Observer",Subnational-National,"On 30 June 2020, a coronavirus screening team demonstrated in Benin City (Oredo LGA, Edo) over the non-payment of their allowances. [size=no report]",0,1594063538,NGA
7153102,566,NIG17570,17570,"30 June 2020",2020,1,"Violence against civilians","Abduction/forced disappearance","Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad",,2,"Civilians (Nigeria)","Aid Workers (Nigeria); Private Security Forces (Nigeria)",7,27,"Western Africa",Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,3,"Daily Independent (Nigeria); Guardian (Nigeria); CKN Nigeria",National,"On 30 June 2020, Boko Haram abducted 4 aid workers and 1 security worker in Borno State.",0,1594063538,NGA
7153103,566,NIG17571,17571,"30 June 2020",2020,1,Protests,"Peaceful protest","Protesters (Nigeria)",,6,,,0,60,"Western Africa",Nigeria,Imo,Owerri-Municipal,,Owerri,5.4833,7.0304,1,"Nigeria Punch; Guardian (Nigeria)",National,"On 30 June 2020, pensioners demonstrated in Owerri (Owerri North LGA, Imo) over the non-payment of their pensions. [size=no report]",0,1594063538,NGA
7153443,566,NIG17564,17564,"29 June 2020",2020,1,Protests,"Peaceful protest","Protesters (Nigeria)","Hausa Ethnic Group (Nigeria)",6,,,0,60,"Western Africa",Nigeria,Oyo,"Ibadan North West",,Ibadan,7.3776,3.9059,1,"Nigeria Punch",National,"On 29 June 2020, Hausa youths demonstrated in Ibadan (Ibadan North West LGA, Oyo) over the plans to build shops in the area. [size=no report]",0,1594063539,NGA
7153445,566,NIG17562,17562,"29 June 2020",2020,1,"Violence against civilians",Attack,"Jukun Ethnic Militia (Nigeria)",,4,"Civilians (Nigeria)",,7,47,"Western Africa",Nigeria,Taraba,Donga,,Donga,7.7167,10.05,2,"Nigeria Punch",National,"On 29 June 2020, suspected Jukun militias attacked Afogba in Donga LGA (Taraba), killed 1 resident and injured 3.",1,1594063539,NGA
7153280,566,NIG17560,17560,"29 June 2020",2020,1,"Violence against civilians",Attack,"Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)",,7,37,"Western Africa",Nigeria,Ogun,Ado-Odo/Ota,,"Ado Odo",6.6,2.9333,2,"Daily Post (Nigeria)",National,"On 29 June 2020, suspected armed land grabbers attacked an estate in the Ado-Ota/Ota LGA (Ogun) and injured 7 residents.",0,1594063539,NGA
7153096,566,NIG17561,17561,"29 June 2020",2020,1,Battles,"Armed clash","Military Forces of Nigeria (2015-)",,1,"Tiv Ethnic Militia (Nigeria)",,4,14,"Western Africa",Nigeria,Taraba,Donga,,Donga,7.7167,10.05,2,"Daily Leadership (Nigeria); Nigeria Punch; Sahara Reporters; Guardian (Nigeria); Daily Independent (Nigeria); Daily Trust (Nigeria); Sun (Nigeria)",National-Regional,"On 29 June 2020, Nigerian Armed Forces conducted operations against suspected Tiv militias at Rafin Kada (Wukari LGA, Taraba) and Yojaa in Donga LGA (Taraba) and engaged in a gun battle. 4 militiamen were killed. Fatalities split between 2 events.",2,1594063538,NGA
7153097,566,NIG17563,17563,"29 June 2020",2020,1,Riots,"Mob violence","Rioters (Nigeria)","Vigilante Group (Nigeria); Taxi Drivers (Nigeria)",5,"Civilians (Nigeria)",,7,57,"Western Africa",Nigeria,Lagos,Ikorodu,,Elepe,6.5708,3.5686,1,"Nigeria Punch; Nigerian Eye",National,"On 29 June 2020, a mob of moto taxi drivers lynched a man to death in Elepe (Ikorodu LGA, Lagos). The victim was involved in an accident and injured a pedestrian. [size=no report]",1,1594063538,NGA
7153098,566,NIG17565,17565,"29 June 2020",2020,1,Battles,"Armed clash","Military Forces of Nigeria (2015-)",,1,"Tiv Ethnic Militia (Nigeria)",,4,14,"Western Africa",Nigeria,Taraba,Wukari,,"Rafin Kada",7.7167,9.8833,1,"Daily Independent (Nigeria); Sun (Nigeria); Guardian (Nigeria); Daily Trust (Nigeria); Nigeria Punch; Sahara Reporters; Daily Leadership (Nigeria)",National-Regional,"On 29 June 2020, Nigerian Armed Forces conducted operations against suspected Tiv militias at Rafin Kada (Wukari LGA, Taraba) and Yojaa (Donga LGA, Taraba) and engaged in a gun battle. 4 militiamen were killed. Fatalities split between 2 events.",2,1594063538,NGA
7153099,566,NIG17566,17566,"29 June 2020",2020,2,Battles,"Armed clash","Military Forces of Nigeria (2015-)",,1,"Unidentified Armed Group (Nigeria)",,3,13,"Western Africa",Nigeria,Kaduna,Igabi,,"Sabon Birni",10.8121,7.3022,2,"Legit; Guardian (Nigeria); Nigeria Punch; Daily Independent (Nigeria); Daily Trust (Nigeria); Blueprint; New Telegraph",National,"Around 29 June 2020 (as reported), Nigerian Armed Forces clashed with unidentified militias at Rambadawa forest in Sabon Birni LGA (Sokoto) and killed 3 militiamen.",3,1594063538,NGA
7153100,566,NIG17567,17567,"29 June 2020",2020,1,Battles,"Armed clash","Fulani Ethnic Militia (Nigeria)","Pastoralists (Nigeria)",4,"Zadawa Communal Militia (Nigeria)","Farmers (Nigeria)",4,44,"Western Africa",Nigeria,Bauchi,Misau,,Zadawa,11.4496,10.3672,1,"Sun (Nigeria); Daily Independent (Nigeria); Daily Leadership (Nigeria); Inside Arewa (Nigeria); Blueprint",National,"On 29 June 2020, Fulani militias and farmers from Zadawa (Misau LGA, Bauchi) clashed over land. 9 people were killed and 6 injured.",9,1594063538,NGA
7153442,566,NIG17556,17556,"28 June 2020",2020,1,"Violence against civilians",Attack,"Bauchi Communal Militia (Nigeria)",,4,"Civilians (Nigeria)","Students (Nigeria)",7,47,"Western Africa",Nigeria,Bauchi,Bauchi,,Bauchi,10.3134,9.8433,1,"Nigeria Punch",National,"On 28 June 2020, a Bauchi vigilante group, called Yan Committee, tortured a student to death in Bauchi (Bauchi LGA, Bauchi) over an alleged theft. [size=no report]",1,1594063539,NGA
7153444,566,NIG17553,17553,"28 June 2020",2020,1,Battles,"Armed clash","Fulani Ethnic Militia (Nigeria)","Pastoralists (Nigeria)",4,"Bakai Communal Militia (Nigeria)",,4,44,"Western Africa",Nigeria,Katsina,Kankara,,Bakai,11.9054,7.2818,1,"Nigeria Punch",National,"On 28 June 2020, suspected Fulani militias attacked Bakai (Kankara LGA, Katsina), overpowered local militias, killed 9 residents and rustled cattle.",9,1594063539,NGA
7153279,566,NIG17557,17557,"28 June 2020",2020,1,"Violence against civilians",Attack,"Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)",,7,37,"Western Africa",Nigeria,Adamawa,Ganye,,Jatau,8.3167,12.0167,1,"Daily Post (Nigeria)",National,"On 28 June 2020, unidentified gunmen attacked Jatau (Ganye LGA, Adamawa) and killed 2 residents.",2,1594063539,NGA
7153094,566,NIG17558,17558,"28 June 2020",2020,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Nigeria (2015-)",,1,"Unidentified Armed Group (Nigeria)",,3,13,"Western Africa",Nigeria,Niger,Mariga,,"Kasuwan Ango",10.5941,5.8937,2,"Vanguard (Nigeria); Inside Arewa (Nigeria); Daily Leadership (Nigeria); Daily Independent (Nigeria); Blueprint; Twitter; Sun (Nigeria)","New media-National","On 28 June 2020, Nigerian Air Force conducted an air strike against unidentified gunmen at Kasuwan Ango (Mariga LGA, Niger), killed some militiamen and arrested 2. Some fatalities coded as 3.",3,1594063538,NGA
7153095,566,NIG17559,17559,"28 June 2020",2020,1,Battles,"Armed clash","Igede Ethnic Militia (Nigeria)",,4,"Tiv Ethnic Militia (Nigeria)",,4,44,"Western Africa",Nigeria,Benue,Konshisha,,Tse-Agberagba,7.0767,8.6655,2,"New Telegraph; Vanguard (Nigeria); Sun (Nigeria); Daily Trust (Nigeria); Nigeria Punch; Daily Post (Nigeria); Inside Arewa (Nigeria); Daily Leadership (Nigeria)",National,"On 28 June 2020, Tiv and Igede Ethnic militias from Bonta (Konshisha LGA) and Ukpute (Oju LGA, Benue) clashed over land issues (location coded as Konshisha LGA). 6 people were killed.",6,1594063538,NGA
7153356,566,NIG17555,17555,"28 June 2020",2020,1,"Violence against civilians",Attack,"Katsina Communal Militia (Nigeria)",,4,"Civilians (Nigeria)",,7,47,"Western Africa",Nigeria,Katsina,Batsari,,Batsari,12.7515,7.2447,2,HumAngle,National,"On 28 June 2020, Katsina communal militias attacked Kasai in Batsari LGA (Katsina) and forced residents to flee. 1 resident was injured.",0,1594063539,NGA
7153618,566,NIG17554,17554,"28 June 2020",2020,1,Battles,"Armed clash","Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad",,2,"Military Forces of Nigeria (2015-)",,1,12,"Western Africa",Nigeria,Borno,Bama,,Bama,11.5221,13.6856,1,"Undisclosed Source","Local partner-Other","On 28 June 2020, Boko Haram clashed with Nigerian military forces during a BH attack on Bama (Bama LGA, Borno).",0,1594063540,NGA
7152981,566,NIG17544,17544,"27 June 2020",2020,1,Battles,"Armed clash","Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad",,2,"Military Forces of Nigeria (2015-)","Civilian JTF: Civilian Joint Task Force",1,12,"Western Africa",Nigeria,Borno,Damboa,,Damboa,11.156,12.7576,2,"Daily Independent (Nigeria); Twitter; Sahara Reporters; HumAngle; The Cable (Nigeria)","New media-National","On 27 June 2020, Boko Haram attacked a military patrol at Komala, near Damboa (Damboa LGA, Borno) and killed at least 9 soldiers and 2 Civilian JTF members. About 20 BH fighters were reported killed.",31,1594063522,NGA
7153091,566,NIG17550,17550,"27 June 2020",2020,1,Battles,"Armed clash","Military Forces of Nigeria (2015-)",,1,"Unidentified Armed Group (Nigeria)",,3,13,"Western Africa",Nigeria,Zamfara,Gusau,,Gusau,12.1628,6.6614,3,"Guardian (Nigeria); Daily Trust (Nigeria); Legit; Daily Independent (Nigeria); Blueprint; Nigeria Punch; New Telegraph",National,"On 27 June 2020, Nigerian Armed Forces clashed with unidentified militias at Kurubka forest in Zamfara State and killed 2 militiamen.",2,1594063538,NGA
7153092,566,NIG17551,17551,"27 June 2020",2020,1,Battles,"Armed clash","Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad",,2,"Military Forces of Nigeria (2015-)","Civilian JTF: Civilian Joint Task Force",1,12,"Western Africa",Nigeria,Borno,Gwoza,,Gwoza,11.084,13.6925,2,"Guardian (Nigeria); Legit; Defense Post; Daily Trust (Nigeria); Sahara Reporters; Vanguard (Nigeria); Inside Arewa (Nigeria); HumAngle; Premium Times (Nigeria); Twitter","Other-New media","On 27 June 2020, Boko Haram ambushed a convoy of Nigerian Armed Forces and Civilian-JTF on the Pulka -Ngoshe road at Bokko in Gwoza LGA (Borno). 1 soldier was killed and 10 injured.",1,1594063538,NGA
7153093,566,NIG17552,17552,"27 June 2020",2020,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Nigeria (2015-)",,1,"Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad",,2,12,"Western Africa",Nigeria,Borno,Dikwa,,Warshale,12.0495,14.0967,1,"Daily Independent (Nigeria); Nigerian Eye; Blueprint; HumAngle; Twitter; Daily Leadership (Nigeria)","New media-National","On 27 June 2020, Nigerian Air Force conducted air strikes against a camp of Boko Haram at Warshale (Dikwa LGA, Borno), destroyed structures and killing BH fighters. Fatalities coded as 10.",10,1594063538,NGA
7135977,566,NIG17543,17543,"27 June 2020",2020,2,"Violence against civilians",Attack,"Zamfara Communal Militia (Nigeria)",,4,"Civilians (Nigeria)",,7,47,"Western Africa",Nigeria,Zamfara,Chafe,,Chafe,11.9553,6.9223,2,"Nigeria Punch",National,"Around 27 June 2020 (as reported), Zamfara Communal Militias attacked Unguwar Yabo in Tsafe LGA (Zamfara) and killed 12 residents.",12,1593456871,NGA
7135824,566,NIG17539,17539,"26 June 2020",2020,1,"Violence against civilians",Attack,"Zamfara Communal Militia (Nigeria)",,4,"Civilians (Nigeria)",,7,47,"Western Africa",Nigeria,Zamfara,Chafe,,Chafe,11.9553,6.9223,2,"Daily Independent (Nigeria)",National,"On 26 June 2020, Zamfara Communal Militias attacked Yartalata in Tsafe LGA (Zamfara) and killed 4 residents.",4,1593456870,NGA
7152979,566,NIG17540,17540,"26 June 2020",2020,1,Protests,"Peaceful protest","Protesters (Nigeria)","IM: Islamic Movement; Muslim Group (Nigeria)",6,,,0,60,"Western Africa",Nigeria,Kaduna,"Kaduna North",,Kaduna,10.5222,7.4383,1,"Vanguard (Nigeria); Daily Independent (Nigeria); Sahara Reporters; Daily Trust (Nigeria); Nigeria Punch",National-Regional,"On 26 June 2020, members of the IM demonstrated in Kaduna (Kaduna LGA, Kaduna) and demanded the release of their leader. [size=no report]",0,1594063522,NGA
7152980,566,NIG17541,17541,"26 June 2020",2020,1,Battles,"Armed clash","Katsina Communal Militia (Nigeria)",,4,"Military Forces of Nigeria (2015-)",,1,14,"Western Africa",Nigeria,Katsina,"Dan Musa",,"Mara Zamfarawa",12.2338,7.2614,1,"Blueprint; Legit; Guardian (Nigeria); Daily Trust (Nigeria); Daily Independent (Nigeria); Nigeria Punch; New Telegraph",National,"On 26 June 2020, Katsina Communal Militias clashed with Nigerian military forces during a Katsina communal militia attack on Marar Zamfarawa (Dan-Musa LGA, Katsina), in which three were killed and another 3 injured. Nigerian Armed Forces killed 6 militiamen.",9,1594063522,NGA
7135907,566,NIG17542,17542,"26 June 2020",2020,1,Riots,"Mob violence","Rioters (Nigeria)","Vigilante Group (Nigeria)",5,"Civilians (Nigeria)",,7,57,"Western Africa",Nigeria,Katsina,Batsari,,Wagini,12.6878,7.1958,1,HumAngle,National,"On 26 June 2020, a mob lynched five suspected kidnappers in Wagini (Batsari LGA, Katsina). The victims died. [size=no report]",5,1593456870,NGA
7135699,566,NIG17538,17538,"26 June 2020",2020,1,"Violence against civilians","Abduction/forced disappearance","Islamic State (West Africa) and/or Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad",,2,"Civilians (Nigeria)","Women (Nigeria)",7,27,"Western Africa",Nigeria,Borno,Biu,,Biu,10.6129,12.1946,2,"Inside Arewa (Nigeria); Sun (Nigeria)",National,"On 26 June 2020, Boko Haram abducted over 12 female residents of Malaharam in Biu LGA (Borno).",0,1593456869,NGA
